,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-32401,0,0,1,atlanta journal and constitution,2012,1,21,20120121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3919,0,0,1,washington post,1997,9,15,19970915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3911,0,0,1,daily news,1997,9,17,19970917,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-20830,0,0,1,palm beach post,2006,5,7,20060507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-658,0,0,1,san jose mercury news,1995,6,11,19950611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-21621,0,0,1,atlanta journal and constitution,2006,7,17,20060717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12161,0,0,1,palm beach post,2002,6,28,20020628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17192,0,0,1,washington post,2005,6,30,20050630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17194,0,0,1,denver post,2005,6,29,20050629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-17199,0,1,0,denver post,2005,6,27,20050627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5518,0,1,0,san jose mercury news,1998,5,20,19980520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30314,0,0,1,atlanta journal and constitution,2010,9,12,20100912,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38165,0,0,1,new york times,1991,1,26,19910126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24444,0,0,1,washington post,2007,5,24,20070524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24441,0,0,1,usa today,2007,5,24,20070524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24443,0,0,1,usa today,2007,5,24,20070524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21128,0,0,1,new york times,2006,6,5,20060605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-4356,0,0,1,san jose mercury news,1997,12,16,19971216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-31370,0,0,1,san jose mercury news,2011,8,26,20110826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36411,0,0,1,new york times,1988,6,12,19880612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31375,0,0,1,washington post,2011,8,25,20110825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39697,0,0,1,new york times,1993,5,26,19930526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1655,0,0,1,daily news,1996,1,17,19960117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-29249,0,0,1,new york times,2010,5,27,20100527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29718,0,0,1,san jose mercury news,2010,7,31,20100731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26967,0,0,1,washington post,2008,8,7,20080807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-29714,0,0,1,st. petersburg times,2010,8,1,20100801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26963,0,0,1,washington post,2008,8,8,20080808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26962,0,0,1,usa today,2008,8,8,20080808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-14640,0,0,1,palm beach post,2003,7,4,20030704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-14642,0,0,1,st. louis post-dispatch,2003,7,4,20030704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21264,0,0,1,san jose mercury news,2006,5,27,20060527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-14648,0,0,1,new york times,2003,7,2,20030702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-38349,0,0,1,palm beach post,1992,3,17,19920317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-24036,0,0,1,new york times,2007,6,20,20070620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25928,0,0,1,washington post,2008,2,7,20080207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17730,0,0,1,washington post,2005,9,5,20050905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-4139,0,0,1,atlanta journal and constitution,1997,7,28,19970728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-31196,0,0,1,new york times,2011,4,14,20110414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-31190,0,0,1,washington post,2011,4,15,20110415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25925,0,0,1,new york times,2008,2,7,20080207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13340,0,0,1,denver post,2003,3,10,20030310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-14422,0,0,1,new york times,2003,9,5,20030905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-14427,0,0,1,herald-sun,2003,9,4,20030904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16485,0,0,1,st. petersburg times,2004,11,30,20041130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-16484,0,0,1,st. louis post-dispatch,2004,11,30,20041130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-39340,0,0,1,st. petersburg times,1993,9,9,19930909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-34114,0,0,1,new york times,2012,12,11,20121211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-439,0,0,1,new york times,1995,8,11,19950811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-438,0,1,0,saint paul pioneer press,1995,8,12,19950812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15590,0,0,1,new york times,2004,4,29,20040429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-435,0,0,1,new york times,1995,8,12,19950812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-437,0,0,1,palm beach post,1995,8,12,19950812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-430,0,0,1,new york times,1995,8,15,19950815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-15599,0,0,1,philadelphia inquirer,2004,4,28,20040428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19040,0,0,1,denver post,2005,12,18,20051218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-15772,0,0,1,washington post,2004,3,23,20040323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15771,0,0,1,new york times,2004,3,23,20040323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-35448,0,0,1,new york times,1983,4,10,19830410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20605,0,0,1,saint paul pioneer press,2006,5,18,20060518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30962,0,0,1,washington post,2011,5,16,20110516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30963,0,0,1,washington post,2011,5,16,20110516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11069,0,0,1,new york times,2001,11,14,20011114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-19599,0,1,0,new york times,2006,4,12,20060412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35998,0,0,1,new york times,1986,11,13,19861113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-22264,0,0,1,new york times,2006,11,24,20061124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-40069,0,0,1,san jose mercury news,1994,4,10,19940410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-25040,0,0,1,new york times,2007,9,27,20070927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-11455,0,0,1,washington post,2002,1,21,20020121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-13720,0,0,1,atlanta journal and constitution,2003,1,4,20030104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-27373,0,1,0,new york times,2009,2,25,20090225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-855,0,0,1,usa today,1995,12,29,19951229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-852,0,0,1,san jose mercury news,1995,12,29,19951229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-6245,0,0,1,atlanta journal and constitution,1999,2,10,19990210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-6246,0,0,1,atlanta journal and constitution,1999,2,10,19990210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33260,0,0,1,tampa bay times,2012,6,27,20120627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-33263,0,0,1,washington post,2012,6,27,20120627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38906,0,0,1,usa today,1992,9,10,19920910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-24636,0,0,0,daily news,2007,7,22,20070722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-33129,0,0,1,atlanta journal and constitution,2012,7,19,20120719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-33128,0,0,1,atlanta journal and constitution,2012,7,19,20120719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3211,0,0,1,new york times,1997,2,15,19970215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10855,0,0,1,washington post,2001,12,11,20011211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3742,0,0,1,palm beach post,1997,4,12,19970412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-8298,0,0,1,atlanta journal and constitution,2000,7,31,20000731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-13506,0,0,1,st. petersburg times,2003,2,5,20030205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1058,0,0,1,san jose mercury news,1995,10,27,19951027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26774,0,0,1,washington post,2008,3,2,20080302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-29015,0,0,1,denver post,2010,1,20,20100120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26776,0,0,1,palm beach post,2008,3,1,20080301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-1054,0,0,1,denver post,1995,10,27,19951027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5740,0,0,1,new york times,1998,11,2,19981102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-16100,0,0,1,washington post,2004,7,29,20040729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-30762,0,1,0,usa today,2010,12,23,20101223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-41108,0,0,1,san jose mercury news,1994,11,29,19941129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32611,0,0,1,san jose mercury news,2011,12,3,20111203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32615,0,0,1,palm beach post,2011,12,2,20111202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40200,0,0,1,usa today,1994,3,2,19940302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9650,0,0,1,new york times,2001,6,17,20010617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-34472,0,0,1,new york times,1975,6,2,19750602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-221,0,0,1,denver post,1995,2,11,19950211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-30102,0,0,1,new york times,2010,11,7,20101107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-30105,0,0,1,new york times,2010,11,6,20101106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-226,0,0,1,san jose mercury news,1995,2,11,19950211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12759,0,0,1,washington post,2002,8,16,20020816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17504,0,0,1,new york times,2005,5,1,20050501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17503,0,0,1,new york times,2005,5,1,20050501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17500,0,0,1,atlanta journal and constitution,2005,5,1,20050501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-28631,0,0,1,new york times,2010,4,29,20100429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28634,0,0,1,new york times,2010,4,29,20100429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-9670,0,0,1,atlanta journal and constitution,2001,6,11,20010611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-9672,0,0,1,new york times,2001,6,11,20010611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-9674,0,0,1,san jose mercury news,2001,6,11,20010611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1464,0,0,1,st. petersburg times,1996,3,7,19960307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-1462,0,0,1,san jose mercury news,1996,3,7,19960307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-20036,0,0,1,washington post,2006,5,3,20060503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-11215,0,0,1,philadelphia inquirer,2002,3,6,20020306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-11210,0,1,0,new york times,2002,3,7,20020307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-41120,0,0,1,philadelphia inquirer,1994,11,25,19941125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-41121,0,0,1,st. louis post-dispatch,1994,11,25,19941125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24190,0,1,0,new york times,2007,6,8,20070608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24196,0,0,1,st. louis post-dispatch,2007,6,8,20070608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24197,0,0,1,saint paul pioneer press,2007,6,8,20070608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6391,0,0,1,palm beach post,1999,8,15,19990815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-36623,0,0,1,new york times,1987,8,29,19870829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-23418,0,0,1,atlanta journal and constitution,2007,2,16,20070216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-18052,0,0,1,new york times,2005,7,13,20050713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26170,0,0,1,st. petersburg times,2007,12,21,20071221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33903,0,1,0,tampa bay times,2012,8,29,20120829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-33902,0,0,1,san jose mercury news,2012,8,29,20120829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6478,0,0,1,herald-sun,1999,7,28,19990728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21748,0,0,1,st. louis post-dispatch,2006,7,6,20060706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24998,0,0,1,daily news,2007,10,2,20071002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-19906,0,0,1,new york times,2006,4,3,20060403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21740,0,0,1,denver post,2006,7,6,20060706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-19908,0,0,1,new york times,2006,4,3,20060403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21742,0,0,1,denver post,2006,7,6,20060706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40653,0,0,1,st. louis post-dispatch,1994,6,2,19940602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-14369,0,0,1,daily news,2003,9,16,20030916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11841,0,0,1,st. petersburg times,2002,3,29,20020329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27561,0,0,1,washington post,2008,12,9,20081209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-16290,0,0,1,denver post,2004,6,13,20040613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-16293,0,0,1,palm beach post,2004,6,13,20040613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-46,0,0,1,palm beach post,1995,4,15,19950415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26282,0,0,1,washington post,2007,12,6,20071206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-6653,0,0,1,washington post,1999,6,25,19990625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-32057,0,0,1,washington post,2011,10,2,20111002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40380,0,0,1,new york times,1994,8,19,19940819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-10629,0,0,1,denver post,2001,9,14,20010914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-4584,0,0,1,washington post,1997,10,19,19971019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-8047,0,0,1,philadelphia inquirer,2000,4,4,20000404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40389,0,0,1,washington post,1994,8,19,19940819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-37579,0,0,1,palm beach post,1990,4,5,19900405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10620,0,0,1,st. petersburg times,2001,9,16,20010916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-10994,0,0,1,atlanta journal and constitution,2001,11,22,20011122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-34902,0,0,1,new york times,1981,6,8,19810608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-21810,0,0,1,atlanta journal and constitution,2006,6,29,20060629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25489,0,0,1,usa today,2007,11,20,20071120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-25482,0,0,1,washington post,2007,11,22,20071122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25486,0,0,1,st. louis post-dispatch,2007,11,21,20071121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-22106,0,0,1,palm beach post,2006,8,25,20060825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22101,0,1,0,washington post,2006,8,27,20060827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22100,0,0,1,washington post,2006,8,27,20060827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-3680,0,0,1,atlanta journal and constitution,1997,4,23,19970423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-3687,0,0,1,st. petersburg times,1997,4,23,19970423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11860,0,0,1,washington post,2002,3,28,20020328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7454,0,0,1,san jose mercury news,2000,2,17,20000217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11867,0,0,1,san jose mercury news,2002,3,26,20020326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2373,0,1,0,new york times,1996,8,28,19960828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-275,0,1,0,new york times,1995,1,27,19950127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-12105,0,0,1,saint paul pioneer press,2002,7,7,20020707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12107,0,0,1,st. louis post-dispatch,2002,7,7,20020707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12108,0,0,1,washington post,2002,7,7,20020707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-23431,0,0,1,saint paul pioneer press,2007,2,15,20070215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-5689,0,0,1,new york times,1998,11,23,19981123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26153,0,0,1,denver post,2007,12,23,20071223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-9088,0,1,0,herald-sun,2001,4,28,20010428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9082,0,0,1,new york times,2001,4,30,20010430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9080,0,0,1,daily news,2001,4,30,20010430,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-25638,0,0,1,daily news,2007,11,1,20071101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5358,0,0,1,saint paul pioneer press,1998,6,26,19980626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-30378,0,0,1,saint paul pioneer press,2010,9,2,20100902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21101,0,0,1,denver post,2006,6,7,20060607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21106,0,0,1,palm beach post,2006,6,7,20060607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38105,0,0,1,atlanta journal and constitution,1991,3,15,19910315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-24464,0,0,1,washington post,2007,5,23,20070523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-38109,0,0,1,washington post,1991,3,7,19910307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-2882,0,0,1,new york times,1996,10,12,19961012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37269,0,0,1,new york times,1988,11,27,19881127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-21247,0,1,0,washington post,2006,5,28,20060528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21246,0,0,1,st. louis post-dispatch,2006,5,28,20060528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-4337,0,0,1,washington post,1997,12,21,19971221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4335,0,0,1,new york times,1997,12,21,19971221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-4333,0,0,1,denver post,1997,12,21,19971221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-31354,0,0,1,usa today,2011,8,30,20110830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-31422,0,0,1,washington post,2011,8,16,20110816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36431,0,0,1,new york times,1988,5,12,19880512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-1679,0,0,1,st. louis post-dispatch,1996,1,8,19960108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16842,0,0,1,saint paul pioneer press,2005,3,19,20050319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1852,0,0,1,new york times,1996,5,24,19960524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16849,0,0,1,washington post,2005,3,18,20050318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-1674,0,0,1,denver post,1996,1,12,19960112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-29224,0,1,0,washington post,2010,5,30,20100530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-14622,0,0,1,daily news,2003,7,10,20030710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-29736,0,1,0,new york times,2010,7,30,20100730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33485,0,0,1,washington post,2012,6,17,20120617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-33483,0,0,1,tampa bay times,2012,6,17,20120617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24057,0,0,1,st. petersburg times,2007,6,18,20070618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24056,0,0,1,saint paul pioneer press,2007,6,18,20070618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24058,0,0,1,usa today,2007,6,18,20070618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-18995,0,0,1,washington post,2005,12,28,20051228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-4483,0,1,0,atlanta journal and constitution,1997,11,9,19971109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17719,0,0,1,st. louis post-dispatch,2005,9,8,20050908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34287,0,0,1,new york times,1980,10,28,19801028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34284,0,0,1,new york times,1980,10,31,19801031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34282,0,1,0,new york times,1980,11,4,19801104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
