,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-3175,0,0,1,saint paul pioneer press,1995,3,5,19950305,0.085739341,0.173279496,0.740981163,0.009100139,0.990899861
gun_control1.0-3176,0,0,0,philadelphia inquirer,1995,3,3,19950303,0.111661049,0.050446437,0.837892515,0.014907378,0.985092622
gun_control1.0-3177,0,0,0,philadelphia inquirer,1995,3,3,19950303,0.37488974,0.065425474,0.559684786,0.880081989,0.119918011
gun_control1.0-3178,0,0,1,atlanta journal and constitution,1995,3,2,19950302,0.357006745,0.09984757,0.543145684,0.876221486,0.123778514
gun_control1.0-3179,0,0,0,atlanta journal and constitution,1995,3,2,19950302,0.520040315,0.131549888,0.348409797,0.000772575,0.999227425
gun_control1.0-318,0,0,1,new york times,1981,7,27,19810727,0.326512712,0.050154055,0.623333232,0.031895308,0.968104692
gun_control1.0-3180,0,0,1,atlanta journal and constitution,1995,3,2,19950302,0.292041094,0.187903891,0.520055016,0.004334754,0.995665246
gun_control1.0-3181,0,0,0,philadelphia inquirer,1995,3,2,19950302,0.278452153,0.114486513,0.607061333,0.005098097,0.994901903
gun_control1.0-3182,0,0,0,philadelphia inquirer,1995,3,1,19950301,0.165543351,0.140879751,0.693576898,0.009146964,0.990853036
gun_control1.0-3183,0,0,0,atlanta journal and constitution,1995,2,28,19950228,0.285986045,0.120508726,0.593505229,0.005722602,0.994277398
gun_control1.0-3184,0,0,0,atlanta journal and constitution,1995,2,28,19950228,0.179297975,0.128739307,0.691962718,0.000243018,0.999756982
gun_control1.0-3185,0,0,1,atlanta journal and constitution,1995,2,28,19950228,0.133507872,0.06433933,0.802152798,0.476791075,0.523208925
gun_control1.0-3186,0,0,1,st. louis post-dispatch,1995,2,28,19950228,0.537730825,0.09199906,0.370270116,0.008207641,0.991792359
gun_control1.0-3187,0,0,1,usa today,1995,2,28,19950228,0.26386574,0.106168196,0.629966063,0.009536401,0.990463599
gun_control1.0-3188,0,0,0,usa today,1995,2,27,19950227,0.150343557,0.083241032,0.76641541,0.390553356,0.609446644
gun_control1.0-3189,0,0,0,usa today,1995,2,27,19950227,0.627261709,0.066885825,0.305852466,0.91926685,0.08073315
gun_control1.0-319,0,0,1,new york times,1981,7,26,19810726,0.19597144,0.136360112,0.667668448,0.018686847,0.981313153
gun_control1.0-3190,0,0,1,atlanta journal and constitution,1995,2,26,19950226,0.243802161,0.07205687,0.684140969,0.996531566,0.003468434
gun_control1.0-3191,0,0,0,st. louis post-dispatch,1995,2,26,19950226,0.450852099,0.052290183,0.496857718,0.019033926,0.980966074
gun_control1.0-3192,0,0,0,san jose mercury news,1995,2,25,19950225,0.342287972,0.080045486,0.577666542,0.140131559,0.859868441
gun_control1.0-3194,0,0,0,atlanta journal and constitution,1995,2,24,19950224,0.359080922,0.109783817,0.531135261,0.42042426,0.57957574
gun_control1.0-3195,0,0,1,washington post,1995,2,24,19950224,0.229121905,0.213833793,0.557044302,0.000549046,0.999450954
gun_control1.0-3196,0,0,0,atlanta journal and constitution,1995,2,23,19950223,0.281603125,0.133534959,0.584861916,0.89203872,0.10796128
gun_control1.0-3197,0,0,1,saint paul pioneer press,1995,2,23,19950223,0.396202563,0.266934331,0.336863106,0.003230805,0.996769195
gun_control1.0-3198,0,1,0,st. louis post-dispatch,1995,2,23,19950223,0.36739738,0.188694628,0.443907992,0.015446884,0.984553116
gun_control1.0-3199,0,0,0,atlanta journal and constitution,1995,2,22,19950222,0.463614073,0.094489127,0.441896799,0.587380333,0.412619667
gun_control1.0-32,1,0,0,new york times,1973,8,18,19730818,0.329648208,0.250053156,0.420298635,0.711181327,0.288818673
gun_control1.0-320,0,0,1,new york times,1981,7,24,19810724,0.191587342,0.084934764,0.723477894,0.662407076,0.337592924
gun_control1.0-3200,0,0,0,herald-sun,1995,2,22,19950222,0.151533128,0.11264954,0.735817333,0.146699069,0.853300931
gun_control1.0-3201,0,0,0,saint paul pioneer press,1995,2,22,19950222,0.100726902,0.120805416,0.778467682,0.006312096,0.993687904
gun_control1.0-3202,0,1,0,san jose mercury news,1995,2,22,19950222,0.248160148,0.056264184,0.695575668,0.007775904,0.992224096
gun_control1.0-3203,0,0,0,san jose mercury news,1995,2,21,19950221,0.293979191,0.044721685,0.661299124,0.016896459,0.983103541
gun_control1.0-3204,1,0,0,new york times,1995,2,19,19950219,0.30726754,0.175639504,0.517092956,9.01E-05,0.999909911
gun_control1.0-3206,0,0,0,new york times,1995,2,18,19950218,0.219700099,0.059635448,0.720664453,0.004561634,0.995438366
gun_control1.0-3207,0,0,0,atlanta journal and constitution,1995,2,16,19950216,0.417011943,0.097503973,0.485484084,0.312083178,0.687916822
gun_control1.0-3208,1,0,0,atlanta journal and constitution,1995,2,16,19950216,0.299462028,0.052918942,0.64761903,0.999095865,0.000904135
gun_control1.0-3209,0,0,0,atlanta journal and constitution,1995,2,16,19950216,0.417141917,0.110646125,0.472211958,6.87E-05,0.999931326
gun_control1.0-321,0,0,0,new york times,1981,7,12,19810712,0.398459901,0.156892619,0.44464748,0.234583992,0.765416008
gun_control1.0-3210,0,0,1,san jose mercury news,1995,2,16,19950216,0.068648255,0.132087147,0.799264599,0.001795297,0.998204703
gun_control1.0-3211,0,0,0,atlanta journal and constitution,1995,2,15,19950215,0.597811748,0.11508715,0.287101102,0.92421781,0.07578219
gun_control1.0-3212,0,0,1,denver post,1995,2,15,19950215,0.431839883,0.069596011,0.498564106,0.020764064,0.979235936
gun_control1.0-3213,0,0,0,new york times,1995,2,15,19950215,0.106860823,0.044594777,0.848544399,0.003498725,0.996501275
gun_control1.0-3214,0,0,1,philadelphia inquirer,1995,2,15,19950215,0.064776173,0.021938319,0.913285508,0.009330546,0.990669454
gun_control1.0-3215,0,0,0,saint paul pioneer press,1995,2,15,19950215,0.280369281,0.119838912,0.599791807,0.092922378,0.907077622
gun_control1.0-3216,0,0,0,denver post,1995,2,14,19950214,0.500293662,0.305322666,0.194383673,0.176020226,0.823979774
gun_control1.0-3217,0,0,1,new york times,1995,2,14,19950214,0.477472975,0.071490143,0.451036882,0.552750189,0.447249811
gun_control1.0-3218,0,0,1,atlanta journal and constitution,1995,2,12,19950212,0.272884783,0.079083919,0.648031299,0.99425324,0.00574676
gun_control1.0-3219,0,0,0,philadelphia inquirer,1995,2,12,19950212,0.179393661,0.233911145,0.586695194,0.198593564,0.801406436
gun_control1.0-322,0,0,1,new york times,1981,7,4,19810704,0.318232173,0.077029866,0.604737962,0.003608919,0.996391081
gun_control1.0-3220,0,0,1,philadelphia inquirer,1995,2,12,19950212,0.526328015,0.071118095,0.402553889,0.008546653,0.991453347
gun_control1.0-3221,0,0,0,washington post,1995,2,12,19950212,0.365524271,0.097967263,0.536508465,0.904426552,0.095573448
gun_control1.0-3222,0,0,0,denver post,1995,2,11,19950211,0.323599323,0.176745706,0.499654971,0.000284175,0.999715825
gun_control1.0-3223,0,0,0,st. louis post-dispatch,1995,2,11,19950211,0.309643337,0.247369235,0.442987429,0.067302369,0.932697631
gun_control1.0-3225,0,0,1,atlanta journal and constitution,1995,2,9,19950209,0.169343199,0.198350428,0.632306373,0.020580376,0.979419624
gun_control1.0-3226,0,0,0,denver post,1995,2,9,19950209,0.414909449,0.341996749,0.243093803,0.000122159,0.999877841
gun_control1.0-3227,0,0,0,saint paul pioneer press,1995,2,9,19950209,0.336437004,0.053545546,0.610017449,0.034213394,0.965786606
gun_control1.0-3228,0,0,0,denver post,1995,2,8,19950208,0.67196107,0.158217775,0.169821155,0.0014518,0.9985482
gun_control1.0-3229,0,0,0,denver post,1995,2,8,19950208,0.21979153,0.207959398,0.572249072,0.007465866,0.992534134
gun_control1.0-323,0,0,0,new york times,1981,6,29,19810629,0.568799071,0.070911744,0.360289185,0.999686236,0.000313764
gun_control1.0-3230,0,0,0,palm beach post,1995,2,8,19950208,0.167550876,0.095722655,0.736726469,0.995614829,0.004385171
gun_control1.0-3231,0,0,0,st. louis post-dispatch,1995,2,8,19950208,0.21577711,0.194029497,0.590193393,0.009662931,0.990337069
gun_control1.0-3233,0,0,0,denver post,1995,2,7,19950207,0.293241498,0.371747575,0.335010927,0.000392565,0.999607435
gun_control1.0-3234,0,0,0,herald-sun,1995,2,7,19950207,0.121818718,0.039711619,0.838469664,0.969067399,0.030932601
gun_control1.0-3235,0,0,0,st. louis post-dispatch,1995,2,7,19950207,0.428456952,0.045720228,0.525822819,0.990637138,0.009362862
gun_control1.0-3236,0,0,1,herald-sun,1995,2,6,19950206,0.396147465,0.053192712,0.550659823,0.871550297,0.128449703
gun_control1.0-3237,0,0,1,st. louis post-dispatch,1995,2,6,19950206,0.726971546,0.017948624,0.25507983,0.963356502,0.036643498
gun_control1.0-3239,0,0,0,atlanta journal and constitution,1995,2,5,19950205,0.258055643,0.035866666,0.706077691,0.938002888,0.061997112
gun_control1.0-324,0,0,1,new york times,1981,6,17,19810617,0.172414498,0.117288182,0.71029732,0.00103914,0.99896086
gun_control1.0-3240,0,0,1,atlanta journal and constitution,1995,2,5,19950205,0.146742688,0.095346189,0.757911123,0.69248337,0.30751663
gun_control1.0-3241,0,0,1,herald-sun,1995,2,5,19950205,0.402149481,0.059094256,0.538756263,0.991060836,0.008939164
gun_control1.0-3242,1,0,0,saint paul pioneer press,1995,2,4,19950204,0.3063179,0.194938585,0.498743515,0.034679836,0.965320164
gun_control1.0-3243,0,0,1,san jose mercury news,1995,2,2,19950202,0.473013058,0.18339769,0.343589252,0.038172958,0.961827042
gun_control1.0-3244,0,0,0,san jose mercury news,1995,2,2,19950202,0.344190561,0.12781946,0.527989979,0.003160438,0.996839562
gun_control1.0-3245,0,0,1,philadelphia inquirer,1995,2,1,19950201,0.094710138,0.064277792,0.841012069,0.505142179,0.494857821
gun_control1.0-3246,0,0,0,saint paul pioneer press,1995,2,1,19950201,0.238999912,0.343505589,0.417494499,0.005140435,0.994859565
gun_control1.0-3247,0,0,0,usa today,1995,2,1,19950201,0.159427962,0.250194445,0.590377593,0.013552924,0.986447076
gun_control1.0-3248,0,0,0,usa today,1995,1,31,19950131,0.125105958,0.063062432,0.811831611,0.948590325,0.051409675
gun_control1.0-3249,0,0,1,usa today,1995,1,31,19950131,0.572155954,0.050695494,0.377148552,0.947395237,0.052604763
gun_control1.0-325,0,0,0,new york times,1981,6,17,19810617,0.1219156,0.104479309,0.773605091,0.03025509,0.96974491
gun_control1.0-3250,0,0,0,new york times,1995,1,30,19950130,0.104167541,0.114698238,0.78113422,0.891183106,0.108816894
gun_control1.0-3251,0,0,1,saint paul pioneer press,1995,1,29,19950129,0.262069325,0.238557452,0.499373223,0.00127943,0.99872057
gun_control1.0-3252,0,0,1,san jose mercury news,1995,1,29,19950129,0.306950761,0.113480776,0.579568463,0.056922074,0.943077926
gun_control1.0-3254,0,0,0,new york times,1995,1,28,19950128,0.179428885,0.248798766,0.571772349,0.003134374,0.996865626
gun_control1.0-3255,0,0,1,san jose mercury news,1995,1,28,19950128,0.44095079,0.425002454,0.134046756,0.064699116,0.935300884
gun_control1.0-3256,0,0,0,denver post,1995,1,27,19950127,0.295866525,0.407165192,0.296968283,0.001613065,0.998386935
gun_control1.0-3257,0,0,0,philadelphia inquirer,1995,1,27,19950127,0.097844803,0.141631679,0.760523518,0.008276788,0.991723212
gun_control1.0-3258,0,0,0,philadelphia inquirer,1995,1,27,19950127,0.36160555,0.173443909,0.464950542,0.001957278,0.998042722
gun_control1.0-3259,0,0,0,saint paul pioneer press,1995,1,27,19950127,0.10495649,0.117403393,0.777640117,0.784627237,0.215372763
gun_control1.0-326,0,0,0,new york times,1981,6,16,19810616,0.136472052,0.176943205,0.686584744,0.005700465,0.994299535
gun_control1.0-3260,0,0,0,atlanta journal and constitution,1995,1,26,19950126,0.339061589,0.110893309,0.550045102,0.005310646,0.994689354
gun_control1.0-3261,0,0,0,atlanta journal and constitution,1995,1,26,19950126,0.117882542,0.116558315,0.765559143,0.957002465,0.042997535
gun_control1.0-3262,0,0,0,new york times,1995,1,26,19950126,0.195085539,0.338876344,0.466038118,0.003951132,0.996048868
gun_control1.0-3263,0,0,0,philadelphia inquirer,1995,1,26,19950126,0.237613486,0.223064042,0.539322473,0.000279638,0.999720362
gun_control1.0-3264,0,0,0,san jose mercury news,1995,1,26,19950126,0.303845266,0.044988928,0.651165806,0.926300976,0.073699024
gun_control1.0-3265,0,0,0,san jose mercury news,1995,1,26,19950126,0.447012399,0.054825268,0.498162334,0.370371636,0.629628364
gun_control1.0-3267,0,0,1,st. louis post-dispatch,1995,1,26,19950126,0.200392147,0.24527489,0.554332963,0.02570139,0.97429861
gun_control1.0-3268,0,0,1,philadelphia inquirer,1995,1,24,19950124,0.156310919,0.102206684,0.741482397,0.004723562,0.995276438
gun_control1.0-3269,0,0,0,denver post,1995,1,22,19950122,0.30051673,0.139296009,0.560187261,0.039789989,0.960210011
gun_control1.0-327,0,0,0,new york times,1981,6,13,19810613,0.172499887,0.122565362,0.70493475,0.887329411,0.112670589
gun_control1.0-3270,0,0,0,saint paul pioneer press,1995,1,22,19950122,0.189009707,0.083431726,0.727558567,0.012975343,0.987024657
gun_control1.0-3271,0,0,0,atlanta journal and constitution,1995,1,21,19950121,0.240301553,0.071640769,0.688057678,0.088491623,0.911508377
gun_control1.0-3272,0,0,0,denver post,1995,1,20,19950120,0.223908126,0.13984323,0.636248644,0.024014497,0.975985503
gun_control1.0-3273,0,1,0,new york times,1995,1,20,19950120,0.143499743,0.251062551,0.605437706,0.024378466,0.975621534
gun_control1.0-3274,0,0,0,san jose mercury news,1995,1,20,19950120,0.208586216,0.052222942,0.739190842,0.941723367,0.058276633
gun_control1.0-3275,0,0,1,san jose mercury news,1995,1,19,19950119,0.702075802,0.168351034,0.129573164,1.85E-05,0.999981547
gun_control1.0-3276,0,0,1,san jose mercury news,1995,1,18,19950118,0.411492227,0.175167758,0.413340015,0.004311113,0.995688887
gun_control1.0-3277,0,0,1,san jose mercury news,1995,1,18,19950118,0.545940202,0.159753762,0.294306036,0.242169808,0.757830192
gun_control1.0-3278,0,0,1,palm beach post,1995,1,16,19950116,0.244768942,0.14044051,0.614790548,0.635711553,0.364288447
gun_control1.0-3279,0,0,0,saint paul pioneer press,1995,1,15,19950115,0.123208001,0.176774476,0.700017523,0.005180495,0.994819505
gun_control1.0-328,0,0,1,new york times,1981,6,11,19810611,0.180042134,0.048123807,0.771834058,0.082683139,0.917316861
gun_control1.0-3280,0,0,1,san jose mercury news,1995,1,15,19950115,0.160577435,0.075733029,0.763689536,0.000503157,0.999496843
gun_control1.0-3282,0,0,0,atlanta journal and constitution,1995,1,12,19950112,0.108438942,0.033788903,0.857772155,0.967335236,0.032664764
gun_control1.0-3283,0,0,0,usa today,1995,1,12,19950112,0.409432005,0.113110482,0.477457512,0.960212236,0.039787764
gun_control1.0-3284,0,0,0,san jose mercury news,1995,1,11,19950111,0.480701599,0.235306721,0.283991681,0.128635572,0.871364428
gun_control1.0-3285,0,0,0,atlanta journal and constitution,1995,1,10,19950110,0.185814,0.269348813,0.544837187,0.000345193,0.999654807
gun_control1.0-3286,1,0,0,atlanta journal and constitution,1995,1,9,19950109,0.560915424,0.13552973,0.303554846,0.992514234,0.007485766
gun_control1.0-3287,0,0,0,san jose mercury news,1995,1,6,19950106,0.373180134,0.100728846,0.526091021,0.252953031,0.747046969
gun_control1.0-3288,0,0,0,saint paul pioneer press,1995,1,5,19950105,0.2642843,0.043692677,0.692023023,0.034765103,0.965234897
gun_control1.0-3289,0,0,0,san jose mercury news,1995,1,5,19950105,0.624710252,0.103294028,0.271995719,0.023847237,0.976152763
gun_control1.0-329,0,0,0,new york times,1981,6,10,19810610,0.247467035,0.139553557,0.612979408,0.003667878,0.996332122
gun_control1.0-3290,0,0,1,herald-sun,1995,1,1,19950101,0.504418498,0.07756436,0.418017142,0.672759258,0.327240742
gun_control1.0-3291,0,0,1,new york times,1994,12,31,19941231,0.25978861,0.07372223,0.666489161,0.986810955,0.013189045
gun_control1.0-3292,0,1,0,san jose mercury news,1994,12,29,19941229,0.294370598,0.16417968,0.541449722,0.000384488,0.999615512
gun_control1.0-3293,0,0,1,usa today,1994,12,29,19941229,0.204836101,0.122217287,0.672946612,0.020764176,0.979235824
gun_control1.0-3294,0,1,0,new york times,1994,12,28,19941228,0.184081642,0.185911975,0.630006383,0.001993339,0.998006661
gun_control1.0-3295,0,0,1,san jose mercury news,1994,12,28,19941228,0.24256794,0.111052727,0.646379333,0.029674002,0.970325998
gun_control1.0-3296,0,0,0,usa today,1994,12,28,19941228,0.134844504,0.11133494,0.753820555,0.003104834,0.996895166
gun_control1.0-3297,0,0,0,usa today,1994,12,28,19941228,0.172801887,0.240518372,0.586679741,0.02076215,0.97923785
gun_control1.0-3298,0,0,0,usa today,1994,12,28,19941228,0.487778147,0.123342148,0.388879705,0.425485641,0.574514359
gun_control1.0-3299,0,0,1,usa today,1994,12,28,19941228,0.063324856,0.1604277,0.776247444,0.776422627,0.223577373
gun_control1.0-33,1,0,0,new york times,1973,8,16,19730816,0.185303957,0.230856901,0.583839142,0.286214129,0.713785871
gun_control1.0-330,0,0,0,new york times,1981,6,7,19810607,0.224915032,0.149255504,0.625829463,0.947132965,0.052867035
gun_control1.0-3300,0,0,0,usa today,1994,12,28,19941228,0.502075668,0.079456181,0.418468152,0.933262715,0.066737285
gun_control1.0-3301,0,0,1,usa today,1994,12,28,19941228,0.236560424,0.308040837,0.455398739,0.040962026,0.959037974
gun_control1.0-3302,0,0,1,new york times,1994,12,27,19941227,0.304191761,0.097928165,0.597880074,0.997617312,0.002382688
gun_control1.0-3303,0,0,1,usa today,1994,12,27,19941227,0.185150003,0.126873115,0.687976881,0.052751013,0.947248987
gun_control1.0-3304,0,0,1,san jose mercury news,1994,12,25,19941225,0.119188015,0.063395089,0.817416896,0.995516445,0.004483555
gun_control1.0-3305,0,0,0,new york times,1994,12,21,19941221,0.397733942,0.088455385,0.513810674,0.939595397,0.060404603
gun_control1.0-3306,0,0,0,denver post,1994,12,20,19941220,0.159780492,0.25580724,0.584412268,0.047586454,0.952413546
gun_control1.0-3307,0,0,0,new york times,1994,12,20,19941220,0.211434237,0.024978181,0.763587582,0.998526465,0.001473535
gun_control1.0-3308,0,0,0,new york times,1994,12,18,19941218,0.339505143,0.138093009,0.522401849,0.46365407,0.53634593
gun_control1.0-3309,0,0,1,philadelphia inquirer,1994,12,18,19941218,0.3694821,0.159590049,0.470927851,0.047441192,0.952558808
gun_control1.0-331,0,1,0,new york times,1981,6,7,19810607,0.256952441,0.121945073,0.621102486,0.715580471,0.284419529
gun_control1.0-3310,0,0,1,denver post,1994,12,16,19941216,0.147314182,0.075157661,0.777528158,0.070257053,0.929742947
gun_control1.0-3311,0,0,0,palm beach post,1994,12,15,19941215,0.344022242,0.017790555,0.638187203,0.997971919,0.002028081
gun_control1.0-3312,0,0,1,atlanta journal and constitution,1994,12,13,19941213,0.079155867,0.058352902,0.862491231,0.976077749,0.023922251
gun_control1.0-3313,0,0,0,denver post,1994,12,9,19941209,0.416563324,0.135750075,0.447686601,0.006088498,0.993911502
gun_control1.0-3314,0,0,0,san jose mercury news,1994,12,5,19941205,0.324936381,0.178972177,0.496091442,0.040267762,0.959732238
gun_control1.0-3315,1,0,0,san jose mercury news,1994,12,1,19941201,0.356720524,0.099053801,0.544225674,0.09333745,0.90666255
gun_control1.0-3316,0,0,0,washington post,1994,12,1,19941201,0.318832347,0.117605222,0.563562431,0.003066492,0.996933508
gun_control1.0-3317,0,0,0,usa today,1994,11,30,19941130,0.188260108,0.122627404,0.689112488,0.841350934,0.158649066
gun_control1.0-3318,1,0,0,washington post,1994,11,29,19941129,0.385227587,0.101942806,0.512829607,0.343842977,0.656157023
gun_control1.0-3319,0,0,1,philadelphia inquirer,1994,11,23,19941123,0.29869766,0.276780113,0.424522228,0.037234542,0.962765458
gun_control1.0-332,0,0,0,new york times,1981,6,7,19810607,0.29308772,0.132769962,0.574142318,0.492626615,0.507373385
gun_control1.0-3320,0,0,0,philadelphia inquirer,1994,11,23,19941123,0.424066998,0.028640508,0.547292493,0.003527413,0.996472587
gun_control1.0-3321,0,0,0,philadelphia inquirer,1994,11,22,19941122,0.115896216,0.091744772,0.792359011,0.82604116,0.17395884
gun_control1.0-3322,0,0,1,san jose mercury news,1994,11,22,19941122,0.706956743,0.12496006,0.168083197,0.010693694,0.989306306
gun_control1.0-3323,0,0,0,philadelphia inquirer,1994,11,21,19941121,0.300267704,0.245155553,0.454576742,0.004059997,0.995940003
gun_control1.0-3324,0,0,0,new york times,1994,11,20,19941120,0.135784896,0.042137728,0.822077376,0.199336717,0.800663283
gun_control1.0-3325,0,0,1,new york times,1994,11,20,19941120,0.311555275,0.074199301,0.614245424,0.070344722,0.929655278
gun_control1.0-3326,0,0,0,palm beach post,1994,11,18,19941118,0.340929734,0.052475788,0.606594478,0.819459717,0.180540283
gun_control1.0-3327,0,0,1,philadelphia inquirer,1994,11,16,19941116,0.412003751,0.090994998,0.497001251,5.45E-05,0.999945495
gun_control1.0-3328,0,0,1,san jose mercury news,1994,11,16,19941116,0.10270442,0.347933589,0.549361991,0.972178279,0.027821721
gun_control1.0-3329,0,0,0,san jose mercury news,1994,11,15,19941115,0.218703278,0.141672571,0.639624152,0.000641096,0.999358904
gun_control1.0-333,0,0,0,new york times,1981,5,31,19810531,0.073608676,0.149310232,0.777081092,0.01421696,0.98578304
gun_control1.0-3330,0,0,1,usa today,1994,11,15,19941115,0.065852691,0.042780014,0.891367295,0.94936897,0.05063103
gun_control1.0-3331,0,0,1,new york times,1994,11,14,19941114,0.518793513,0.186965761,0.294240726,0.102352101,0.897647899
gun_control1.0-3332,0,0,0,philadelphia inquirer,1994,11,14,19941114,0.207926356,0.238366382,0.553707262,0.005382959,0.994617041
gun_control1.0-3333,0,0,0,philadelphia inquirer,1994,11,11,19941111,0.069925458,0.029275289,0.900799252,0.474119039,0.525880961
gun_control1.0-3334,0,0,0,denver post,1994,11,10,19941110,0.202840662,0.080416041,0.716743296,0.00107562,0.99892438
gun_control1.0-3335,0,0,0,philadelphia inquirer,1994,11,10,19941110,0.078695914,0.052754822,0.868549264,0.001753143,0.998246857
gun_control1.0-3337,0,0,0,atlanta journal and constitution,1994,11,9,19941109,0.245469977,0.093259696,0.661270327,0.007125401,0.992874599
gun_control1.0-3338,0,0,1,philadelphia inquirer,1994,11,9,19941109,0.207856938,0.176602063,0.615540999,0.00055033,0.99944967
gun_control1.0-334,0,1,0,new york times,1981,5,29,19810529,0.176639735,0.147063573,0.676296692,0.056630047,0.943369953
gun_control1.0-3340,1,0,0,washington post,1994,11,9,19941109,0.267470744,0.074337323,0.658191933,0.046032532,0.953967468
gun_control1.0-3341,0,0,1,washington post,1994,11,7,19941107,0.504990602,0.062868144,0.432141254,0.998548152,0.001451848
gun_control1.0-3342,0,0,0,atlanta journal and constitution,1994,11,6,19941106,0.245941669,0.103074415,0.650983916,0.819408861,0.180591139
gun_control1.0-3343,0,0,1,atlanta journal and constitution,1994,11,6,19941106,0.282737834,0.086693283,0.630568884,0.597934225,0.402065775
gun_control1.0-3344,0,0,1,new york times,1994,11,6,19941106,0.417578163,0.130334278,0.45208756,0.175723201,0.824276799
gun_control1.0-3345,0,0,0,san jose mercury news,1994,11,4,19941104,0.301553362,0.055676313,0.642770324,0.71089896,0.28910104
gun_control1.0-3346,0,0,1,usa today,1994,11,3,19941103,0.310423241,0.291636595,0.397940163,0.001898262,0.998101738
gun_control1.0-3347,0,0,0,atlanta journal and constitution,1994,11,2,19941102,0.31129531,0.101386629,0.587318061,0.70626074,0.29373926
gun_control1.0-3348,1,0,0,new york times,1994,11,2,19941102,0.366061439,0.048306708,0.585631853,0.007034101,0.992965899
gun_control1.0-3349,0,0,0,san jose mercury news,1994,11,2,19941102,0.194255022,0.060897832,0.744847146,0.000259275,0.999740725
gun_control1.0-335,0,0,1,new york times,1981,5,28,19810528,0.141387172,0.138935968,0.71967686,0.000201895,0.999798105
gun_control1.0-3350,0,0,0,atlanta journal and constitution,1994,11,1,19941101,0.181489033,0.121452975,0.697057992,5.19E-05,0.999948067
gun_control1.0-3351,0,0,1,denver post,1994,11,1,19941101,0.300722006,0.141859187,0.557418807,0.215713565,0.784286435
gun_control1.0-3352,0,0,1,philadelphia inquirer,1994,11,1,19941101,0.175622921,0.048862812,0.775514267,0.935680464,0.064319536
gun_control1.0-3353,0,0,0,st. louis post-dispatch,1994,11,1,19941101,0.154350479,0.252918275,0.592731247,0.000846489,0.999153511
gun_control1.0-3354,0,0,1,philadelphia inquirer,1994,10,31,19941031,0.293835642,0.257835772,0.448328585,0.021721078,0.978278922
gun_control1.0-3355,0,0,0,san jose mercury news,1994,10,31,19941031,0.157804274,0.149505102,0.692690624,0.150829838,0.849170162
gun_control1.0-3356,0,0,0,usa today,1994,10,31,19941031,0.091703043,0.033221305,0.875075652,0.997571828,0.002428172
gun_control1.0-3357,1,0,0,philadelphia inquirer,1994,10,28,19941028,0.130712925,0.206724243,0.662562833,0.000484558,0.999515442
gun_control1.0-336,0,0,1,new york times,1981,5,18,19810518,0.54570331,0.047089351,0.407207339,0.997707246,0.002292754
gun_control1.0-3362,1,0,0,atlanta journal and constitution,1994,10,27,19941027,0.295987764,0.087061961,0.616950275,0.995467957,0.004532043
gun_control1.0-3363,1,0,0,atlanta journal and constitution,1994,10,27,19941027,0.457601157,0.105133844,0.437264999,0.980617539,0.019382461
gun_control1.0-3365,0,0,0,new york times,1994,10,27,19941027,0.285029529,0.103943057,0.611027414,0.124961065,0.875038935
gun_control1.0-3366,0,0,0,new york times,1994,10,27,19941027,0.146837477,0.307041561,0.546120961,0.048627128,0.951372872
gun_control1.0-3367,0,0,0,usa today,1994,10,27,19941027,0.376760513,0.065225041,0.558014446,0.998195613,0.001804387
gun_control1.0-3368,0,0,1,philadelphia inquirer,1994,10,25,19941025,0.104690327,0.16627239,0.729037283,0.000563036,0.999436964
gun_control1.0-3369,0,0,0,st. louis post-dispatch,1994,10,25,19941025,0.048944721,0.052216275,0.898839005,0.00072009,0.99927991
gun_control1.0-337,0,1,0,new york times,1981,5,18,19810518,0.333327467,0.152535556,0.514136976,0.025371234,0.974628766
gun_control1.0-3370,1,0,0,new york times,1994,10,23,19941023,0.419972062,0.237581425,0.342446512,0.055077889,0.944922111
gun_control1.0-3371,0,0,0,new york times,1994,10,22,19941022,0.261501399,0.097930895,0.640567706,0.790326015,0.209673985
gun_control1.0-3373,0,0,1,san jose mercury news,1994,10,21,19941021,0.180346676,0.253426853,0.56622647,0.005495617,0.994504383
gun_control1.0-3375,0,0,1,atlanta journal and constitution,1994,10,20,19941020,0.216320333,0.204085822,0.579593845,0.00137138,0.99862862
gun_control1.0-3376,0,0,1,atlanta journal and constitution,1994,10,20,19941020,0.227777135,0.056067081,0.716155783,0.009298082,0.990701918
gun_control1.0-3377,0,0,1,atlanta journal and constitution,1994,10,20,19941020,0.370275112,0.073932664,0.555792224,0.017984285,0.982015715
gun_control1.0-3378,0,0,1,san jose mercury news,1994,10,20,19941020,0.384221672,0.114557582,0.501220745,0.004883743,0.995116257
gun_control1.0-3379,0,0,0,philadelphia inquirer,1994,10,19,19941019,0.299739016,0.037340059,0.662920925,0.58612824,0.41387176
gun_control1.0-338,0,0,1,new york times,1981,5,17,19810517,0.092869617,0.150594752,0.756535631,0.010283862,0.989716138
gun_control1.0-3380,0,0,0,philadelphia inquirer,1994,10,18,19941018,0.092965216,0.086304721,0.820730063,0.26374013,0.73625987
gun_control1.0-3381,0,0,0,new york times,1994,10,16,19941016,0.434613968,0.085607257,0.479778775,0.0107239,0.9892761
