,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
same-sex_marriage1.0-9763,0,1,0,denver post,1994,4,8,19940408,4
same-sex_marriage1.0-9760,0,1,0,atlanta journal and constitution,1994,4,22,19940422,4
same-sex_marriage1.0-4446,0,0,1,new york times,2007,6,19,20070619,3
same-sex_marriage1.0-4117,0,0,1,new york times,2006,10,29,20061029,4
same-sex_marriage1.0-4442,0,0,1,new york times,2007,6,20,20070620,12
same-sex_marriage1.0-9359,0,0,1,palm beach post,1990,11,27,19901127,4
same-sex_marriage1.0-4276,0,0,1,denver post,2006,7,13,20060713,4
same-sex_marriage1.0-4270,0,0,1,new york times,2006,7,15,20060715,4
same-sex_marriage1.0-2019,0,0,1,saint paul pioneer press,2004,9,8,20040908,6
same-sex_marriage1.0-101,0,1,0,palm beach post,2001,12,26,20011226,8
same-sex_marriage1.0-10576,0,0,1,atlanta journal and constitution,1997,6,16,19970616,2
same-sex_marriage1.0-105,0,0,1,washington post,2001,12,10,20011210,8
same-sex_marriage1.0-10579,0,0,1,denver post,1997,6,9,19970609,12
same-sex_marriage1.0-5278,0,0,1,washington post,2008,3,15,20080315,12
same-sex_marriage1.0-5273,0,0,1,philadelphia inquirer,2008,3,19,20080319,5
same-sex_marriage1.0-5274,0,0,1,philadelphia inquirer,2008,3,18,20080318,12
same-sex_marriage1.0-10163,0,0,1,new york times,1996,6,2,19960602,12
same-sex_marriage1.0-10167,0,0,1,herald-sun,1996,5,31,19960531,12
same-sex_marriage1.0-10168,0,0,1,new york times,1996,5,31,19960531,12
same-sex_marriage1.0-4498,0,0,1,new york times,2007,4,13,20070413,12
same-sex_marriage1.0-9979,0,0,1,washington post,1996,9,29,19960929,11
same-sex_marriage1.0-9972,0,1,0,new york times,1996,10,7,19961007,12
same-sex_marriage1.0-9373,0,0,1,palm beach post,1990,11,9,19901109,4
same-sex_marriage1.0-3051,0,0,1,st. louis post-dispatch,2005,1,16,20050116,9
same-sex_marriage1.0-8002,0,0,1,washington post,2012,1,29,20120129,11
same-sex_marriage1.0-8004,0,0,1,washington post,2012,1,29,20120129,2
same-sex_marriage1.0-8007,0,0,1,washington post,2012,1,28,20120128,12
same-sex_marriage1.0-8009,0,0,1,new york times,2012,1,27,20120127,12
same-sex_marriage1.0-3728,0,0,1,new york times,2008,11,15,20081115,2
same-sex_marriage1.0-816,0,0,1,atlanta journal and constitution,2004,2,25,20040225,2
same-sex_marriage1.0-2892,0,0,1,washington post,2005,4,21,20050421,12
same-sex_marriage1.0-7607,0,0,1,denver post,2012,2,9,20120209,12
same-sex_marriage1.0-2896,0,0,1,new york times,2005,4,15,20050415,4
same-sex_marriage1.0-2897,0,0,1,philadelphia inquirer,2005,4,15,20050415,4
same-sex_marriage1.0-2898,0,0,1,saint paul pioneer press,2005,4,15,20050415,4
same-sex_marriage1.0-7609,0,0,1,new york times,2012,2,9,20120209,12
same-sex_marriage1.0-2239,0,0,1,new york times,2004,7,14,20040714,12
same-sex_marriage1.0-3946,0,0,1,washington post,2008,7,4,20080704,11
same-sex_marriage1.0-3940,0,0,1,san jose mercury news,2008,7,12,20080712,4
same-sex_marriage1.0-3942,0,0,1,saint paul pioneer press,2008,7,8,20080708,9
same-sex_marriage1.0-3949,0,0,1,washington post,2008,7,3,20080703,12
same-sex_marriage1.0-3948,0,0,1,san jose mercury news,2008,7,3,20080703,12
same-sex_marriage1.0-1762,0,0,1,philadelphia inquirer,2004,5,18,20040518,11
same-sex_marriage1.0-1769,0,0,1,st. petersburg times,2004,5,18,20040518,9
same-sex_marriage1.0-62,0,0,1,new york times,2002,6,14,20020614,4
same-sex_marriage1.0-6558,0,0,1,san jose mercury news,2010,1,23,20100123,2
same-sex_marriage1.0-10768,0,0,1,new york times,2000,7,2,20000702,2
same-sex_marriage1.0-10769,0,0,1,philadelphia inquirer,2000,7,2,20000702,4
same-sex_marriage1.0-10766,0,0,1,denver post,2000,7,2,20000702,4
same-sex_marriage1.0-10764,0,0,1,saint paul pioneer press,2000,7,6,20000706,2
same-sex_marriage1.0-10765,0,0,1,washington post,2000,7,3,20000703,4
same-sex_marriage1.0-10762,0,0,1,denver post,2000,7,8,20000708,2
same-sex_marriage1.0-1819,0,1,0,new york times,2004,5,13,20040513,13
same-sex_marriage1.0-1818,0,0,1,new york times,2004,5,13,20040513,2
same-sex_marriage1.0-1542,0,0,1,daily news,2004,3,3,20040303,6
same-sex_marriage1.0-6267,0,0,1,new york times,2010,8,29,20100829,2
same-sex_marriage1.0-6266,0,1,0,philadelphia inquirer,2010,9,4,20100904,10
same-sex_marriage1.0-6003,0,0,1,san jose mercury news,2009,11,30,20091130,11
same-sex_marriage1.0-6550,0,0,1,new york times,2010,1,26,20100126,4
same-sex_marriage1.0-6553,0,0,1,san jose mercury news,2010,1,25,20100125,4
same-sex_marriage1.0-8392,0,0,1,atlanta journal and constitution,2012,5,10,20120510,11
same-sex_marriage1.0-5191,0,0,1,san jose mercury news,2008,5,22,20080522,12
same-sex_marriage1.0-8399,0,0,1,denver post,2012,5,10,20120510,12
same-sex_marriage1.0-6554,0,0,1,washington post,2010,1,25,20100125,3
same-sex_marriage1.0-5514,0,0,1,new york times,2008,10,11,20081011,4
same-sex_marriage1.0-5516,0,0,1,washington post,2008,10,11,20081011,4
same-sex_marriage1.0-5511,0,0,1,new york times,2008,10,12,20081012,2
same-sex_marriage1.0-119,0,0,1,washington post,2001,10,15,20011015,5
same-sex_marriage1.0-116,0,0,1,new york times,2001,10,16,20011016,12
same-sex_marriage1.0-111,0,0,1,washington post,2001,11,8,20011108,12
same-sex_marriage1.0-2995,0,0,1,new york times,2005,2,8,20050208,4
same-sex_marriage1.0-3340,0,1,0,washington post,2006,2,10,20060210,12
same-sex_marriage1.0-2990,0,1,0,daily news,2005,2,9,20050209,4
same-sex_marriage1.0-4397,0,0,1,san jose mercury news,2007,8,10,20070810,12
same-sex_marriage1.0-4391,0,0,1,washington post,2007,8,19,20070819,2
same-sex_marriage1.0-4642,0,0,1,new york times,2011,6,27,20110627,5
same-sex_marriage1.0-4398,0,1,0,st. louis post-dispatch,2007,8,10,20070810,3
same-sex_marriage1.0-4649,0,0,1,usa today,2011,6,27,20110627,11
same-sex_marriage1.0-4648,0,0,1,st. louis post-dispatch,2011,6,27,20110627,11
same-sex_marriage1.0-4023,0,0,1,washington post,2006,11,30,20061130,9
same-sex_marriage1.0-4021,0,0,1,washington post,2006,11,30,20061130,4
same-sex_marriage1.0-4026,0,0,1,washington post,2006,11,29,20061129,13
same-sex_marriage1.0-2398,0,0,1,atlanta journal and constitution,2004,11,10,20041110,11
same-sex_marriage1.0-2391,0,0,1,st. petersburg times,2004,11,14,20041114,2
same-sex_marriage1.0-2397,0,0,1,atlanta journal and constitution,2004,11,11,20041111,9
same-sex_marriage1.0-2394,0,0,1,st. petersburg times,2004,11,13,20041113,12
same-sex_marriage1.0-3558,0,0,1,san jose mercury news,2008,5,16,20080516,9
same-sex_marriage1.0-3553,0,0,1,atlanta journal and constitution,2008,5,16,20080516,4
same-sex_marriage1.0-8946,0,0,1,washington post,2012,10,31,20121031,11
same-sex_marriage1.0-3551,0,0,1,san jose mercury news,2008,5,17,20080517,2
same-sex_marriage1.0-8940,0,0,1,new york times,2012,10,31,20121031,11
same-sex_marriage1.0-10957,0,0,1,st. louis post-dispatch,2000,2,25,20000225,2
same-sex_marriage1.0-6896,0,0,1,usa today,2011,5,6,20110506,12
same-sex_marriage1.0-6891,0,0,1,new york times,2011,5,7,20110507,12
same-sex_marriage1.0-7748,0,0,1,washington post,2012,4,24,20120424,12
same-sex_marriage1.0-7419,0,0,1,herald-sun,2012,4,22,20120422,5
same-sex_marriage1.0-7415,0,0,1,new york times,2012,4,26,20120426,11
same-sex_marriage1.0-2172,0,0,1,new york times,2004,7,23,20040723,12
same-sex_marriage1.0-10959,0,0,1,denver post,2000,2,23,20000223,12
same-sex_marriage1.0-10958,0,0,1,saint paul pioneer press,2000,2,24,20000224,4
same-sex_marriage1.0-6096,0,0,1,washington post,2009,10,9,20091009,12
same-sex_marriage1.0-6098,0,0,1,saint paul pioneer press,2009,10,8,20091008,4
same-sex_marriage1.0-329,0,0,1,new york times,2003,11,21,20031121,10
same-sex_marriage1.0-320,0,0,1,washington post,2003,11,23,20031123,4
same-sex_marriage1.0-323,0,0,1,atlanta journal and constitution,2003,11,21,20031121,12
same-sex_marriage1.0-322,0,0,1,san jose mercury news,2003,11,22,20031122,2
same-sex_marriage1.0-324,0,0,1,denver post,2003,11,21,20031121,4
same-sex_marriage1.0-11007,0,0,1,san jose mercury news,1999,12,30,19991230,4
same-sex_marriage1.0-11000,0,0,1,atlanta journal and constitution,2000,1,10,20000110,8
same-sex_marriage1.0-1154,0,0,1,st. louis post-dispatch,2004,1,21,20040121,12
same-sex_marriage1.0-1157,0,0,1,st. louis post-dispatch,2004,1,17,20040117,2
same-sex_marriage1.0-1158,0,0,1,new york times,2004,1,15,20040115,12
same-sex_marriage1.0-9704,0,0,1,new york times,1995,3,15,19950315,12
same-sex_marriage1.0-9707,0,0,1,denver post,1995,2,12,19950212,4
same-sex_marriage1.0-9700,0,0,1,atlanta journal and constitution,1995,3,20,19950320,4
same-sex_marriage1.0-9702,0,0,1,atlanta journal and constitution,1995,3,16,19950316,12
same-sex_marriage1.0-2195,0,0,1,washington post,2004,7,18,20040718,9
same-sex_marriage1.0-2197,0,0,1,washington post,2004,7,18,20040718,12
same-sex_marriage1.0-4255,0,0,1,st. petersburg times,2006,7,23,20060723,12
same-sex_marriage1.0-4256,0,0,1,new york times,2006,7,22,20060722,9
same-sex_marriage1.0-4252,0,0,1,palm beach post,2006,7,25,20060725,2
same-sex_marriage1.0-10511,0,0,1,philadelphia inquirer,1997,11,21,19971121,12
same-sex_marriage1.0-5709,0,0,1,san jose mercury news,2009,5,26,20090526,4
same-sex_marriage1.0-5708,0,0,1,new york times,2009,5,26,20090526,4
same-sex_marriage1.0-5253,0,0,1,palm beach post,2008,4,18,20080418,2
same-sex_marriage1.0-9956,0,1,0,san jose mercury news,1996,11,9,19961109,5
same-sex_marriage1.0-8027,0,0,1,philadelphia inquirer,2012,1,22,20120122,12
same-sex_marriage1.0-3706,0,0,1,st. petersburg times,2008,11,21,20081121,11
same-sex_marriage1.0-8025,0,0,1,saint paul pioneer press,2012,1,23,20120123,12
same-sex_marriage1.0-3703,0,0,1,new york times,2008,11,21,20081121,4
same-sex_marriage1.0-3702,0,0,1,new york times,2008,11,22,20081122,2
same-sex_marriage1.0-3708,0,0,1,usa today,2008,11,21,20081121,12
same-sex_marriage1.0-7626,0,0,1,new york times,2012,2,8,20120208,4
same-sex_marriage1.0-3969,0,0,1,philadelphia inquirer,2006,12,21,20061221,12
same-sex_marriage1.0-3968,0,0,1,new york times,2006,12,21,20061221,4
same-sex_marriage1.0-3965,0,0,1,philadelphia inquirer,2006,12,22,20061222,12
same-sex_marriage1.0-9302,0,0,1,washington post,2012,10,13,20121013,3
same-sex_marriage1.0-87,0,0,1,new york times,2002,2,12,20020212,12
same-sex_marriage1.0-86,0,0,1,saint paul pioneer press,2002,2,14,20020214,12
same-sex_marriage1.0-84,0,0,1,san jose mercury news,2002,3,7,20020307,8
same-sex_marriage1.0-83,0,0,1,st. louis post-dispatch,2002,3,15,20020315,12
same-sex_marriage1.0-80,0,0,1,saint paul pioneer press,2002,3,20,20020320,8
same-sex_marriage1.0-1709,0,1,0,new york times,2004,5,23,20040523,5
same-sex_marriage1.0-1705,0,0,1,st. louis post-dispatch,2004,5,24,20040524,5
same-sex_marriage1.0-1704,0,0,1,san jose mercury news,2004,5,24,20040524,4
same-sex_marriage1.0-1701,0,1,0,st. louis post-dispatch,2004,5,25,20040525,12
same-sex_marriage1.0-1702,0,0,1,washington post,2004,5,25,20040525,4
same-sex_marriage1.0-2618,0,0,1,denver post,2005,11,17,20051117,12
same-sex_marriage1.0-8624,0,0,1,atlanta journal and constitution,2012,8,4,20120804,11
same-sex_marriage1.0-8626,0,0,1,new york times,2012,8,4,20120804,12
same-sex_marriage1.0-10742,0,0,1,washington post,2000,9,17,20000917,12
same-sex_marriage1.0-10743,0,0,1,new york times,2000,9,14,20000914,12
same-sex_marriage1.0-10748,0,0,1,new york times,2000,9,10,20000910,8
same-sex_marriage1.0-10749,0,0,1,saint paul pioneer press,2000,9,7,20000907,4
same-sex_marriage1.0-6281,0,0,1,new york times,2010,8,20,20100820,12
same-sex_marriage1.0-6289,0,0,1,new york times,2010,8,16,20100816,4
same-sex_marriage1.0-1833,0,1,0,san jose mercury news,2004,5,11,20040511,4
same-sex_marriage1.0-1832,0,0,1,philadelphia inquirer,2004,5,11,20040511,4
same-sex_marriage1.0-1830,0,0,1,new york times,2004,5,11,20040511,4
same-sex_marriage1.0-5068,0,0,1,st. louis post-dispatch,2008,6,22,20080622,11
same-sex_marriage1.0-5065,0,0,1,denver post,2008,6,22,20080622,11
same-sex_marriage1.0-5066,0,0,1,new york times,2008,6,22,20080622,9
same-sex_marriage1.0-1405,0,0,1,new york times,2004,3,10,20040310,9
same-sex_marriage1.0-175,0,0,1,denver post,2001,5,8,20010508,12
same-sex_marriage1.0-177,0,0,1,saint paul pioneer press,2001,5,4,20010504,5
same-sex_marriage1.0-172,0,0,1,atlanta journal and constitution,2001,5,11,20010511,2
same-sex_marriage1.0-178,0,0,1,saint paul pioneer press,2001,5,2,20010502,9
same-sex_marriage1.0-179,0,0,1,saint paul pioneer press,2001,5,1,20010501,12
same-sex_marriage1.0-5396,0,0,1,denver post,2008,11,13,20081113,6
same-sex_marriage1.0-5394,0,0,1,usa today,2008,11,14,20081114,11
same-sex_marriage1.0-5395,0,0,1,daily news,2008,11,13,20081113,11
same-sex_marriage1.0-5390,0,0,1,san jose mercury news,2008,11,15,20081115,11
same-sex_marriage1.0-1425,0,0,1,new york times,2004,3,9,20040309,11
same-sex_marriage1.0-1426,0,0,1,palm beach post,2004,3,9,20040309,12
same-sex_marriage1.0-6347,0,0,1,washington post,2010,8,6,20100806,4
same-sex_marriage1.0-6343,0,0,1,st. louis post-dispatch,2010,8,6,20100806,4
same-sex_marriage1.0-4628,0,0,1,washington post,2011,6,28,20110628,12
same-sex_marriage1.0-4622,0,0,1,new york times,2011,6,28,20110628,12
same-sex_marriage1.0-5939,0,0,1,washington post,2009,12,20,20091220,0
same-sex_marriage1.0-1565,0,0,1,new york times,2004,3,2,20040302,4
same-sex_marriage1.0-3399,0,0,1,new york times,2008,6,29,20080629,9
same-sex_marriage1.0-3396,0,0,1,washington post,2006,1,2,20060102,12
same-sex_marriage1.0-3391,0,1,0,st. petersburg times,2006,1,12,20060112,12
same-sex_marriage1.0-3392,0,1,0,palm beach post,2006,1,11,20060111,9
same-sex_marriage1.0-6917,0,1,0,atlanta journal and constitution,2011,4,27,20110427,4
same-sex_marriage1.0-2375,0,0,1,new york times,2004,11,26,20041126,11
same-sex_marriage1.0-2377,0,1,0,washington post,2004,11,22,20041122,4
same-sex_marriage1.0-2378,0,0,1,atlanta journal and constitution,2004,11,21,20041121,11
same-sex_marriage1.0-3570,0,0,1,san jose mercury news,2008,5,15,20080515,9
same-sex_marriage1.0-3573,0,0,1,saint paul pioneer press,2008,5,15,20080515,4
same-sex_marriage1.0-3576,0,0,1,san jose mercury news,2008,5,14,20080514,4
same-sex_marriage1.0-6704,0,0,1,washington post,2011,6,26,20110626,12
same-sex_marriage1.0-6870,0,1,0,daily news,2011,5,14,20110514,2
same-sex_marriage1.0-6876,0,0,1,daily news,2011,5,11,20110511,10
same-sex_marriage1.0-6877,0,0,1,daily news,2011,5,11,20110511,10
same-sex_marriage1.0-1408,0,0,1,san jose mercury news,2004,3,10,20040310,12
same-sex_marriage1.0-6703,0,1,0,washington post,2011,6,26,20110626,12
same-sex_marriage1.0-6878,0,0,1,new york times,2011,5,11,20110511,12
same-sex_marriage1.0-1561,0,0,1,atlanta journal and constitution,2004,3,2,20040302,11
same-sex_marriage1.0-2115,0,0,1,st. louis post-dispatch,2004,8,8,20040808,12
same-sex_marriage1.0-7477,0,0,1,washington post,2012,3,16,20120316,12
same-sex_marriage1.0-2113,0,0,1,st. louis post-dispatch,2004,8,8,20040808,2
same-sex_marriage1.0-2112,0,0,1,st. louis post-dispatch,2004,8,8,20040808,4
same-sex_marriage1.0-7478,0,0,1,philadelphia inquirer,2012,3,15,20120315,13
same-sex_marriage1.0-4579,0,0,1,new york times,2007,1,12,20070112,4
same-sex_marriage1.0-349,0,0,1,st. louis post-dispatch,2003,11,20,20031120,3
same-sex_marriage1.0-346,0,0,1,saint paul pioneer press,2003,11,20,20031120,4
same-sex_marriage1.0-345,0,0,1,saint paul pioneer press,2003,11,20,20031120,12
same-sex_marriage1.0-340,0,0,1,new york times,2003,11,20,20031120,12
same-sex_marriage1.0-11064,0,0,1,philadelphia inquirer,1999,10,24,19991024,9
same-sex_marriage1.0-9497,0,0,1,st. petersburg times,1990,6,25,19900625,10
same-sex_marriage1.0-4572,0,0,1,philadelphia inquirer,2007,2,6,20070206,4
same-sex_marriage1.0-1136,0,0,1,saint paul pioneer press,2004,1,29,20040129,12
same-sex_marriage1.0-1135,0,0,1,saint paul pioneer press,2004,1,29,20040129,4
same-sex_marriage1.0-1130,0,0,1,atlanta journal and constitution,2004,1,31,20040131,11
same-sex_marriage1.0-9720,0,0,1,usa today,1994,9,12,19940912,12
same-sex_marriage1.0-3967,0,0,1,saint paul pioneer press,2006,12,22,20061222,5
same-sex_marriage1.0-7893,0,0,1,usa today,2012,2,17,20120217,9
same-sex_marriage1.0-7897,0,0,1,washington post,2012,2,17,20120217,12
same-sex_marriage1.0-7895,0,0,1,usa today,2012,2,17,20120217,12
same-sex_marriage1.0-10684,0,0,1,washington post,1997,1,10,19970110,11
same-sex_marriage1.0-10681,0,0,1,denver post,1997,1,17,19970117,0
same-sex_marriage1.0-10683,0,0,1,saint paul pioneer press,1997,1,14,19970114,12
same-sex_marriage1.0-9244,0,0,1,st. louis post-dispatch,2012,11,1,20121101,10
same-sex_marriage1.0-10539,0,0,1,daily news,1997,8,6,19970806,12
same-sex_marriage1.0-10536,0,0,1,denver post,1997,8,16,19970816,8
same-sex_marriage1.0-10534,0,0,1,denver post,1997,9,12,19970912,12
same-sex_marriage1.0-10533,0,0,1,san jose mercury news,1997,9,13,19970913,0
same-sex_marriage1.0-10532,0,0,1,san jose mercury news,1997,9,17,19970917,12
same-sex_marriage1.0-10530,0,0,1,daily news,1997,10,4,19971004,3
same-sex_marriage1.0-9242,0,0,1,new york times,2012,11,3,20121103,10
same-sex_marriage1.0-8459,0,0,1,new york times,2012,5,9,20120509,5
same-sex_marriage1.0-8452,0,0,1,washington post,2012,5,10,20120510,12
same-sex_marriage1.0-8450,0,0,1,washington post,2012,5,10,20120510,12
same-sex_marriage1.0-8456,0,0,1,atlanta journal and constitution,2012,5,9,20120509,11
same-sex_marriage1.0-8454,0,0,1,washington post,2012,5,10,20120510,12
same-sex_marriage1.0-5726,0,0,1,san jose mercury news,2009,5,20,20090520,4
same-sex_marriage1.0-5725,0,0,1,new york times,2009,5,20,20090520,12
same-sex_marriage1.0-5236,0,0,1,san jose mercury news,2008,5,14,20080514,4
same-sex_marriage1.0-5723,0,0,1,washington post,2009,5,21,20090521,5
same-sex_marriage1.0-5233,0,1,0,st. louis post-dispatch,2008,5,15,20080515,5
same-sex_marriage1.0-5728,0,0,1,philadelphia inquirer,2009,5,19,20090519,8
same-sex_marriage1.0-8049,0,0,1,philadelphia inquirer,2012,1,6,20120106,12
same-sex_marriage1.0-3765,0,0,1,new york times,2008,11,6,20081106,12
same-sex_marriage1.0-8041,0,0,1,philadelphia inquirer,2012,1,10,20120110,12
same-sex_marriage1.0-3763,0,0,1,daily news,2008,11,6,20081106,12
same-sex_marriage1.0-9937,0,0,1,philadelphia inquirer,1996,12,5,19961205,4
same-sex_marriage1.0-9932,0,0,1,atlanta journal and constitution,1996,12,5,19961205,4
same-sex_marriage1.0-9933,0,0,1,denver post,1996,12,5,19961205,4
same-sex_marriage1.0-9930,0,0,1,st. louis post-dispatch,1996,12,6,19961206,4
same-sex_marriage1.0-9938,0,0,1,san jose mercury news,1996,12,5,19961205,11
same-sex_marriage1.0-4792,0,0,1,saint paul pioneer press,2011,6,7,20110607,0
same-sex_marriage1.0-4798,0,0,1,saint paul pioneer press,2011,6,1,20110601,11
same-sex_marriage1.0-3188,0,0,1,saint paul pioneer press,2006,5,23,20060523,12
same-sex_marriage1.0-3180,0,0,1,atlanta journal and constitution,2006,5,29,20060529,5
same-sex_marriage1.0-3183,0,0,1,atlanta journal and constitution,2006,5,28,20060528,12
same-sex_marriage1.0-3182,0,0,1,daily news,2006,5,29,20060529,12
same-sex_marriage1.0-3187,0,0,1,new york times,2006,5,23,20060523,2
same-sex_marriage1.0-7644,0,0,1,san jose mercury news,2012,2,7,20120207,4
same-sex_marriage1.0-7643,0,0,1,san jose mercury news,2012,2,7,20120207,3
same-sex_marriage1.0-7641,0,0,1,san jose mercury news,2012,2,7,20120207,3
same-sex_marriage1.0-2588,0,0,1,atlanta journal and constitution,2005,12,15,20051215,12
same-sex_marriage1.0-2589,0,0,1,daily news,2005,12,11,20051211,10
same-sex_marriage1.0-2587,0,0,1,washington post,2005,12,16,20051216,4
same-sex_marriage1.0-2585,0,0,1,washington post,2005,12,19,20051219,9
same-sex_marriage1.0-1722,0,0,1,washington post,2004,5,22,20040522,4
same-sex_marriage1.0-1726,0,0,1,san jose mercury news,2004,5,21,20040521,11
same-sex_marriage1.0-1725,0,0,1,san jose mercury news,2004,5,21,20040521,12
same-sex_marriage1.0-6119,0,0,1,st. petersburg times,2009,9,10,20090910,9
same-sex_marriage1.0-6118,0,0,1,washington post,2009,9,11,20090911,12
same-sex_marriage1.0-1728,0,0,1,st. petersburg times,2004,5,21,20040521,3
same-sex_marriage1.0-2633,0,1,0,washington post,2005,10,25,20051025,12
same-sex_marriage1.0-2635,0,0,1,daily news,2005,10,18,20051018,4
same-sex_marriage1.0-2638,0,0,1,daily news,2005,10,14,20051014,4
same-sex_marriage1.0-2639,0,0,1,daily news,2005,10,14,20051014,2
same-sex_marriage1.0-8608,0,0,1,denver post,2012,8,17,20120817,6
same-sex_marriage1.0-1854,0,0,1,san jose mercury news,2004,5,5,20040505,12
same-sex_marriage1.0-1856,0,0,1,washington post,2004,5,5,20040505,10
same-sex_marriage1.0-1852,0,1,0,new york times,2004,5,5,20040505,4
same-sex_marriage1.0-1859,0,0,1,philadelphia inquirer,2004,5,3,20040503,5
same-sex_marriage1.0-1588,0,0,1,palm beach post,2004,3,1,20040301,12
same-sex_marriage1.0-485,0,1,0,philadelphia inquirer,2003,8,10,20030810,10
same-sex_marriage1.0-480,0,0,1,atlanta journal and constitution,2003,8,10,20030810,12
same-sex_marriage1.0-489,0,0,1,philadelphia inquirer,2003,8,8,20030808,2
same-sex_marriage1.0-628,0,0,1,saint paul pioneer press,2003,6,24,20030624,12
same-sex_marriage1.0-629,0,0,1,new york times,2003,6,23,20030623,3
same-sex_marriage1.0-158,0,0,1,washington post,2001,6,27,20010627,3
same-sex_marriage1.0-5008,0,0,1,st. louis post-dispatch,2011,2,18,20110218,10
same-sex_marriage1.0-152,0,0,1,st. louis post-dispatch,2001,7,18,20010718,3
same-sex_marriage1.0-150,0,0,1,atlanta journal and constitution,2001,7,19,20010719,5
same-sex_marriage1.0-623,0,0,1,philadelphia inquirer,2003,6,28,20030628,4
same-sex_marriage1.0-5003,0,0,1,san jose mercury news,2011,2,23,20110223,12
same-sex_marriage1.0-154,0,0,1,new york times,2001,7,11,20010711,10
same-sex_marriage1.0-2619,0,0,1,saint paul pioneer press,2005,11,16,20051116,2
same-sex_marriage1.0-1460,0,0,1,new york times,2004,3,7,20040307,6
same-sex_marriage1.0-4603,0,0,1,washington post,2011,6,30,20110630,12
same-sex_marriage1.0-4350,0,0,1,new york times,2007,11,7,20071107,12
same-sex_marriage1.0-4352,0,0,1,new york times,2007,10,28,20071028,5
same-sex_marriage1.0-4356,0,0,1,new york times,2007,10,16,20071016,0
same-sex_marriage1.0-4358,0,0,1,herald-sun,2007,10,12,20071012,4
same-sex_marriage1.0-4608,0,1,0,new york times,2011,6,29,20110629,11
same-sex_marriage1.0-5912,0,1,0,denver post,2009,1,30,20090130,12
same-sex_marriage1.0-5914,0,0,1,denver post,2009,1,24,20090124,0
same-sex_marriage1.0-5917,0,0,1,st. petersburg times,2009,1,23,20090123,12
same-sex_marriage1.0-1467,0,0,1,saint paul pioneer press,2004,3,7,20040307,9
same-sex_marriage1.0-3372,0,0,1,washington post,2006,1,25,20060125,12
same-sex_marriage1.0-3373,0,0,1,denver post,2006,1,23,20060123,4
same-sex_marriage1.0-3377,0,0,1,washington post,2006,1,22,20060122,12
same-sex_marriage1.0-8188,0,0,1,washington post,2012,5,24,20120524,12
same-sex_marriage1.0-10020,0,0,1,san jose mercury news,1996,9,11,19960911,12
same-sex_marriage1.0-10023,0,0,1,washington post,1996,9,11,19960911,12
same-sex_marriage1.0-9715,0,0,1,atlanta journal and constitution,1994,9,20,19940920,8
same-sex_marriage1.0-10025,0,0,1,washington post,1996,9,10,19960910,3
same-sex_marriage1.0-6937,0,1,0,new york times,2011,4,7,20110407,8
same-sex_marriage1.0-6936,0,0,1,palm beach post,2011,4,9,20110409,4
same-sex_marriage1.0-6934,0,0,1,saint paul pioneer press,2011,4,14,20110414,11
same-sex_marriage1.0-6932,0,0,1,new york times,2011,4,20,20110420,12
same-sex_marriage1.0-4830,0,0,1,saint paul pioneer press,2011,5,18,20110518,12
same-sex_marriage1.0-6851,0,0,1,saint paul pioneer press,2011,5,22,20110522,12
same-sex_marriage1.0-6855,0,0,1,saint paul pioneer press,2011,5,21,20110521,12
same-sex_marriage1.0-6857,0,0,1,new york times,2011,5,20,20110520,12
same-sex_marriage1.0-7185,0,0,1,usa today,2011,9,28,20110928,10
same-sex_marriage1.0-3224,0,0,1,denver post,2006,5,8,20060508,4
same-sex_marriage1.0-7189,0,0,1,washington post,2011,9,27,20110927,6
same-sex_marriage1.0-7188,0,0,1,san jose mercury news,2011,9,27,20110927,10
same-sex_marriage1.0-4482,0,0,1,saint paul pioneer press,2007,4,26,20070426,4
same-sex_marriage1.0-4852,0,0,1,washington post,2011,5,10,20110510,11
same-sex_marriage1.0-3518,0,0,1,san jose mercury news,2008,5,25,20080525,0
same-sex_marriage1.0-8988,0,0,1,daily news,2012,10,15,20121015,10
same-sex_marriage1.0-8980,0,0,1,washington post,2012,10,19,20121019,4
same-sex_marriage1.0-6587,0,0,1,new york times,2010,1,12,20100112,4
same-sex_marriage1.0-6582,0,0,1,philadelphia inquirer,2010,1,13,20100113,12
same-sex_marriage1.0-6580,0,0,1,washington post,2010,1,15,20100115,4
same-sex_marriage1.0-1911,0,0,1,san jose mercury news,2004,4,15,20040415,2
same-sex_marriage1.0-5986,0,0,1,new york times,2009,12,4,20091204,12
same-sex_marriage1.0-812,0,0,1,washington post,2004,2,26,20040226,2
same-sex_marriage1.0-367,0,1,0,saint paul pioneer press,2003,11,19,20031119,4
same-sex_marriage1.0-361,0,0,1,new york times,2003,11,19,20031119,12
same-sex_marriage1.0-360,0,0,1,new york times,2003,11,19,20031119,4
same-sex_marriage1.0-363,0,0,1,philadelphia inquirer,2003,11,19,20031119,4
same-sex_marriage1.0-5983,0,0,1,washington post,2009,12,5,20091205,2
same-sex_marriage1.0-819,0,0,1,daily news,2004,2,25,20040225,12
same-sex_marriage1.0-368,0,0,1,saint paul pioneer press,2003,11,19,20031119,13
same-sex_marriage1.0-2139,0,0,1,st. louis post-dispatch,2004,8,4,20040804,11
same-sex_marriage1.0-7325,0,0,1,daily news,2011,7,19,20110719,10
