,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-5821,0,0,0,washington post,2009,4,15,20090415,0.663949695,0.190944947,0.145105357,0.021335606,0.001500398,0.025316542,0.062125377,0.132338637,0.010203675,0.001863903,0.001824587,0.000926105,0.070695901,0.01815922,0.602528615,0.047317855,0.003863578,0
same-sex_marriage1.0-5822,0,0,0,denver post,2009,4,14,20090414,0.771218276,0.117692522,0.111089202,0.018983678,0.001265508,0.008217778,0.038067461,0.073198023,0.015416895,0.00225527,0.001037601,0.053875738,0.098076517,0.071737776,0.041683122,0.565935696,0.010248936,0
same-sex_marriage1.0-5823,0,0,0,washington post,2009,4,14,20090414,0.647031607,0.147130181,0.205838212,0.016618656,0.00224695,0.006677432,0.025650329,0.001321759,0.011171478,0.000897276,0.000570403,0.003960063,0.076677049,0.049290916,0.022177628,0.778286994,0.004453066,0
same-sex_marriage1.0-5824,0,0,1,daily news,2009,4,13,20090413,0.456819872,0.278092038,0.265088091,0.085213535,0.001217261,0.001147986,0.008873455,0.005200031,0.010600681,0.00207722,0.000804293,0.001193113,0.049181482,0.060779154,0.090646697,0.677322489,0.005742602,0
same-sex_marriage1.0-5825,0,1,0,usa today,2009,4,13,20090413,0.506905263,0.14905855,0.344036188,0.006700593,0.000702781,0.336839527,0.356187619,0.249026761,0.008083898,0.001987318,0.000689163,0.00390602,0.009060852,0.005375932,0.004966443,0.010233825,0.006239267,0
same-sex_marriage1.0-5826,0,0,0,new york times,2009,4,12,20090412,0.609336487,0.185372872,0.205290641,0.002154945,0.000792691,0.00120481,0.002625764,0.852911902,0.014165432,0.001547205,0.000669958,0.00102785,0.016626977,0.065922692,0.012565277,0.022033266,0.005751231,0
same-sex_marriage1.0-5827,0,0,0,washington post,2009,4,12,20090412,0.632395465,0.212774573,0.154829963,0.003432546,0.001970095,0.033146499,0.004636697,0.261234898,0.248164808,0.025501774,0.00193192,0.00123915,0.00281168,0.044482711,0.082486638,0.187717912,0.10124267,0
same-sex_marriage1.0-5828,0,0,1,washington post,2009,4,12,20090412,0.698869028,0.202528586,0.098602385,0.000879244,0.000925617,0.006057909,0.219206017,0.164403387,0.010672341,0.005680227,0.000993106,0.00093563,0.004447868,0.085904381,0.377681483,0.095655718,0.026557071,0
same-sex_marriage1.0-5829,0,0,0,new york times,2009,4,11,20090411,0.741163464,0.161628768,0.097207768,0.014183167,0.001327713,0.01729144,0.087152682,0.063374954,0.001825769,0.004912553,0.00142452,0.007930114,0.572446537,0.007632955,0.033876866,0.179913239,0.00670749,0
same-sex_marriage1.0-583,0,0,0,atlanta journal and constitution,2003,7,6,20030706,0.474127044,0.099161569,0.426711387,0.003125899,0.001157457,0.003412768,0.001774714,0.086994186,0.010316656,0.002040638,0.000531521,0.002588046,0.008736199,0.014359439,0.000902772,0.857521152,0.006538553,0
same-sex_marriage1.0-5830,0,0,0,new york times,2009,4,11,20090411,0.06448853,0.375720365,0.559791106,0.006247293,0.007029598,0.00103399,0.000485332,0.270385317,0.000222046,0.003568559,0.000808178,0.001541401,0.009887017,4.24E-05,0.039963383,0.654793363,0.003992115,0
same-sex_marriage1.0-5831,0,0,1,new york times,2009,4,11,20090411,0.74659901,0.153078413,0.100322578,0.007846468,0.000775914,0.014248861,0.042279318,0.100026676,0.003261459,0.00215196,0.000862401,0.000452231,0.00490837,0.024807332,0.001064075,0.796153963,0.001160972,0
same-sex_marriage1.0-5832,0,0,0,new york times,2009,4,10,20090410,0.626151754,0.176727371,0.197120875,0.128535766,0.008381157,0.004652939,0.001442588,0.037413018,0.017400643,0.003500106,0.001091256,0.004066039,0.03103929,0.023205529,0.009347451,0.717711087,0.012213132,0
same-sex_marriage1.0-5833,0,0,0,washington post,2009,4,10,20090410,0.628389697,0.105594544,0.266015758,0.097339694,0.000542365,0.126715417,0.054186057,0.54782233,0.070428368,0.000956186,0.000531855,0.000925088,0.034416156,0.002086501,0.058762059,8.16E-05,0.005206273,0
same-sex_marriage1.0-5834,0,0,0,new york times,2009,4,9,20090409,0.658986569,0.234964212,0.106049218,0.006377206,0.000863351,0.00015245,0.007761075,0.032755313,0.013186898,0.01009433,0.001049894,0.003414156,0.042439734,0.036196271,0.162020944,0.679732242,0.003956134,0
same-sex_marriage1.0-5835,0,0,0,st. louis post-dispatch,2009,4,9,20090409,0.523424209,0.276938053,0.199637738,0.015559371,0.000595613,0.000455681,0.000276572,0.125224566,0.032631784,0.006211907,0.000724307,0.000768735,0.000562423,0.000774327,0.120273317,0.662671969,0.033269428,0
same-sex_marriage1.0-5836,0,0,1,washington post,2009,4,9,20090409,0.54804035,0.246661264,0.205298386,0.000756948,0.001103751,0.001642879,0.001939576,0.016216931,0.021990013,0.002935424,0.000574453,0.000515266,0.00094643,0.000893896,0.00507375,0.934834811,0.010575872,0
same-sex_marriage1.0-5837,1,0,0,washington post,2009,4,9,20090409,0.475446101,0.247442426,0.277111473,0.012973021,0.002765136,0.02996584,0.003387666,0.034374235,0.224266986,0.027908894,0.002330734,0.026141688,0.106949402,0.137608826,0.365293641,0.017582691,0.00845124,0
same-sex_marriage1.0-5838,0,0,0,new york times,2009,4,8,20090408,0.671219636,0.228103675,0.100676689,0.003406275,0.003586969,0.001965535,0.098326941,0.3221507,0.046988665,0.001035875,0.004083966,0.000346795,0.002459525,0.000687471,0.000154176,0.508908776,0.00589833,0
same-sex_marriage1.0-584,1,0,0,new york times,2003,7,6,20030706,0.608230896,0.213925452,0.177843652,0.014922503,0.000537727,0.008222072,0.005583302,0.014441642,0.002230406,0.001960959,0.000844539,0.007440864,0.4338315,0.418404433,0.031214558,0.055826717,0.004538778,0
same-sex_marriage1.0-5840,0,0,0,usa today,2009,4,8,20090408,0.480918042,0.301211762,0.217870196,0.000138576,0.000436466,5.59E-06,0.011913126,0.350707647,0.019846695,0.002057817,0.000368888,0.000567538,8.46E-05,0.000850505,0.00326369,0.604164287,0.00559459,0
same-sex_marriage1.0-5841,0,0,1,washington post,2009,4,8,20090408,0.473463741,0.159698926,0.366837333,0.020747483,0.001898103,0.011807549,0.002962348,0.513173518,0.003832812,0.002190876,0.001415368,0.010953004,0.000952379,0.003212227,0.032272418,0.140170309,0.254411606,0
same-sex_marriage1.0-5842,0,0,1,washington post,2009,4,8,20090408,0.449738115,0.243244313,0.307017572,0.001183597,0.003271859,0.002126199,0.006352962,0.411079915,0.056842867,0.000966819,0.000423487,0.000157872,0.000314419,0.002029041,0.00035108,0.509675338,0.005224545,0
same-sex_marriage1.0-5843,0,0,1,atlanta journal and constitution,2009,4,7,20090407,0.601701862,0.159295718,0.239002421,0.006707444,0.000675901,0.024126905,0.044714051,0.297718157,0.004737855,0.001340142,0.000504003,0.000904894,0.007005986,0.016837466,0.037827149,0.555718451,0.001181596,0
same-sex_marriage1.0-5844,0,0,0,new york times,2009,4,7,20090407,0.362302294,0.207704265,0.429993442,0.007084809,0.006578055,0.018059148,0.006955165,0.004633416,0.055994889,0.012479061,0.002482066,0.020936152,0.008944985,0.00419468,0.015265341,0.834792172,0.001600063,0
same-sex_marriage1.0-5845,0,0,0,washington post,2009,4,7,20090407,0.523752291,0.3170639,0.159183809,0.000556075,0.000772692,0.002788197,0.003975735,0.016945472,0.214605578,0.003098742,0.000757719,0.00036198,0.004538394,0.003846153,0.00731628,0.726747349,0.013689633,0
same-sex_marriage1.0-5846,0,0,0,washington post,2009,4,7,20090407,0.656655084,0.216318647,0.127026269,0.01901278,0.001110719,0.000277735,0.007623683,0.332674347,0.021229444,0.003100542,0.000510058,0.001004458,0.001272639,0.005708868,0.194162927,0.406375163,0.005936638,0
same-sex_marriage1.0-5847,0,0,1,atlanta journal and constitution,2009,4,5,20090405,0.62487793,0.203823546,0.171298524,0.00628145,0.000827994,0.002395993,0.039883804,0.394308657,0.100486149,0.003026244,0.000617415,0.003490813,0.011957682,0.000703362,0.003368459,0.425899477,0.006752501,0
same-sex_marriage1.0-5848,0,0,1,denver post,2009,4,5,20090405,0.605626268,0.209993568,0.184380164,0.002582035,0.000684251,0.000788382,0.032231621,0.038910832,0.005452741,0.001346793,0.000578308,0.002440694,0.041130116,0.002717556,0.655464398,0.215063538,0.000608737,0
same-sex_marriage1.0-5849,0,0,0,new york times,2009,4,5,20090405,0.572655456,0.157461065,0.269883479,0.154245921,0.001171969,0.042030879,0.023646069,0.023525786,0.014225334,0.014305755,0.000609957,0.003834268,0.006133605,0.059257215,0.013894335,0.634708781,0.008410125,0
same-sex_marriage1.0-585,0,0,0,st. petersburg times,2003,7,6,20030706,0.558547516,0.176458291,0.264994192,0.037533901,0.002314263,0.153477887,0.026932003,0.227594441,0.002091951,0.007671455,0.002730191,0.00390779,0.244484252,0.003410539,0.011752096,0.25804577,0.018053461,0
same-sex_marriage1.0-5850,0,1,0,new york times,2009,4,5,20090405,0.684062588,0.104422706,0.211514706,0.001912776,0.001293934,0.026750472,0.172582984,0.759376951,0.001105447,0.004302067,0.000781412,0.00050107,0.002828817,0.004377422,0.010304242,0.008459728,0.005422678,0
same-sex_marriage1.0-5851,0,0,1,new york times,2009,4,5,20090405,0.468410954,0.320619071,0.210969975,0.019189651,0.001027174,0.000682263,0.371561398,0.046980317,0.11865921,0.002827991,0.000743049,0.00103477,0.002013682,0.000994295,0.00376891,0.416233465,0.014283824,0
same-sex_marriage1.0-5852,0,0,0,new york times,2009,4,4,20090404,0.425989217,0.157132209,0.416878574,0.002288664,0.006306552,0.002446876,0.011143612,0.77724873,0.06356934,0.005098448,0.00107347,0.000374273,0.013454815,0.003619378,0.034144656,0.076214345,0.003016843,0
same-sex_marriage1.0-5853,0,0,0,st. louis post-dispatch,2009,4,4,20090404,0.52638402,0.171812619,0.301803361,0.028824588,0.001327036,0.006394256,0.011019815,0.855170969,0.031144877,0.038132562,0.000609394,0.002598609,0.010104157,0.009108776,0.000830218,0.002797264,0.00193748,0
same-sex_marriage1.0-5854,0,0,1,washington post,2009,4,4,20090404,0.400212703,0.197724554,0.402062743,0.001863948,0.003674593,0.000275958,0.001795752,0.711553008,0.007365332,0.001053524,0.000684336,0.001071433,0.002321301,0.000579785,0.007275264,0.258009666,0.002476099,0
same-sex_marriage1.0-5855,0,0,0,new york times,2009,4,3,20090403,0.467722479,0.253509931,0.27876759,0.010275232,0.002942388,0.011455904,0.014523633,0.023130763,0.188740035,0.063031529,0.00236315,0.040783879,0.032723603,0.003610304,0.022092909,0.578867336,0.005459334,0
same-sex_marriage1.0-5856,0,0,0,new york times,2009,3,27,20090327,0.523213767,0.32197582,0.154810413,0.003448133,0.000689083,0.005969031,0.000661704,0.001600667,0.006366118,0.001859288,0.000582391,0.001434462,0.000641415,0.025040095,0.006978603,0.943786133,0.000942878,0
same-sex_marriage1.0-5857,0,0,0,daily news,2009,3,26,20090326,0.407864763,0.26226345,0.329871786,0.013944749,0.000665892,0.000364614,0.004878707,0.000894483,0.003178657,0.00102003,0.000740115,0.003492369,0.016654628,0.013592541,0.013932888,0.925870277,0.000770051,0
same-sex_marriage1.0-5858,0,0,0,new york times,2009,3,26,20090326,0.306919256,0.339478176,0.353602568,0.014854968,0.004197962,0.003683602,0.078473172,0.003179382,0.092048384,0.016262902,0.00164569,0.003168995,0.004758426,0.009926379,0.087719763,0.675207337,0.004873038,0
same-sex_marriage1.0-5859,0,0,0,new york times,2009,3,26,20090326,0.673199169,0.171059222,0.155741609,0.00230149,0.000749069,0.000211663,0.000498889,0.001590232,0.050603458,0.002536006,0.000734554,0.000879787,0.017722487,0.000318863,0.001599512,0.918988079,0.001265912,0
same-sex_marriage1.0-5860,0,0,1,usa today,2009,3,26,20090326,0.542076497,0.320398249,0.137525254,0.000400055,0.001043583,0.059657608,0.093626287,0.004111652,0.369020059,0.001206652,0.000882004,0.002459837,0.006564931,0.008418183,0.121433976,0.325755563,0.00541961,0
same-sex_marriage1.0-5861,0,0,1,new york times,2009,3,24,20090324,0.452241738,0.324935208,0.222823054,0.003234036,0.000735455,0.004810027,0.005248708,0.055346025,0.012391305,0.008489705,0.000548411,0.003087698,0.008199244,0.000560669,0.011270934,0.88533074,0.000747044,0
same-sex_marriage1.0-5862,0,0,0,new york times,2009,3,24,20090324,0.70184721,0.247308906,0.050843884,0.027213295,0.001854553,0.004887024,0.017984967,0.028092368,0.000238522,0.003062585,0.001382894,0.002370774,0.007703381,0.04805296,0.026701738,0.827849818,0.00260512,0
same-sex_marriage1.0-5863,0,0,1,new york times,2009,3,23,20090323,0.414659036,0.171203158,0.414137807,0.007677045,0.000736716,0.02685308,0.001167435,0.210135491,0.000589717,0.00166423,0.000549351,0.001388134,0.364835921,0.092165201,0.139166469,0.14817423,0.00489698,0
same-sex_marriage1.0-5864,0,0,0,new york times,2009,3,22,20090322,0.630726536,0.180119292,0.189154172,0.000910316,0.006169521,0.036976666,0.05066668,0.222516574,0.00167742,0.024340012,0.000712384,0.001198698,0.009109841,0.00857625,0.000437533,0.632641354,0.004066752,0
same-sex_marriage1.0-5865,0,0,1,new york times,2009,3,21,20090321,0.277593273,0.406836131,0.315570596,0.002564163,0.000768917,0.000643974,0.010448542,0.009605147,0.0241806,0.004323231,0.000754018,0.000248437,0.002893272,1.90E-05,0.00075499,0.931707548,0.011088172,0
same-sex_marriage1.0-5866,0,0,0,washington post,2009,3,21,20090321,0.4091993,0.283448187,0.307352513,0.007198824,0.000734214,0.018110702,0.004765591,0.665838775,0.057115422,0.001587353,0.000620534,0.00233166,0.000972719,0.018110392,0.219094197,0.000788848,0.002730769,0
same-sex_marriage1.0-5867,0,0,0,new york times,2009,3,18,20090318,0.295007009,0.346784977,0.358208014,0.00310685,0.00078253,0.000433815,0.005334748,0.000917451,0.00921238,0.003191163,0.000583513,0.000810618,0.006868952,0.000228537,0.006458189,0.960152661,0.001918591,0
same-sex_marriage1.0-5868,0,0,0,st. louis post-dispatch,2009,3,17,20090317,0.745093183,0.138954547,0.115952269,0.0015492,0.000782776,0.018188566,0.016661347,0.003395483,0.020783742,0.002306052,0.000923459,0.000892799,0.014096792,0.002443215,0.010756672,0.894034914,0.013184981,0
same-sex_marriage1.0-5869,0,0,0,saint paul pioneer press,2009,3,17,20090317,0.529567493,0.205966134,0.264466373,0.001377585,0.000636301,0.007104434,0.002941909,0.005489104,0.166733647,0.000823833,0.000707226,0.001181171,0.003319906,0.002496257,0.003805508,0.802836428,0.000546691,0
same-sex_marriage1.0-587,0,0,0,atlanta journal and constitution,2003,7,5,20030705,0.418453659,0.22235136,0.359194981,0.014629016,0.001345626,0.818691391,0.006264931,0.041904509,0.000987521,0.003333501,0.000679416,0.001856365,0.005358979,0.05127792,0.009027134,0.04159223,0.00305146,0
same-sex_marriage1.0-5870,0,0,0,san jose mercury news,2009,3,16,20090316,0.252993338,0.398842873,0.348163789,0.023073504,0.009279645,0.02282505,0.174585192,0.302086416,0.01452997,0.030217757,0.001844242,0.001840935,0.11941089,0.082136808,0.171519911,0.038663277,0.007986401,0
same-sex_marriage1.0-5871,0,0,0,daily news,2009,3,13,20090313,0.622434363,0.149453835,0.228111802,0.010597138,0.004128749,0.019627173,0.012051979,0.012763056,0.005049246,0.002803525,0.001111367,0.005426967,0.129109474,0.028056888,0.034766505,0.730884707,0.003623226,0
same-sex_marriage1.0-5872,0,0,0,new york times,2009,3,13,20090313,0.675589396,0.189394306,0.135016298,0.006505166,0.001047608,0.001096033,0.000143229,0.055360831,0.014317634,0.005449043,0.000761071,0.094809861,0.027815633,0.004051091,0.001212201,0.786983857,0.000446742,0
same-sex_marriage1.0-5873,0,0,1,san jose mercury news,2009,3,11,20090311,0.293827185,0.381165945,0.32500687,0.099073479,0.002036668,0.050032726,0.00337127,0.076809278,0.549020691,0.011199494,0.001518693,0.008901607,0.049486173,0.0657463,0.011043917,0.069565014,0.00219469,0
same-sex_marriage1.0-5874,0,0,1,san jose mercury news,2009,3,10,20090310,0.55845231,0.23474857,0.20679912,0.027444444,0.002426212,0.057566636,0.023592376,0.006743255,0.009895602,0.000849863,0.00061591,0.002681518,0.19125284,0.617671823,0.045067234,0.011392764,0.002799523,0
same-sex_marriage1.0-5875,0,0,1,new york times,2009,3,6,20090306,0.465231677,0.418941642,0.115826681,0.007132025,0.00074075,0.00252654,0.00204133,0.838377903,0.002269756,0.001722748,0.000535852,0.00037749,0.00200748,0.015144151,0.125600408,0.00116382,0.000359746,0
same-sex_marriage1.0-5877,0,0,0,st. louis post-dispatch,2009,3,6,20090306,0.551296957,0.233731903,0.21497114,0.002762396,0.000774361,0.003240025,0.00640072,0.016006598,0.484972497,0.002034375,0.000654465,0.002809376,0.035733623,0.00033673,0.025396885,0.418313145,0.000564804,0
same-sex_marriage1.0-5878,0,0,0,washington post,2009,3,6,20090306,0.454605029,0.385500881,0.15989409,0.000907702,0.000844798,0.003512871,0.001739402,0.859310431,0.009433295,0.000766772,0.000629945,0.000279445,0.000628931,0.010772555,0.109797494,0.000630675,0.000745684,0
same-sex_marriage1.0-5879,0,0,1,new york times,2009,3,5,20090305,0.557979705,0.275801962,0.166218333,0.046548127,0.000808132,0.000168605,0.011498983,0.016132906,0.009513325,0.002704477,0.000982743,0.000452692,0.018971704,0.031625588,0.845414869,0.012204259,0.00297359,0
same-sex_marriage1.0-588,0,0,1,saint paul pioneer press,2003,7,5,20030705,0.485387389,0.237903237,0.276709374,0.00922524,0.000901788,0.485247285,0.023270483,0.003767223,0.033268303,0.003145284,0.001096636,0.01098294,0.090020977,0.002611787,0.047963012,0.284233021,0.004266019,0
same-sex_marriage1.0-5881,0,0,0,san jose mercury news,2009,3,5,20090305,0.38752323,0.410635264,0.201841506,0.004255101,0.000698074,0.001212934,0.00083523,0.458133081,0.000822537,0.001401908,0.004033329,0.000505353,9.08E-05,0.064989825,0.460562788,0.00205903,0.000399992,0
same-sex_marriage1.0-5882,0,1,0,san jose mercury news,2009,3,5,20090305,0.234679607,0.552848253,0.21247214,0.003775897,0.000695126,0.00758294,0.00504782,0.842029597,0.005148104,0.004079709,0.000518338,0.000873892,0.000419937,0.013053653,0.113229185,0.002715395,0.000830408,0
same-sex_marriage1.0-5883,0,0,1,usa today,2009,3,5,20090305,0.471430211,0.300655167,0.227914622,0.007649877,0.000835476,0.00332504,0.030072496,0.92893148,0.003383115,0.001836832,0.000622994,0.00109304,0.000629793,0.006213485,0.011929966,0.001735558,0.001740849,0
same-sex_marriage1.0-5884,0,0,0,san jose mercury news,2009,3,4,20090304,0.74651459,0.204014496,0.049470915,0.008754051,0.000489411,0.001567181,0.045971216,0.03149459,0.000920654,0.001048101,0.000595157,0.000837822,0.03612291,0.195678893,0.675856675,4.82E-05,0.000615152,0
same-sex_marriage1.0-5885,0,0,0,washington post,2009,3,4,20090304,0.601097051,0.135919713,0.262983235,0.013492282,0.005039967,0.004958459,0.0253799,0.847615156,0.025505936,0.001541516,0.000652339,0.044052457,0.006558864,0.001701506,0.00165435,0.015407147,0.006440121,0
same-sex_marriage1.0-5886,0,0,0,new york times,2009,3,3,20090303,0.723156639,0.119261041,0.157582321,0.009114846,0.001235915,0.001630183,0.008652662,0.873486344,0.04570887,0.000770612,0.000624022,0.001234001,0.001717816,0.002640454,0.005286139,0.00228061,0.045617526,0
same-sex_marriage1.0-5887,0,0,0,san jose mercury news,2009,3,2,20090302,0.673716132,0.248049524,0.078234344,0.009949031,0.009507176,0.001772478,0.080240918,0.771586082,0.000341942,0.00136338,0.001237867,0.001542533,0.086208847,0.026641757,0.004552708,0.00174707,0.00330821,0
same-sex_marriage1.0-5888,0,0,1,san jose mercury news,2009,3,2,20090302,0.467480245,0.336823692,0.195696064,0.012125399,0.004643655,0.001504235,0.001947011,0.955374669,0.001883515,0.00338082,0.000583151,0.001040418,7.07E-05,0.00663135,0.008136689,0.001894772,0.000783602,0
same-sex_marriage1.0-5889,0,0,1,new york times,2009,2,26,20090226,0.743315822,0.137139791,0.119544388,0.011287418,0.000866468,0.654398379,0.017429184,0.251690291,0.006105699,0.003618721,0.000849678,0.000562557,0.027720626,0.005047733,0.004921191,0.010876114,0.004625942,0
same-sex_marriage1.0-589,1,0,0,san jose mercury news,2003,7,5,20030705,0.550921201,0.274617071,0.174461728,0.014474535,0.00215513,0.577255008,0.004964028,0.118976348,0.047857304,0.006475745,0.001559003,0.011878455,0.116246494,0.041264812,0.003410853,0.013498405,0.039983881,0
same-sex_marriage1.0-5890,0,0,0,new york times,2009,2,25,20090225,0.772664253,0.105211698,0.122124049,0.001481695,0.00489174,0.195847726,0.030948303,0.015506754,0.023282223,0.009211143,0.001095861,0.00290615,0.376882958,0.288196975,0.010252233,0.037816748,0.001679491,0
same-sex_marriage1.0-5891,0,0,0,denver post,2009,2,24,20090224,0.748679581,0.083890581,0.167429839,0.030960322,0.000876162,0.002042673,0.003211881,0.001391747,0.033122073,0.00126601,0.001214087,0.166979058,0.653148248,0.017940745,0.00198676,0.078473591,0.007386643,0
same-sex_marriage1.0-5892,0,0,1,new york times,2009,2,24,20090224,0.578362907,0.247587278,0.174049815,0.002097748,0.001226895,0.001493131,0.037950992,0.091714199,0.12311347,0.000589278,0.000563408,0.000957003,0.00056556,0.001287777,0.001063677,0.733776962,0.003599903,0
same-sex_marriage1.0-5893,0,0,1,washington post,2009,2,24,20090224,0.434876347,0.220510251,0.344613402,0.007485772,0.00071036,0.026114801,0.014594871,0.030666931,0.009144338,0.012069251,0.000863847,0.002139608,0.019137162,0.116530693,0.622106389,0.137475763,0.000960215,0
same-sex_marriage1.0-5894,0,0,1,new york times,2009,2,23,20090223,0.447613024,0.301413126,0.25097385,0.002614933,0.000569095,0.00793195,0.065091578,0.081677336,0.085847337,0.004523696,0.000692058,0.000876157,0.002828188,0.000553632,0.043083793,0.703183873,0.000526373,0
same-sex_marriage1.0-5895,0,0,1,st. louis post-dispatch,2009,2,23,20090223,0.578901109,0.216290161,0.20480873,0.002360652,0.000959804,0.009664722,0.048572264,0.031717276,0.082891397,0.002454693,0.001066788,0.001439,0.025799476,0.000957446,0.042877273,0.747868944,0.001370263,0
same-sex_marriage1.0-5896,0,0,0,new york times,2009,2,22,20090222,0.647923559,0.108429592,0.243646849,0.002978483,0.001334494,0.028296695,0.027744605,0.249760341,0.530949204,0.001400368,0.001127872,0.002742818,0.012263873,0.001650875,0.008983268,0.124509707,0.006257398,0
same-sex_marriage1.0-5897,0,0,1,denver post,2009,2,20,20090220,0.3602508,0.134515613,0.505233587,0.000564991,0.000698141,0.941496511,0.00392821,0.01379377,0.013504591,0.00123182,0.000572412,0.001378229,0.003311086,0.002957042,0.009485011,0.004325723,0.002752462,0
same-sex_marriage1.0-5898,0,0,0,denver post,2009,2,19,20090219,0.710269728,0.087506375,0.202223897,0.003476696,0.000860851,0.000978349,0.337393249,0.006469289,0.088108662,0.00125323,0.003124046,0.018522747,0.147850965,0.037733231,0.03637833,0.316945894,0.00090446,0
same-sex_marriage1.0-5899,0,0,1,denver post,2009,2,17,20090217,0.775262964,0.118774221,0.105962815,0.015683792,0.001210097,0.003107103,0.021735131,0.021277837,0.137313682,0.003068518,0.001022736,0.010884618,0.417019678,0.001107947,0.004673946,0.35812362,0.003771295,0
same-sex_marriage1.0-59,0,0,0,st. louis post-dispatch,2002,6,23,20020623,0.579243788,0.168376446,0.252379766,0.005114496,0.000680685,0.001123591,0.009506873,0.009892187,0.046608871,0.001268743,0.0005581,0.004316583,0.000883038,0.000942829,0.015823558,0.900382753,0.002897692,0
same-sex_marriage1.0-590,0,0,1,washington post,2003,7,5,20030705,0.764502112,0.152970472,0.082527416,0.003635525,0.00057507,0.011253906,0.12944286,0.794519652,0.007067118,0.000231768,0.00063917,0.000925272,0.015749434,0.005025175,0.001268188,0.000209184,0.029457676,0
same-sex_marriage1.0-5900,0,0,0,atlanta journal and constitution,2009,2,13,20090213,0.636199729,0.169936809,0.193863462,0.000942046,0.000792771,0.011867478,0.009511951,0.002451157,0.007702416,0.003586049,0.000526394,0.001505538,0.01014315,0.019996571,0.455507859,0.473937553,0.001529069,0
same-sex_marriage1.0-5901,0,1,0,new york times,2009,2,13,20090213,0.509757491,0.289219996,0.201022513,0.004433355,0.006238296,0.000288867,0.015208187,0.025580702,0.005184634,0.002286089,0.006271543,0.002583582,0.000403077,0.027520425,0.681747612,0.156505335,0.065748296,0
same-sex_marriage1.0-5902,0,0,0,saint paul pioneer press,2009,2,12,20090212,0.832828424,0.095126815,0.072044761,0.008401691,0.001466048,0.000581961,0.064196543,0.132655743,0.011475195,0.001690299,0.001782815,0.001308224,0.007991127,0.003331584,0.148934978,0.613952637,0.002231154,0
same-sex_marriage1.0-5903,0,0,0,new york times,2009,2,9,20090209,0.449062506,0.317521029,0.233416465,0.026963324,0.006188062,0.003827577,0.020413129,0.005579928,0.000352861,0.009948082,0.001028005,0.001581522,0.004554335,0.001815795,0.04122707,0.86511235,0.011407959,0
same-sex_marriage1.0-5904,1,0,0,new york times,2009,2,9,20090209,0.54314272,0.216495865,0.240361416,0.002426176,0.000673456,0.038051773,0.013601308,0.000434227,0.005692669,0.001553139,0.000794492,0.000227727,0.017726915,0.014457901,0.587406377,0.316032614,0.000921223,0
same-sex_marriage1.0-5905,0,0,1,new york times,2009,2,8,20090208,0.741589164,0.161952277,0.09645856,0.003245835,0.000683377,0.001603396,0.015586231,0.000522061,0.000906651,0.001141799,0.000831033,0.002327524,0.016772315,0.013967767,0.005471381,0.929327825,0.007612807,0
same-sex_marriage1.0-5906,0,0,0,denver post,2009,2,5,20090205,0.628875954,0.124546751,0.246577294,0.008869338,0.001028658,0.011994165,0.010452023,0.007440436,0.140545641,0.006323934,0.001469307,0.124148138,0.131661164,0.004517384,0.008867203,0.5416035,0.00107911,0
same-sex_marriage1.0-5907,0,0,0,daily news,2009,2,4,20090204,0.749736968,0.103559914,0.146703118,0.007375507,0.000955179,0.019549418,0.007169708,0.858953294,0.002049242,0.001370445,0.000690969,0.008717883,0.07204626,0.013519032,0.005820599,0.000507503,0.001274961,0
same-sex_marriage1.0-5909,0,0,1,daily news,2009,2,3,20090203,0.349775088,0.287196118,0.363028794,0.426941027,0.000972728,0.017724281,0.004263083,0.026050504,0.05099269,0.001666084,0.000725339,0.001782026,0.00047237,0.15646149,0.289327526,0.020528971,0.00209188,0
same-sex_marriage1.0-591,0,0,1,denver post,2003,7,4,20030704,0.469122566,0.249840463,0.281036971,0.000706295,0.000976584,0.003554829,0.015494125,0.239839645,0.035256779,0.002042485,0.000706453,0.000803603,0.020161619,0.011434353,0.628194718,0.038624067,0.002204444,0
same-sex_marriage1.0-5910,0,0,0,san jose mercury news,2009,2,3,20090203,0.416987913,0.409817753,0.173194334,0.000735289,0.000747792,0.001042975,0.000966154,0.916999178,0.001254093,0.010613068,0.00055761,0.000337684,0.000339874,0.010069911,0.054712547,0.000394245,0.001229581,0
same-sex_marriage1.0-5911,0,0,0,washington post,2009,2,3,20090203,0.594114687,0.228193634,0.177691678,0.020160526,0.000851232,0.000411993,0.027326663,0.101590751,0.041161016,0.000940447,0.001215877,0.68153813,0.056465776,0.005833952,0.002997797,0.055132935,0.004372906,0
same-sex_marriage1.0-5912,0,1,0,denver post,2009,1,30,20090130,0.716749808,0.087319301,0.195930891,0.006616502,0.000634227,0.0012614,0.01142787,0.000316254,0.005803135,0.000509116,0.000536029,0.001734696,0.000555022,0.089269996,0.053378831,0.823605609,0.004351313,0
same-sex_marriage1.0-5913,0,0,0,saint paul pioneer press,2009,1,28,20090128,0.546874659,0.203022118,0.250103223,0.537439464,0.000778431,0.021037476,0.017301849,0.110733858,0.003833186,0.001225854,0.000582932,0.002118733,0.075231289,0.003731626,0.11764154,0.10613969,0.002204073,0
