,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
Tobacco1.0-13085,0,0,1,new york times,1997,7,15,19970715,4
Tobacco1.0-14118,0,0,1,new york times,1997,12,7,19971207,10
Tobacco1.0-19185,0,1,0,atlanta journal and constitution,2002,12,20,20021220,5
Tobacco1.0-2070,0,0,1,palm beach post,1996,1,14,19960114,9
Tobacco1.0-2073,0,0,1,st. petersburg times,1996,1,14,19960114,6
Tobacco1.0-25696,0,0,1,washington post,2006,10,14,20061014,13
Tobacco1.0-2076,0,0,1,st. petersburg times,1996,1,11,19960111,12
Tobacco1.0-22436,0,0,1,saint paul pioneer press,2011,7,4,20110704,0
Tobacco1.0-11290,0,1,0,new york times,1996,8,24,19960824,5
Tobacco1.0-17432,0,0,1,new york times,1998,8,15,19980815,8
Tobacco1.0-3652,0,0,1,saint paul pioneer press,2000,1,31,20000131,8
Tobacco1.0-22431,0,0,1,herald-sun,2011,7,6,20110706,8
Tobacco1.0-7954,0,0,1,st. louis post-dispatch,1995,6,18,19950618,8
Tobacco1.0-1504,0,0,1,palm beach post,1995,2,21,19950221,4
Tobacco1.0-23122,0,0,1,new york times,2000,7,30,20000730,10
Tobacco1.0-3659,0,0,1,philadelphia inquirer,2000,1,29,20000129,0
Tobacco1.0-24659,0,0,1,denver post,2003,11,21,20031121,0
Tobacco1.0-24309,0,0,1,new york times,2003,9,16,20030916,6
Tobacco1.0-8520,0,0,1,herald-sun,1996,4,24,19960424,0
Tobacco1.0-23438,0,0,1,san jose mercury news,2003,3,10,20030310,0
Tobacco1.0-5312,0,0,1,st. petersburg times,2009,5,20,20090520,12
Tobacco1.0-24657,0,0,1,daily news,2003,11,24,20031124,5
Tobacco1.0-4921,0,0,1,new york times,2006,1,1,20060101,6
Tobacco1.0-8939,0,0,1,atlanta journal and constitution,1991,8,22,19910822,5
Tobacco1.0-26287,0,0,1,washington post,2007,4,12,20070412,5
Tobacco1.0-16895,0,0,1,palm beach post,1999,10,14,19991014,6
Tobacco1.0-4456,0,1,0,denver post,2005,2,20,20050220,0
Tobacco1.0-25024,0,0,1,st. petersburg times,2006,8,21,20060821,4
Tobacco1.0-18105,0,0,1,new york times,2001,11,16,20011116,0
Tobacco1.0-5721,0,1,0,philadelphia inquirer,2008,4,28,20080428,12
Tobacco1.0-100,0,0,1,usa today,1990,10,16,19901016,0
Tobacco1.0-23051,0,0,1,palm beach post,2000,8,14,20000814,10
Tobacco1.0-23056,0,0,1,atlanta journal and constitution,2000,8,13,20000813,0
Tobacco1.0-108,0,1,0,st. louis post-dispatch,1990,10,13,19901013,2
Tobacco1.0-8053,0,0,1,san jose mercury news,1995,5,24,19950524,6
Tobacco1.0-11354,0,0,1,new york times,1996,8,20,19960820,0
Tobacco1.0-8730,0,0,1,atlanta journal and constitution,1991,12,11,19911211,6
Tobacco1.0-20026,0,0,1,herald-sun,2004,7,29,20040729,0
Tobacco1.0-1431,0,0,1,philadelphia inquirer,1995,3,8,19950308,8
Tobacco1.0-20021,0,0,1,saint paul pioneer press,2004,8,1,20040801,5
Tobacco1.0-20020,0,0,1,st. louis post-dispatch,2004,8,2,20040802,9
Tobacco1.0-7821,0,0,1,st. louis post-dispatch,1994,4,17,19940417,5
Tobacco1.0-8739,0,0,1,new york times,1991,12,9,19911209,8
Tobacco1.0-10464,0,0,1,new york times,1993,12,19,19931219,10
Tobacco1.0-22246,0,0,1,washington post,2011,10,29,20111029,0
Tobacco1.0-7824,0,0,1,san jose mercury news,1994,4,16,19940416,12
Tobacco1.0-8179,0,0,1,san jose mercury news,1995,4,19,19950419,0
Tobacco1.0-24498,0,0,1,st. louis post-dispatch,2003,7,11,20030711,5
Tobacco1.0-13697,0,0,1,new york times,1997,10,5,19971005,0
Tobacco1.0-4631,0,0,1,usa today,2006,3,29,20060329,10
Tobacco1.0-13549,0,0,1,washington post,1997,10,25,19971025,5
Tobacco1.0-9880,0,0,1,new york times,1996,6,30,19960630,5
Tobacco1.0-10866,0,0,1,usa today,1994,11,4,19941104,5
Tobacco1.0-24471,0,0,1,st. petersburg times,2003,7,18,20030718,10
Tobacco1.0-9460,0,1,0,san jose mercury news,1995,8,11,19950811,0
Tobacco1.0-219,0,0,1,palm beach post,1990,7,11,19900711,8
Tobacco1.0-24476,0,0,1,palm beach post,2003,7,17,20030717,9
Tobacco1.0-9468,0,0,1,washington post,1995,8,11,19950811,8
Tobacco1.0-20156,0,0,1,palm beach post,2004,7,4,20040704,0
Tobacco1.0-744,0,1,0,atlanta journal and constitution,1993,3,13,19930313,4
Tobacco1.0-24272,0,0,1,st. petersburg times,2003,9,22,20030922,4
Tobacco1.0-246,0,0,1,new york times,1991,6,30,19910630,8
Tobacco1.0-24276,0,0,1,herald-sun,2003,9,21,20030921,10
Tobacco1.0-534,0,0,1,atlanta journal and constitution,1991,2,1,19910201,8
Tobacco1.0-20796,0,0,1,philadelphia inquirer,2005,5,9,20050509,8
Tobacco1.0-8423,0,0,1,denver post,1996,5,5,19960505,5
Tobacco1.0-25877,0,0,1,new york times,2007,11,26,20071126,10
Tobacco1.0-1722,0,0,1,new york times,1996,3,20,19960320,0
Tobacco1.0-1723,0,0,1,new york times,1996,3,20,19960320,0
Tobacco1.0-25873,0,0,1,new york times,2007,11,29,20071129,8
Tobacco1.0-25870,0,0,1,new york times,2007,11,29,20071129,4
Tobacco1.0-27103,0,0,1,usa today,1990,2,23,19900223,5
Tobacco1.0-27102,0,0,1,usa today,1990,2,23,19900223,11
Tobacco1.0-15427,0,1,0,st. louis post-dispatch,1998,10,26,19981026,6
Tobacco1.0-20808,0,0,1,herald-sun,2005,5,4,20050504,0
Tobacco1.0-9085,0,0,1,palm beach post,1992,11,25,19921125,4
Tobacco1.0-15136,0,0,1,philadelphia inquirer,1998,6,2,19980602,5
Tobacco1.0-4700,0,0,1,washington post,2006,3,9,20060309,10
Tobacco1.0-4703,0,0,1,new york times,2006,3,8,20060308,0
Tobacco1.0-991,0,0,1,atlanta journal and constitution,1994,3,28,19940328,5
Tobacco1.0-4707,0,0,1,st. louis post-dispatch,2006,3,8,20060308,9
Tobacco1.0-12182,0,0,1,new york times,1997,4,6,19970406,4
Tobacco1.0-11211,0,0,1,denver post,1996,8,29,19960829,0
Tobacco1.0-21771,0,0,1,st. louis post-dispatch,2009,8,25,20090825,12
Tobacco1.0-9261,0,0,1,new york times,1992,9,10,19920910,4
Tobacco1.0-20372,0,0,1,herald-sun,2004,5,11,20040511,10
Tobacco1.0-368,0,0,1,new york times,1991,4,19,19910419,8
Tobacco1.0-4055,0,0,1,washington post,2002,3,24,20020324,0
Tobacco1.0-8809,0,0,1,atlanta journal and constitution,1991,11,7,19911107,10
Tobacco1.0-21172,0,1,0,palm beach post,2005,9,8,20050908,8
Tobacco1.0-361,0,0,1,st. louis post-dispatch,1991,4,26,19910426,11
Tobacco1.0-9065,0,0,1,new york times,1992,12,6,19921206,0
Tobacco1.0-9063,0,0,1,washington post,1992,12,8,19921208,8
Tobacco1.0-10616,0,0,1,atlanta journal and constitution,1993,10,14,19931014,0
Tobacco1.0-10347,0,0,1,new york times,1995,10,1,19951001,5
Tobacco1.0-367,0,0,1,washington post,1991,4,20,19910420,8
Tobacco1.0-698,0,0,1,atlanta journal and constitution,1993,3,25,19930325,5
Tobacco1.0-14069,0,0,1,philadelphia inquirer,1997,12,16,19971216,0
Tobacco1.0-9536,0,0,1,usa today,1995,8,2,19950802,2
Tobacco1.0-10762,0,0,1,atlanta journal and constitution,1994,12,9,19941209,8
Tobacco1.0-690,0,0,1,st. louis post-dispatch,1993,3,29,19930329,9
Tobacco1.0-15646,0,1,0,denver post,1998,12,9,19981209,0
Tobacco1.0-1657,0,0,1,st. louis post-dispatch,1996,3,28,19960328,5
Tobacco1.0-1650,0,0,1,philadelphia inquirer,1996,3,29,19960329,4
Tobacco1.0-1652,0,0,1,washington post,1996,3,29,19960329,4
Tobacco1.0-8802,0,0,1,new york times,1991,11,10,19911110,8
Tobacco1.0-181,0,0,1,palm beach post,1990,8,1,19900801,8
Tobacco1.0-10292,0,1,0,denver post,1995,10,21,19951021,5
Tobacco1.0-24617,0,0,1,atlanta journal and constitution,2003,12,11,20031211,8
Tobacco1.0-14038,0,0,1,saint paul pioneer press,1997,12,19,19971219,12
Tobacco1.0-19995,0,1,0,washington post,2004,8,13,20040813,6
Tobacco1.0-10298,0,0,1,herald-sun,1995,10,18,19951018,8
Tobacco1.0-21518,0,0,1,denver post,2008,8,8,20080808,5
Tobacco1.0-21516,0,0,1,new york times,2008,8,14,20080814,8
Tobacco1.0-20579,0,0,1,washington post,2005,7,7,20050707,12
Tobacco1.0-17966,0,0,1,herald-sun,2000,10,3,20001003,8
Tobacco1.0-25718,0,1,0,new york times,2006,10,9,20061009,8
Tobacco1.0-14286,0,0,1,denver post,1997,11,1,19971101,0
Tobacco1.0-14288,0,0,1,saint paul pioneer press,1997,11,1,19971101,4
Tobacco1.0-25175,0,1,0,palm beach post,2006,7,3,20060703,8
Tobacco1.0-17260,0,0,1,st. louis post-dispatch,1998,3,1,19980301,5
Tobacco1.0-15758,0,0,1,herald-sun,1999,6,17,19990617,12
Tobacco1.0-13126,0,0,1,washington post,1997,7,11,19970711,10
Tobacco1.0-13127,0,1,0,washington post,1997,7,11,19970711,12
Tobacco1.0-968,0,0,1,st. louis post-dispatch,1993,1,5,19930105,4
Tobacco1.0-5433,0,0,1,st. petersburg times,2009,3,19,20090319,8
Tobacco1.0-10587,0,0,1,st. louis post-dispatch,1993,10,22,19931022,0
Tobacco1.0-5436,0,0,1,saint paul pioneer press,2009,3,18,20090318,2
Tobacco1.0-23848,0,0,1,daily news,2003,5,23,20030523,5
Tobacco1.0-11848,0,0,1,daily news,1996,10,9,19961009,12
Tobacco1.0-20774,0,0,1,herald-sun,2005,5,15,20050515,5
Tobacco1.0-12724,0,0,1,herald-sun,1997,6,21,19970621,12
Tobacco1.0-11215,0,0,1,herald-sun,1996,8,29,19960829,5
Tobacco1.0-7356,0,0,1,atlanta journal and constitution,1993,5,24,19930524,12
Tobacco1.0-21352,0,0,1,palm beach post,2008,12,14,20081214,0
Tobacco1.0-21350,0,0,1,new york times,2008,12,14,20081214,0
Tobacco1.0-21351,0,0,1,palm beach post,2008,12,14,20081214,0
Tobacco1.0-10837,0,0,1,new york times,1994,11,14,19941114,4
Tobacco1.0-14841,0,0,1,washington post,1998,6,30,19980630,12
Tobacco1.0-10079,0,0,1,philadelphia inquirer,1995,12,6,19951206,5
Tobacco1.0-17392,0,0,1,herald-sun,1998,8,24,19980824,8
Tobacco1.0-1636,0,0,1,denver post,1996,3,31,19960331,6
Tobacco1.0-1243,0,0,1,new york times,1994,1,30,19940130,8
Tobacco1.0-3319,0,1,0,washington post,1999,1,12,19990112,8
Tobacco1.0-14110,0,1,0,atlanta journal and constitution,1997,12,9,19971209,0
Tobacco1.0-3811,0,0,1,st. petersburg times,2001,3,21,20010321,6
Tobacco1.0-3954,0,0,1,daily news,2001,1,25,20010125,12
Tobacco1.0-14114,0,0,1,washington post,1997,12,9,19971209,12
Tobacco1.0-5053,0,1,0,new york times,2007,2,16,20070216,0
Tobacco1.0-3818,0,0,1,new york times,2001,3,18,20010318,8
Tobacco1.0-1084,0,0,1,new york times,1994,3,10,19940310,11
Tobacco1.0-17466,0,0,1,washington post,1998,8,8,19980808,0
Tobacco1.0-18640,0,0,1,washington post,2001,4,9,20010409,10
Tobacco1.0-5050,0,0,1,philadelphia inquirer,2007,2,17,20070217,5
Tobacco1.0-22088,0,1,0,st. petersburg times,2010,8,14,20100814,5
Tobacco1.0-5727,0,0,1,washington post,2008,4,27,20080427,8
Tobacco1.0-5091,0,1,0,washington post,2007,2,6,20070206,5
Tobacco1.0-12618,0,0,1,new york times,1997,6,26,19970626,8
Tobacco1.0-8918,0,0,1,atlanta journal and constitution,1991,9,4,19910904,6
Tobacco1.0-6525,0,0,1,herald-sun,2011,1,4,20110104,0
Tobacco1.0-17482,0,0,1,herald-sun,1998,8,5,19980805,4
Tobacco1.0-13907,0,0,1,atlanta journal and constitution,1997,9,8,19970908,6
Tobacco1.0-12183,0,0,1,new york times,1997,4,6,19970406,0
Tobacco1.0-19370,0,0,1,washington post,2002,11,3,20021103,8
Tobacco1.0-5940,0,0,1,philadelphia inquirer,2008,1,5,20080105,0
Tobacco1.0-25209,0,0,1,philadelphia inquirer,2006,6,28,20060628,8
Tobacco1.0-5943,0,0,1,daily news,2008,1,3,20080103,10
Tobacco1.0-3453,0,0,1,new york times,2000,3,18,20000318,0
Tobacco1.0-19179,0,0,1,atlanta journal and constitution,2002,12,22,20021222,5
Tobacco1.0-17136,0,0,1,new york times,1998,3,12,19980312,12
Tobacco1.0-7769,0,0,1,new york times,1994,4,25,19940425,0
Tobacco1.0-16735,0,0,1,denver post,1999,11,18,19991118,10
Tobacco1.0-19173,0,0,1,new york times,2002,12,25,20021225,4
Tobacco1.0-6367,0,0,1,palm beach post,2011,4,5,20110405,0
Tobacco1.0-12500,0,1,0,palm beach post,1997,5,5,19970505,9
Tobacco1.0-5896,0,1,0,daily news,2008,1,25,20080125,12
Tobacco1.0-5894,0,0,1,washington post,2008,1,27,20080127,8
Tobacco1.0-5892,0,1,0,st. louis post-dispatch,2008,1,28,20080128,9
Tobacco1.0-17129,0,0,1,st. petersburg times,1998,3,13,19980313,5
Tobacco1.0-26506,0,1,0,daily news,2012,7,20,20120720,4
Tobacco1.0-5541,0,0,1,new york times,2009,1,14,20090114,0
Tobacco1.0-21224,0,1,0,philadelphia inquirer,2005,8,21,20050821,5
Tobacco1.0-26505,0,0,1,atlanta journal and constitution,2012,7,20,20120720,8
Tobacco1.0-26500,0,1,0,daily news,2012,7,25,20120725,9
Tobacco1.0-1394,0,0,1,saint paul pioneer press,1995,3,14,19950314,12
Tobacco1.0-14413,0,0,1,herald-sun,1998,2,13,19980213,8
Tobacco1.0-26643,0,0,1,new york times,2013,6,18,20130618,2
Tobacco1.0-6161,0,0,1,herald-sun,2010,1,17,20100117,4
Tobacco1.0-8279,0,0,1,san jose mercury news,1996,5,28,19960528,0
Tobacco1.0-17730,0,0,1,herald-sun,2000,12,15,20001215,13
Tobacco1.0-1864,0,0,1,san jose mercury news,1996,2,28,19960228,0
Tobacco1.0-6981,0,0,1,palm beach post,1992,6,17,19920617,5
Tobacco1.0-1861,0,1,0,palm beach post,1996,2,29,19960229,9
Tobacco1.0-12980,0,0,1,denver post,1997,7,26,19970726,4
Tobacco1.0-16352,0,0,1,herald-sun,1999,8,17,19990817,0
Tobacco1.0-22552,0,0,1,washington post,2000,6,9,20000609,4
Tobacco1.0-16356,0,0,1,washington post,1999,8,17,19990817,10
Tobacco1.0-16608,0,0,1,saint paul pioneer press,1999,12,18,19991218,10
Tobacco1.0-9778,0,0,1,st. louis post-dispatch,1996,7,16,19960716,4
Tobacco1.0-11885,0,0,1,atlanta journal and constitution,1996,10,3,19961003,5
Tobacco1.0-18826,0,0,1,new york times,2002,7,7,20020707,10
Tobacco1.0-23128,0,0,1,philadelphia inquirer,2000,7,28,20000728,9
Tobacco1.0-11422,0,0,1,washington post,1996,8,9,19960809,10
Tobacco1.0-16288,0,0,1,saint paul pioneer press,1999,8,31,19990831,0
Tobacco1.0-18913,0,0,1,palm beach post,2002,6,16,20020616,8
Tobacco1.0-2441,0,0,1,herald-sun,1997,2,8,19970208,12
Tobacco1.0-22157,0,0,1,washington post,2010,7,1,20100701,10
Tobacco1.0-5642,0,0,1,washington post,2008,5,31,20080531,10
Tobacco1.0-17425,0,0,1,st. petersburg times,1998,8,16,19980816,0
Tobacco1.0-22150,0,0,1,san jose mercury news,2010,7,3,20100703,5
Tobacco1.0-16280,0,0,1,herald-sun,1999,9,2,19990902,4
Tobacco1.0-11957,0,0,1,herald-sun,1997,4,26,19970426,0
Tobacco1.0-11956,0,0,1,herald-sun,1997,4,26,19970426,4
Tobacco1.0-26899,0,0,1,san jose mercury news,2013,1,11,20130111,5
Tobacco1.0-8305,0,0,1,herald-sun,1996,5,24,19960524,2
Tobacco1.0-11950,0,0,1,washington post,1997,4,27,19970427,0
Tobacco1.0-6708,0,0,1,new york times,2012,3,1,20120301,4
Tobacco1.0-25514,0,0,1,philadelphia inquirer,2006,12,15,20061215,5
Tobacco1.0-18286,0,0,1,san jose mercury news,2001,8,10,20010810,4
Tobacco1.0-2284,0,0,1,philadelphia inquirer,1997,3,11,19970311,10
Tobacco1.0-12875,0,0,1,saint paul pioneer press,1997,6,9,19970609,4
Tobacco1.0-17880,0,0,1,st. louis post-dispatch,2000,11,7,20001107,6
Tobacco1.0-19200,0,0,1,st. petersburg times,2002,12,19,20021219,4
Tobacco1.0-19207,0,0,1,herald-sun,2002,12,17,20021217,1
Tobacco1.0-12872,0,0,1,palm beach post,1997,6,9,19970609,4
Tobacco1.0-19208,0,0,1,saint paul pioneer press,2002,12,17,20021217,10
Tobacco1.0-2984,0,0,1,daily news,1999,3,12,19990312,0
Tobacco1.0-22885,0,0,1,saint paul pioneer press,2000,9,29,20000929,9
Tobacco1.0-22336,0,0,1,washington post,2011,9,8,20110908,8
Tobacco1.0-22883,0,1,0,herald-sun,2000,9,29,20000929,4
Tobacco1.0-22881,0,0,1,san jose mercury news,2000,4,1,20000401,0
Tobacco1.0-11778,0,0,1,new york times,1996,10,21,19961021,2
Tobacco1.0-23206,0,0,1,denver post,2000,7,15,20000715,0
Tobacco1.0-3392,0,0,1,new york times,2000,3,26,20000326,5
Tobacco1.0-4849,0,0,1,st. louis post-dispatch,2006,1,19,20060119,8
Tobacco1.0-3396,0,0,1,washington post,2000,3,26,20000326,8
Tobacco1.0-23201,0,0,1,washington post,2000,7,16,20000716,2
Tobacco1.0-16438,0,0,1,washington post,1999,7,22,19990722,8
Tobacco1.0-23339,0,0,1,philadelphia inquirer,2003,3,25,20030325,10
Tobacco1.0-15516,0,1,0,new york times,1998,10,4,19981004,4
Tobacco1.0-23330,0,0,1,new york times,2003,3,26,20030326,8
Tobacco1.0-11391,0,0,1,daily news,1996,8,13,19960813,0
Tobacco1.0-7546,0,0,1,usa today,1994,6,9,19940609,9
Tobacco1.0-10065,0,0,1,herald-sun,1995,12,12,19951212,4
Tobacco1.0-7545,0,0,1,philadelphia inquirer,1994,6,9,19940609,10
Tobacco1.0-19196,0,0,1,saint paul pioneer press,2002,12,19,20021219,4
Tobacco1.0-6017,0,0,1,philadelphia inquirer,2010,5,21,20100521,0
Tobacco1.0-6014,0,0,1,daily news,2010,5,24,20100524,8
Tobacco1.0-6385,0,0,1,san jose mercury news,2011,3,25,20110325,6
Tobacco1.0-22429,0,0,1,san jose mercury news,2011,7,7,20110707,10
Tobacco1.0-27355,0,1,0,st. louis post-dispatch,1992,2,27,19920227,9
Tobacco1.0-18130,0,0,1,san jose mercury news,2001,11,12,20011112,0
Tobacco1.0-27351,0,0,1,palm beach post,1992,2,28,19920228,5
Tobacco1.0-27353,0,0,1,usa today,1992,2,28,19920228,8
Tobacco1.0-22420,0,0,1,palm beach post,2011,7,7,20110707,4
Tobacco1.0-18138,0,1,0,saint paul pioneer press,2001,11,9,20011109,0
Tobacco1.0-1538,0,1,0,new york times,1995,2,14,19950214,0
Tobacco1.0-23441,0,1,0,daily news,2003,3,9,20030309,5
Tobacco1.0-738,0,0,1,palm beach post,1993,3,16,19930316,6
Tobacco1.0-24642,0,0,1,herald-sun,2003,11,30,20031130,0
Tobacco1.0-23119,0,0,1,st. louis post-dispatch,2000,8,1,20000801,4
Tobacco1.0-24646,0,1,0,washington post,2003,11,30,20031130,5
Tobacco1.0-7789,0,0,1,atlanta journal and constitution,1994,4,20,19940420,0
Tobacco1.0-11083,0,0,1,washington post,1996,9,14,19960914,0
Tobacco1.0-14719,0,0,1,denver post,1998,5,12,19980512,5
Tobacco1.0-25734,0,0,1,new york times,2006,10,1,20061001,4
Tobacco1.0-24667,0,0,1,washington post,2003,11,20,20031120,9
Tobacco1.0-25736,0,1,0,new york times,2006,9,30,20060930,4
Tobacco1.0-16183,0,1,0,st. louis post-dispatch,1999,9,24,19990924,12
Tobacco1.0-19979,0,0,1,atlanta journal and constitution,2004,8,19,20040819,0
Tobacco1.0-4445,0,0,1,washington post,2005,2,24,20050224,10
Tobacco1.0-4442,0,0,1,atlanta journal and constitution,2005,2,24,20050224,12
Tobacco1.0-5131,0,0,1,washington post,2007,1,28,20070128,5
Tobacco1.0-8120,0,0,1,new york times,1995,5,6,19950506,0
Tobacco1.0-24655,0,0,1,new york times,2003,11,25,20031125,4
Tobacco1.0-16606,0,0,1,palm beach post,1999,12,18,19991218,8
Tobacco1.0-10669,0,0,1,usa today,1993,9,20,19930920,0
Tobacco1.0-3718,0,0,1,atlanta journal and constitution,2000,1,12,20000112,0
Tobacco1.0-9654,0,0,1,daily news,1995,7,13,19950713,4
Tobacco1.0-23067,0,0,1,herald-sun,2000,8,9,20000809,0
Tobacco1.0-25358,0,0,1,new york times,2006,5,6,20060506,4
Tobacco1.0-23061,0,0,1,herald-sun,2000,8,11,20000811,5
Tobacco1.0-8252,0,0,1,usa today,1995,4,5,19950405,8
Tobacco1.0-15094,0,0,1,new york times,1998,6,8,19980608,0
Tobacco1.0-23069,0,0,1,new york times,2000,8,9,20000809,10
Tobacco1.0-7836,0,0,1,philadelphia inquirer,1994,4,15,19940415,8
Tobacco1.0-24002,0,0,1,daily news,2003,4,19,20030419,0
Tobacco1.0-16632,0,0,1,washington post,1999,12,11,19991211,0
Tobacco1.0-22653,0,1,0,st. louis post-dispatch,2000,5,21,20000521,0
Tobacco1.0-20010,0,0,1,saint paul pioneer press,2004,8,5,20040805,5
Tobacco1.0-4254,0,0,1,st. louis post-dispatch,2002,1,16,20020116,12
Tobacco1.0-20017,0,0,1,new york times,2004,8,3,20040803,0
Tobacco1.0-1750,0,1,0,washington post,1996,3,18,19960318,4
Tobacco1.0-5891,0,0,1,st. louis post-dispatch,2008,1,28,20080128,10
Tobacco1.0-24488,0,0,1,herald-sun,2003,7,12,20030712,0
Tobacco1.0-4620,0,0,1,denver post,2006,3,30,20060330,5
Tobacco1.0-10687,0,0,1,st. petersburg times,1993,9,6,19930906,4
Tobacco1.0-24481,0,0,1,new york times,2003,7,15,20030715,4
Tobacco1.0-24480,0,0,1,st. louis post-dispatch,2003,7,16,20030716,0
Tobacco1.0-18825,0,0,1,new york times,2002,7,8,20020708,9
Tobacco1.0-15258,0,0,1,herald-sun,1998,11,18,19981118,0
Tobacco1.0-18004,0,1,0,new york times,2001,12,19,20011219,8
Tobacco1.0-13932,0,0,1,palm beach post,1997,9,4,19970904,12
Tobacco1.0-8388,0,1,0,herald-sun,1996,5,9,19960509,0
Tobacco1.0-9897,0,0,1,atlanta journal and constitution,1996,6,28,19960628,8
Tobacco1.0-16325,0,0,1,atlanta journal and constitution,1999,8,22,19990822,0
Tobacco1.0-18342,0,0,1,herald-sun,2001,7,18,20010718,0
Tobacco1.0-3359,0,0,1,new york times,2000,3,31,20000331,4
Tobacco1.0-14470,0,1,0,st. petersburg times,1998,2,9,19980209,12
Tobacco1.0-203,0,0,1,st. petersburg times,1990,7,21,19900721,10
Tobacco1.0-200,0,0,1,st. louis post-dispatch,1990,7,22,19900722,6
Tobacco1.0-20163,0,0,1,new york times,2004,7,1,20040701,0
Tobacco1.0-25992,0,0,1,usa today,2007,9,12,20070912,0
Tobacco1.0-16630,0,0,1,herald-sun,1999,12,11,19991211,0
Tobacco1.0-2847,0,1,0,new york times,1998,1,4,19980104,5
Tobacco1.0-8652,0,0,1,new york times,1996,4,7,19960407,0
Tobacco1.0-24269,0,0,1,new york times,2003,9,22,20030922,11
Tobacco1.0-3355,0,0,1,herald-sun,2000,3,31,20000331,4
Tobacco1.0-595,0,0,1,st. petersburg times,1993,4,27,19930427,9
Tobacco1.0-17577,0,0,1,st. louis post-dispatch,1998,7,20,19980720,10
Tobacco1.0-25299,0,0,1,new york times,2006,5,31,20060531,4
Tobacco1.0-19583,0,0,1,daily news,2002,9,2,20020902,9
Tobacco1.0-25846,0,0,1,atlanta journal and constitution,2007,12,14,20071214,5
Tobacco1.0-25845,0,0,1,st. petersburg times,2007,12,16,20071216,4
Tobacco1.0-6436,0,0,1,daily news,2011,2,24,20110224,4
Tobacco1.0-10110,0,0,1,st. louis post-dispatch,1995,11,29,19951129,9
Tobacco1.0-14490,0,0,1,saint paul pioneer press,1998,2,7,19980207,6
Tobacco1.0-10113,0,0,1,new york times,1995,11,28,19951128,10
Tobacco1.0-8613,0,0,1,daily news,1996,4,11,19960411,4
Tobacco1.0-116,0,0,1,st. louis post-dispatch,1990,10,6,19901006,5
Tobacco1.0-22605,0,0,1,denver post,2000,5,30,20000530,8
Tobacco1.0-4073,0,0,1,saint paul pioneer press,2002,3,20,20020320,8
Tobacco1.0-17816,0,0,1,washington post,2000,11,23,20001123,10
Tobacco1.0-9276,0,1,0,new york times,1992,9,2,19920902,0
Tobacco1.0-9511,0,0,1,st. louis post-dispatch,1995,8,8,19950808,12
Tobacco1.0-18919,0,0,1,new york times,2002,6,15,20020615,5
Tobacco1.0-15187,0,0,1,saint paul pioneer press,1998,11,23,19981123,0
Tobacco1.0-14842,0,0,1,atlanta journal and constitution,1998,6,29,19980629,5
Tobacco1.0-9079,0,0,1,st. louis post-dispatch,1992,11,28,19921128,9
Tobacco1.0-25192,0,0,1,st. louis post-dispatch,2006,7,2,20060702,8
Tobacco1.0-20345,0,0,1,atlanta journal and constitution,2004,5,17,20040517,6
Tobacco1.0-14459,0,0,1,washington post,1998,2,10,19980210,0
Tobacco1.0-9076,0,0,1,st. louis post-dispatch,1992,11,30,19921130,4
Tobacco1.0-1669,0,0,1,philadelphia inquirer,1996,3,26,19960326,8
Tobacco1.0-15420,0,0,1,philadelphia inquirer,1998,10,27,19981027,0
Tobacco1.0-14079,0,0,1,palm beach post,1997,12,15,19971215,12
Tobacco1.0-27003,0,0,1,palm beach post,1990,4,19,19900419,0
Tobacco1.0-27005,0,0,1,palm beach post,1990,4,18,19900418,8
Tobacco1.0-15076,0,0,1,washington post,1998,6,11,19980611,12
Tobacco1.0-15077,0,0,1,washington post,1998,6,11,19980611,4
Tobacco1.0-14072,0,0,1,st. petersburg times,1997,12,16,19971216,9
Tobacco1.0-6701,0,0,1,washington post,2012,3,8,20120308,8
Tobacco1.0-14075,0,0,1,herald-sun,1997,12,15,19971215,3
Tobacco1.0-1666,0,0,1,herald-sun,1996,3,26,19960326,12
Tobacco1.0-26187,0,0,1,daily news,2007,5,27,20070527,8
Tobacco1.0-5084,0,0,1,new york times,2007,2,7,20070207,4
Tobacco1.0-14274,0,0,1,washington post,1997,11,5,19971105,8
Tobacco1.0-14276,0,0,1,new york times,1997,11,4,19971104,0
Tobacco1.0-14271,0,0,1,san jose mercury news,1997,11,5,19971105,8
Tobacco1.0-9383,0,0,1,daily news,1995,8,16,19950816,6
Tobacco1.0-14273,0,0,1,washington post,1997,11,5,19971105,0
Tobacco1.0-7796,0,0,1,new york times,1994,4,20,19940420,0
Tobacco1.0-14456,0,0,1,st. louis post-dispatch,1998,2,10,19980210,4
Tobacco1.0-4033,0,0,1,washington post,2002,3,30,20020330,0
Tobacco1.0-24663,0,0,1,atlanta journal and constitution,2003,11,20,20031120,8
Tobacco1.0-20582,0,0,1,atlanta journal and constitution,2005,7,6,20050706,5
Tobacco1.0-20583,0,0,1,atlanta journal and constitution,2005,7,6,20050706,0
Tobacco1.0-6459,0,0,1,atlanta journal and constitution,2011,2,12,20110212,0
Tobacco1.0-5394,0,0,1,usa today,2009,4,3,20090403,5
Tobacco1.0-10242,0,0,1,saint paul pioneer press,1995,11,2,19951102,8
Tobacco1.0-10931,0,0,1,usa today,1994,10,19,19941019,2
Tobacco1.0-10245,0,0,1,usa today,1995,11,2,19951102,4
