,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-11335,0,0,1,denver post,2012,10,28,20121028,10
gun_control1.0-11336,0,0,1,denver post,2012,10,28,20121028,7
gun_control1.0-11625,0,0,1,palm beach post,2012,6,17,20120617,4
gun_control1.0-3020,0,0,1,san jose mercury news,1994,2,26,19940226,13
gun_control1.0-5913,0,0,1,new york times,1999,6,8,19990608,11
gun_control1.0-9046,0,0,1,new york times,2002,5,8,20020508,4
gun_control1.0-3023,0,0,1,palm beach post,1994,2,25,19940225,6
gun_control1.0-5916,0,1,0,philadelphia inquirer,1999,6,8,19990608,12
gun_control1.0-5917,0,0,1,washington post,1999,6,8,19990608,6
gun_control1.0-3026,0,1,0,denver post,1994,2,24,19940224,11
gun_control1.0-9043,0,0,1,daily news,2002,5,8,20020508,4
gun_control1.0-11024,0,0,1,daily news,2011,1,11,20110111,12
gun_control1.0-11027,0,1,0,philadelphia inquirer,2011,1,11,20110111,5
gun_control1.0-11020,0,0,1,usa today,2011,1,12,20110112,6
gun_control1.0-9049,0,0,1,washington post,2002,5,8,20020508,4
gun_control1.0-9866,0,0,1,st. louis post-dispatch,2004,3,8,20040308,5
gun_control1.0-9860,0,0,1,saint paul pioneer press,2004,3,10,20040310,7
gun_control1.0-2257,0,0,1,denver post,1994,1,17,19940117,4
gun_control1.0-2259,0,0,1,new york times,1994,1,17,19940117,11
gun_control1.0-9869,0,0,1,palm beach post,2004,3,6,20040306,4
gun_control1.0-1073,0,0,1,atlanta journal and constitution,1991,5,2,19910502,12
gun_control1.0-1075,0,0,1,new york times,1991,5,2,19910502,12
gun_control1.0-1074,0,0,1,new york times,1991,5,2,19910502,12
gun_control1.0-1077,0,0,1,usa today,1991,5,2,19910502,12
gun_control1.0-9265,0,1,0,st. louis post-dispatch,2003,9,8,20030908,12
gun_control1.0-4875,0,0,1,st. louis post-dispatch,1998,7,22,19980722,8
gun_control1.0-9260,0,0,1,st. louis post-dispatch,2003,9,13,20030913,12
gun_control1.0-9261,0,0,1,st. louis post-dispatch,2003,9,13,20030913,4
gun_control1.0-5997,0,0,1,washington post,1999,5,27,19990527,12
gun_control1.0-11936,0,0,1,new york times,2012,12,18,20121218,12
gun_control1.0-11247,0,0,1,washington post,2012,2,19,20120219,5
gun_control1.0-4042,0,0,1,st. louis post-dispatch,1996,8,26,19960826,12
gun_control1.0-8313,0,0,1,atlanta journal and constitution,2000,8,2,20000802,5
gun_control1.0-12072,0,0,1,san jose mercury news,2012,12,14,20121214,2
gun_control1.0-11248,0,0,1,atlanta journal and constitution,2012,2,17,20120217,5
gun_control1.0-4041,0,0,1,san jose mercury news,1996,8,26,19960826,5
gun_control1.0-11938,0,0,1,new york times,2012,12,18,20121218,6
gun_control1.0-230,0,0,1,new york times,1985,6,15,19850615,4
gun_control1.0-12133,0,0,1,saint paul pioneer press,2012,12,30,20121230,7
gun_control1.0-8406,0,1,0,atlanta journal and constitution,2002,1,21,20020121,7
gun_control1.0-12137,0,0,1,washington post,2012,12,30,20121230,11
gun_control1.0-2992,0,0,1,new york times,1994,3,2,19940302,8
gun_control1.0-12139,0,0,1,denver post,2012,12,29,20121229,1
gun_control1.0-12138,0,0,1,daily news,2012,12,29,20121229,12
gun_control1.0-4864,0,0,1,st. louis post-dispatch,1998,7,28,19980728,10
gun_control1.0-8409,0,0,1,denver post,2002,1,17,20020117,7
gun_control1.0-1671,0,0,1,atlanta journal and constitution,1991,12,16,19911216,7
gun_control1.0-8794,0,1,0,new york times,2002,11,16,20021116,7
gun_control1.0-8792,0,0,1,herald-sun,2002,11,17,20021117,5
gun_control1.0-1675,0,0,1,atlanta journal and constitution,1991,12,10,19911210,4
gun_control1.0-9471,0,0,1,denver post,2003,3,17,20030317,12
gun_control1.0-7851,0,0,1,herald-sun,2001,3,31,20010331,9
gun_control1.0-7853,0,0,1,st. louis post-dispatch,2001,3,30,20010330,12
gun_control1.0-2647,0,0,1,philadelphia inquirer,1994,7,27,19940727,12
gun_control1.0-9311,0,0,1,saint paul pioneer press,2003,6,28,20030628,11
gun_control1.0-4956,0,0,1,atlanta journal and constitution,1998,6,18,19980618,6
gun_control1.0-4951,0,0,1,atlanta journal and constitution,1998,6,20,19980620,11
gun_control1.0-4950,0,0,1,new york times,1998,6,21,19980621,6
gun_control1.0-11805,0,0,1,daily news,2012,12,20,20121220,12
gun_control1.0-8227,0,0,1,denver post,2000,9,5,20000905,11
gun_control1.0-8225,0,0,1,philadelphia inquirer,2000,9,6,20000906,10
gun_control1.0-1115,0,0,1,palm beach post,1991,4,19,19910419,12
gun_control1.0-8223,0,0,1,new york times,2000,9,6,20000906,12
gun_control1.0-4958,0,0,1,washington post,1998,6,18,19980618,6
gun_control1.0-2649,0,0,1,atlanta journal and constitution,1994,7,22,19940722,4
gun_control1.0-8220,0,0,1,st. louis post-dispatch,2000,9,7,20000907,10
gun_control1.0-3493,0,0,1,new york times,1994,8,14,19940814,12
gun_control1.0-10024,0,0,1,washington post,2005,12,7,20051207,4
gun_control1.0-2664,0,0,1,new york times,1994,7,9,19940709,5
gun_control1.0-11344,0,0,1,st. louis post-dispatch,2012,10,20,20121020,0
gun_control1.0-11491,0,0,1,daily news,2012,7,27,20120727,12
gun_control1.0-7419,0,0,1,st. louis post-dispatch,2000,3,1,20000301,12
gun_control1.0-12045,0,1,0,washington post,2012,12,16,20121216,11
gun_control1.0-4886,0,0,1,st. louis post-dispatch,1998,7,18,19980718,2
gun_control1.0-4884,0,0,1,palm beach post,1998,7,18,19980718,4
gun_control1.0-4882,0,0,1,saint paul pioneer press,1998,7,19,19980719,0
gun_control1.0-4429,0,0,1,st. petersburg times,1997,9,14,19970914,11
gun_control1.0-3243,0,1,0,san jose mercury news,1995,2,2,19950202,11
gun_control1.0-5178,0,0,1,st. louis post-dispatch,1998,1,12,19980112,4
gun_control1.0-2484,0,0,1,new york times,1993,12,1,19931201,12
gun_control1.0-2486,0,0,1,palm beach post,1993,12,1,19931201,7
gun_control1.0-4953,0,0,1,st. louis post-dispatch,1998,6,20,19980620,4
gun_control1.0-6923,0,1,0,new york times,1999,10,20,19991020,12
gun_control1.0-8131,0,0,1,st. louis post-dispatch,2000,10,6,20001006,12
gun_control1.0-8130,0,0,1,denver post,2000,10,6,20001006,12
gun_control1.0-8137,0,0,1,new york times,2000,10,5,20001005,12
gun_control1.0-8136,0,0,1,denver post,2000,10,5,20001005,12
gun_control1.0-346,0,0,1,new york times,1981,4,24,19810424,5
gun_control1.0-1205,0,0,1,st. louis post-dispatch,1991,3,19,19910319,5
gun_control1.0-1111,0,0,1,washington post,1991,4,20,19910420,13
gun_control1.0-6928,0,0,1,philadelphia inquirer,1999,10,18,19991018,4
gun_control1.0-5216,0,0,1,st. louis post-dispatch,1997,11,16,19971116,7
gun_control1.0-3686,0,0,1,new york times,1995,7,9,19950709,7
gun_control1.0-3680,0,0,1,herald-sun,1995,7,11,19950711,0
gun_control1.0-681,0,0,1,usa today,1989,6,15,19890615,7
gun_control1.0-3682,0,0,1,new york times,1995,7,10,19950710,6
gun_control1.0-683,0,0,1,st. louis post-dispatch,1989,6,14,19890614,12
gun_control1.0-132,0,0,1,new york times,1988,3,9,19880309,4
gun_control1.0-133,0,0,1,new york times,1988,2,4,19880204,12
gun_control1.0-10028,0,0,1,daily news,2005,12,1,20051201,6
gun_control1.0-5201,0,0,1,saint paul pioneer press,1997,12,8,19971208,6
gun_control1.0-689,0,0,1,st. louis post-dispatch,1989,6,5,19890605,12
gun_control1.0-135,0,0,1,new york times,1988,2,3,19880203,0
gun_control1.0-2795,0,0,1,new york times,1994,5,4,19940504,12
gun_control1.0-2797,0,0,1,philadelphia inquirer,1994,5,4,19940504,2
gun_control1.0-225,0,0,1,new york times,1985,7,9,19850709,5
gun_control1.0-3035,0,0,1,philadelphia inquirer,1994,2,18,19940218,0
gun_control1.0-220,0,0,1,new york times,1985,8,2,19850802,12
gun_control1.0-2792,0,0,1,usa today,1994,5,5,19940505,12
gun_control1.0-2116,0,0,1,usa today,1993,3,8,19930308,6
gun_control1.0-1425,0,0,1,new york times,1992,8,9,19920809,5
gun_control1.0-2799,0,0,1,st. louis post-dispatch,1994,5,4,19940504,12
gun_control1.0-2798,0,0,1,st. louis post-dispatch,1994,5,4,19940504,5
gun_control1.0-4318,0,0,1,atlanta journal and constitution,1996,2,21,19960221,5
gun_control1.0-4312,0,0,1,san jose mercury news,1996,2,24,19960224,6
gun_control1.0-6861,0,0,1,philadelphia inquirer,1999,11,9,19991109,11
gun_control1.0-2073,0,0,1,st. louis post-dispatch,1993,4,19,19930419,0
gun_control1.0-10569,0,0,1,usa today,2010,2,26,20100226,4
gun_control1.0-3590,0,0,1,philadelphia inquirer,1995,11,1,19951101,12
gun_control1.0-359,0,0,1,new york times,1981,4,4,19810404,5
gun_control1.0-354,0,0,1,new york times,1981,4,10,19810410,12
gun_control1.0-10561,0,0,1,washington post,2010,3,2,20100302,4
gun_control1.0-352,0,0,1,new york times,1981,4,14,19810414,10
gun_control1.0-351,0,0,1,new york times,1981,4,16,19810416,6
gun_control1.0-2868,0,0,1,san jose mercury news,1994,4,14,19940414,12
gun_control1.0-2867,0,0,1,san jose mercury news,1994,4,14,19940414,0
gun_control1.0-3972,0,0,1,denver post,1996,10,13,19961013,12
gun_control1.0-2864,0,0,1,usa today,1994,4,15,19940415,6
gun_control1.0-2863,0,0,1,usa today,1994,4,15,19940415,6
gun_control1.0-2862,0,0,1,washington post,1994,4,17,19940417,12
gun_control1.0-2860,0,1,0,new york times,1994,4,17,19940417,10
gun_control1.0-1844,0,0,1,new york times,1993,10,28,19931028,12
gun_control1.0-6814,0,0,1,palm beach post,1999,12,1,19991201,0
gun_control1.0-1847,0,0,1,atlanta journal and constitution,1993,10,27,19931027,5
gun_control1.0-6812,0,0,1,herald-sun,1999,12,1,19991201,7
gun_control1.0-4224,0,0,1,new york times,1996,3,27,19960327,12
gun_control1.0-5365,0,0,1,saint paul pioneer press,1999,2,18,19990218,4
gun_control1.0-9875,0,1,0,st. louis post-dispatch,2004,3,5,20040305,5
gun_control1.0-5366,0,0,1,st. louis post-dispatch,1999,2,18,19990218,5
gun_control1.0-10962,0,1,0,new york times,2011,1,24,20110124,10
gun_control1.0-5378,0,0,1,st. louis post-dispatch,1999,2,12,19990212,4
gun_control1.0-6818,0,0,1,san jose mercury news,1999,12,1,19991201,6
gun_control1.0-4768,0,0,1,new york times,1996,12,6,19961206,4
gun_control1.0-4767,0,0,1,denver post,1996,12,6,19961206,4
gun_control1.0-4765,0,0,1,atlanta journal and constitution,1996,12,6,19961206,4
gun_control1.0-4762,0,0,1,st. petersburg times,1996,12,8,19961208,5
gun_control1.0-9873,0,0,1,atlanta journal and constitution,2004,3,5,20040305,12
gun_control1.0-4760,0,0,1,st. louis post-dispatch,1996,12,10,19961210,5
gun_control1.0-10984,0,0,1,atlanta journal and constitution,2011,1,17,20110117,5
gun_control1.0-8876,0,0,1,new york times,2002,10,10,20021010,6
gun_control1.0-10986,0,0,1,herald-sun,2011,1,17,20110117,12
gun_control1.0-10980,0,0,1,san jose mercury news,2011,1,19,20110119,4
gun_control1.0-10981,0,0,1,washington post,2011,1,19,20110119,5
gun_control1.0-2068,0,0,1,new york times,1993,4,26,19930426,13
gun_control1.0-5624,0,0,1,san jose mercury news,1998,9,29,19980929,12
gun_control1.0-6227,0,0,1,atlanta journal and constitution,1999,8,28,19990828,2
gun_control1.0-6937,0,0,1,denver post,1999,10,16,19991016,12
gun_control1.0-5702,0,0,1,san jose mercury news,1999,6,23,19990623,12
gun_control1.0-5626,0,0,1,denver post,1998,9,26,19980926,12
gun_control1.0-10556,0,0,1,washington post,2010,3,3,20100303,4
gun_control1.0-1747,0,0,1,new york times,1991,10,21,19911021,6
gun_control1.0-8872,0,0,1,new york times,2002,10,11,20021011,12
gun_control1.0-4160,0,0,1,philadelphia inquirer,1996,5,6,19960506,7
gun_control1.0-4161,0,0,1,palm beach post,1996,5,4,19960504,7
gun_control1.0-4595,0,0,1,herald-sun,1997,4,6,19970406,6
gun_control1.0-1296,0,0,1,st. petersburg times,1991,1,1,19910101,5
gun_control1.0-1981,0,0,1,new york times,1993,8,12,19930812,12
gun_control1.0-10344,0,0,1,st. petersburg times,2010,9,30,20100930,6
gun_control1.0-5219,0,0,1,new york times,1997,11,14,19971114,4
gun_control1.0-3520,0,0,1,san jose mercury news,1995,12,26,19951226,5
gun_control1.0-10349,0,0,1,san jose mercury news,2010,9,24,20100924,10
gun_control1.0-3524,0,0,1,washington post,1995,12,23,19951223,12
gun_control1.0-3526,0,1,0,saint paul pioneer press,1995,12,22,19951222,11
gun_control1.0-10189,0,0,1,new york times,2005,4,27,20050427,5
gun_control1.0-11905,0,0,1,washington post,2012,12,19,20121219,12
gun_control1.0-7323,0,1,0,philadelphia inquirer,2000,3,13,20000313,12
gun_control1.0-7321,0,0,1,herald-sun,2000,3,13,20000313,5
gun_control1.0-7452,0,0,1,palm beach post,2000,7,26,20000726,8
gun_control1.0-7326,0,1,0,washington post,2000,3,13,20000313,12
gun_control1.0-7217,0,0,1,washington post,2000,3,22,20000322,12
gun_control1.0-7213,0,0,1,denver post,2000,3,22,20000322,0
gun_control1.0-5540,0,0,1,washington post,1998,11,14,19981114,12
gun_control1.0-10740,0,0,1,palm beach post,2011,9,15,20110915,4
gun_control1.0-7210,0,0,1,denver post,2000,3,22,20000322,12
gun_control1.0-4094,0,0,1,st. louis post-dispatch,1996,7,11,19960711,12
gun_control1.0-4097,0,0,1,daily news,1996,7,10,19960710,12
gun_control1.0-914,0,0,1,palm beach post,1991,6,28,19910628,12
gun_control1.0-8487,0,0,1,washington post,2001,10,26,20011026,12
gun_control1.0-916,0,0,1,usa today,1991,6,28,19910628,12
gun_control1.0-5788,0,0,1,st. louis post-dispatch,1999,6,18,19990618,12
gun_control1.0-910,0,0,1,st. louis post-dispatch,1991,6,29,19910629,12
gun_control1.0-911,0,0,1,washington post,1991,6,29,19910629,12
gun_control1.0-912,0,0,1,atlanta journal and constitution,1991,6,28,19910628,6
gun_control1.0-2747,0,0,1,denver post,1994,5,14,19940514,12
gun_control1.0-5780,0,0,1,new york times,1999,6,18,19990618,12
gun_control1.0-5787,0,0,1,st. petersburg times,1999,6,18,19990618,12
gun_control1.0-919,0,0,1,washington post,1991,6,28,19910628,12
gun_control1.0-3028,0,0,1,atlanta journal and constitution,1994,2,23,19940223,12
gun_control1.0-5444,0,0,1,st. petersburg times,1999,1,13,19990113,12
gun_control1.0-2009,0,0,1,new york times,1993,7,8,19930708,6
gun_control1.0-2008,0,0,1,usa today,1993,7,9,19930709,12
gun_control1.0-7038,0,0,1,palm beach post,2000,4,15,20000415,4
gun_control1.0-7035,0,0,1,denver post,2000,4,15,20000415,12
gun_control1.0-7526,0,0,1,daily news,2000,6,20,20000620,4
gun_control1.0-7033,0,1,0,denver post,2000,4,15,20000415,11
gun_control1.0-7032,0,0,1,philadelphia inquirer,2000,4,16,20000416,10
gun_control1.0-7523,0,0,1,daily news,2000,6,21,20000621,12
gun_control1.0-2002,0,0,1,palm beach post,1993,7,15,19930715,5
gun_control1.0-6035,0,0,1,new york times,1999,5,23,19990523,12
gun_control1.0-6030,0,0,1,atlanta journal and constitution,1999,5,23,19990523,12
gun_control1.0-6031,0,0,1,denver post,1999,5,23,19990523,6
gun_control1.0-9177,0,1,0,st. louis post-dispatch,2003,10,23,20031023,6
gun_control1.0-4781,0,0,1,denver post,1996,12,3,19961203,6
gun_control1.0-1257,0,0,1,atlanta journal and constitution,1991,1,25,19910125,5
gun_control1.0-4783,0,0,1,washington post,1996,12,3,19961203,4
gun_control1.0-4785,0,1,0,atlanta journal and constitution,1996,12,2,19961202,4
gun_control1.0-4786,0,0,1,st. louis post-dispatch,1996,12,2,19961202,4
gun_control1.0-5193,0,1,0,washington post,1997,12,20,19971220,4
gun_control1.0-4789,0,0,1,san jose mercury news,1996,11,26,19961126,12
gun_control1.0-5190,0,0,1,palm beach post,1997,12,21,19971221,11
gun_control1.0-4545,0,0,1,new york times,1997,5,10,19970510,6
gun_control1.0-4542,0,0,1,palm beach post,1997,5,12,19970512,12
gun_control1.0-10957,0,0,1,st. petersburg times,2011,1,26,20110126,6
gun_control1.0-3237,0,1,0,st. louis post-dispatch,1995,2,6,19950206,5
gun_control1.0-2550,0,0,1,usa today,1993,11,22,19931122,12
gun_control1.0-3115,0,0,1,st. louis post-dispatch,1995,3,22,19950322,12
gun_control1.0-1448,0,1,0,new york times,1992,7,7,19920707,5
gun_control1.0-2310,0,0,1,palm beach post,1994,1,6,19940106,12
gun_control1.0-7140,0,0,1,new york times,2000,4,1,20000401,6
gun_control1.0-2314,0,0,1,san jose mercury news,1994,1,6,19940106,12
gun_control1.0-7145,0,0,1,san jose mercury news,2000,4,1,20000401,10
gun_control1.0-6320,0,0,1,herald-sun,1999,8,13,19990813,12
gun_control1.0-2318,0,0,1,new york times,1994,1,5,19940105,0
gun_control1.0-7149,0,0,1,palm beach post,2000,3,31,20000331,11
gun_control1.0-6491,0,0,1,st. petersburg times,1999,7,11,19990711,5
gun_control1.0-6324,0,0,1,atlanta journal and constitution,1999,8,12,19990812,12
gun_control1.0-6495,0,0,1,washington post,1999,7,9,19990709,5
gun_control1.0-9679,0,0,1,new york times,2004,9,13,20040913,12
gun_control1.0-9678,0,0,1,new york times,2004,9,13,20040913,5
gun_control1.0-10407,0,0,1,washington post,2010,7,4,20100704,4
gun_control1.0-9677,0,0,1,denver post,2004,9,13,20040913,12
gun_control1.0-1683,0,0,1,palm beach post,1991,12,5,19911205,8
gun_control1.0-11533,0,0,1,new york times,2012,7,25,20120725,7
gun_control1.0-1879,0,0,1,new york times,1993,10,14,19931014,12
gun_control1.0-4438,0,0,1,washington post,1997,9,12,19970912,10
gun_control1.0-1840,0,0,1,new york times,1993,10,30,19931030,12
gun_control1.0-3301,0,0,1,usa today,1994,12,28,19941228,12
gun_control1.0-3303,0,0,1,usa today,1994,12,27,19941227,7
gun_control1.0-3302,0,1,0,new york times,1994,12,27,19941227,7
gun_control1.0-3304,0,0,1,san jose mercury news,1994,12,25,19941225,6
gun_control1.0-3309,0,0,1,philadelphia inquirer,1994,12,18,19941218,10
gun_control1.0-4556,0,1,0,saint paul pioneer press,1997,5,4,19970504,12
gun_control1.0-9321,0,0,1,daily news,2003,6,16,20030616,4
gun_control1.0-9282,0,0,1,daily news,2003,7,26,20030726,12
gun_control1.0-6148,0,1,0,daily news,1999,9,17,19990917,12
gun_control1.0-9788,0,0,1,st. louis post-dispatch,2004,5,14,20040514,12
gun_control1.0-6144,0,0,1,san jose mercury news,1999,9,18,19990918,12
gun_control1.0-9785,0,0,1,st. louis post-dispatch,2004,5,26,20040526,12
gun_control1.0-10970,0,0,1,denver post,2011,1,21,20110121,7
gun_control1.0-6142,0,0,1,denver post,1999,9,18,19990918,6
gun_control1.0-9780,0,0,1,saint paul pioneer press,2004,6,1,20040601,5
gun_control1.0-9416,0,0,1,atlanta journal and constitution,2003,4,30,20030430,6
gun_control1.0-11321,0,0,1,tampa bay times,2012,11,16,20121116,10
gun_control1.0-11320,0,0,1,denver post,2012,11,16,20121116,8
gun_control1.0-9412,0,0,1,saint paul pioneer press,2003,5,2,20030502,5
gun_control1.0-9411,0,0,1,saint paul pioneer press,2003,5,2,20030502,5
gun_control1.0-9410,0,0,1,denver post,2003,5,4,20030504,5
gun_control1.0-3015,0,0,1,denver post,1994,2,27,19940227,7
gun_control1.0-5966,0,0,1,atlanta journal and constitution,1999,5,31,19990531,0
gun_control1.0-5964,0,0,1,atlanta journal and constitution,1999,5,31,19990531,10
gun_control1.0-5962,0,0,1,washington post,1999,6,1,19990601,0
gun_control1.0-5961,0,0,1,washington post,1999,6,1,19990601,5
gun_control1.0-10973,0,0,1,washington post,2011,1,21,20110121,9
gun_control1.0-8443,0,0,1,washington post,2001,12,7,20011207,7
gun_control1.0-11747,0,0,1,san jose mercury news,2012,12,22,20121222,8
gun_control1.0-9076,0,0,1,denver post,2002,4,26,20020426,12
gun_control1.0-2265,0,0,1,philadelphia inquirer,1994,1,16,19940116,3
gun_control1.0-2263,0,0,1,atlanta journal and constitution,1994,1,16,19940116,0
gun_control1.0-2262,0,0,1,atlanta journal and constitution,1994,1,16,19940116,12
gun_control1.0-9893,0,0,1,st. petersburg times,2004,3,2,20040302,5
gun_control1.0-9891,0,0,1,philadelphia inquirer,2004,3,2,20040302,12
gun_control1.0-9895,0,0,1,washington post,2004,3,2,20040302,6
gun_control1.0-9093,0,0,1,new york times,2002,4,18,20020418,6
gun_control1.0-1067,0,0,1,washington post,1991,5,6,19910506,12
gun_control1.0-7846,0,0,1,denver post,2000,5,1,20000501,12
gun_control1.0-7677,0,0,1,daily news,2000,5,16,20000516,6
gun_control1.0-7845,0,0,1,denver post,2000,5,1,20000501,5
gun_control1.0-9461,0,0,1,philadelphia inquirer,2003,3,23,20030323,4
gun_control1.0-1289,0,0,1,new york times,1991,1,4,19910104,6
gun_control1.0-1068,0,0,1,atlanta journal and constitution,1991,5,5,19910505,12
gun_control1.0-9844,0,1,0,new york times,2004,3,19,20040319,6
gun_control1.0-8308,0,1,0,st. petersburg times,2000,8,4,20000804,5
gun_control1.0-5078,0,0,1,palm beach post,1998,4,18,19980418,2
gun_control1.0-9520,0,0,1,new york times,2003,2,11,20030211,12
gun_control1.0-9527,0,0,1,washington post,2003,2,2,20030202,11
gun_control1.0-11927,0,0,1,denver post,2012,12,18,20121218,12
gun_control1.0-9256,0,0,1,st. louis post-dispatch,2003,9,14,20030914,12
gun_control1.0-11929,0,0,1,denver post,2012,12,18,20121218,10
gun_control1.0-11259,0,0,1,philadelphia inquirer,2012,2,10,20120210,6
gun_control1.0-8415,0,0,1,washington post,2002,1,17,20020117,7
gun_control1.0-11636,0,0,1,philadelphia inquirer,2012,6,11,20120611,11
gun_control1.0-11630,0,0,1,usa today,2012,6,14,20120614,7
gun_control1.0-12108,0,0,1,denver post,2012,12,1,20121201,10
gun_control1.0-12107,0,0,1,washington post,2012,12,3,20121203,7
gun_control1.0-12105,0,0,1,new york times,2012,12,3,20121203,10
gun_control1.0-8419,0,0,1,new york times,2002,1,11,20020111,4
gun_control1.0-1664,0,0,1,washington post,1991,12,23,19911223,10
gun_control1.0-8783,0,0,1,st. louis post-dispatch,2002,12,3,20021203,6
gun_control1.0-1668,0,0,1,palm beach post,1991,12,19,19911219,6
gun_control1.0-2288,0,0,1,atlanta journal and constitution,1994,1,10,19940110,10
gun_control1.0-8788,0,0,1,philadelphia inquirer,2002,11,19,20021119,12
gun_control1.0-1102,0,0,1,st. louis post-dispatch,1991,4,24,19910424,12
gun_control1.0-9325,0,0,1,saint paul pioneer press,2003,6,11,20030611,5
gun_control1.0-2655,0,0,1,san jose mercury news,1994,7,20,19940720,6
gun_control1.0-5143,0,0,1,palm beach post,1998,3,10,19980310,7
gun_control1.0-9326,0,0,1,daily news,2003,6,9,20030609,12
gun_control1.0-5145,0,0,1,st. petersburg times,1998,3,7,19980307,11
gun_control1.0-2652,0,0,1,san jose mercury news,1994,7,21,19940721,0
gun_control1.0-4942,0,0,1,philadelphia inquirer,1998,6,22,19980622,12
gun_control1.0-8237,0,0,1,philadelphia inquirer,2000,8,31,20000831,12
gun_control1.0-9329,0,0,1,daily news,2003,6,8,20030608,13
gun_control1.0-8231,0,0,1,st. petersburg times,2000,9,3,20000903,11
gun_control1.0-11813,0,0,1,new york times,2012,12,20,20121220,12
gun_control1.0-8233,0,1,0,palm beach post,2000,9,2,20000902,12
gun_control1.0-9413,0,0,1,new york times,2003,5,1,20030501,4
gun_control1.0-5212,0,0,1,new york times,1997,11,19,19971119,0
gun_control1.0-10217,0,0,1,philadelphia inquirer,2005,3,25,20050325,6
gun_control1.0-993,0,0,1,new york times,1991,5,13,19910513,12
gun_control1.0-5315,0,0,1,palm beach post,1999,3,9,19990309,12
gun_control1.0-391,0,1,0,new york times,1980,12,17,19801217,12
gun_control1.0-10997,0,0,1,new york times,2011,1,15,20110115,10
gun_control1.0-4897,0,0,1,new york times,1998,7,12,19980712,12
gun_control1.0-10310,0,0,1,atlanta journal and constitution,2010,11,9,20101109,12
gun_control1.0-4893,0,0,1,st. louis post-dispatch,1998,7,14,19980714,12
gun_control1.0-10504,0,0,1,new york times,2010,4,18,20100418,11
gun_control1.0-4898,0,0,1,new york times,1998,7,12,19980712,7
gun_control1.0-7865,0,0,1,denver post,2001,3,27,20010327,7
gun_control1.0-2495,0,0,1,atlanta journal and constitution,1993,11,30,19931130,6
gun_control1.0-2491,0,0,1,usa today,1993,12,1,19931201,12
gun_control1.0-1359,0,0,1,usa today,1990,9,11,19900911,6
gun_control1.0-8121,0,0,1,st. louis post-dispatch,2000,10,12,20001012,12
gun_control1.0-8122,0,0,1,denver post,2000,10,11,20001011,4
gun_control1.0-1274,0,0,1,washington post,1991,1,15,19910115,4
gun_control1.0-1273,0,0,1,usa today,1991,1,15,19910115,4
gun_control1.0-8125,0,0,1,denver post,2000,10,8,20001008,9
gun_control1.0-8128,0,0,1,st. louis post-dispatch,2000,10,7,20001007,8
gun_control1.0-5204,0,0,1,denver post,1997,12,4,19971204,6
gun_control1.0-5202,0,1,0,denver post,1997,12,7,19971207,4
gun_control1.0-11835,0,1,0,usa today,2012,12,20,20121220,10
gun_control1.0-3834,0,0,1,st. louis post-dispatch,1995,5,6,19950506,7
gun_control1.0-129,0,0,1,new york times,1988,4,27,19880427,12
gun_control1.0-128,0,0,1,new york times,1988,5,11,19880511,12
gun_control1.0-5643,0,0,1,daily news,1998,9,11,19980911,6
gun_control1.0-698,0,0,1,usa today,1989,6,1,19890601,0
gun_control1.0-120,0,0,1,new york times,1988,7,1,19880701,12
gun_control1.0-690,0,0,1,st. petersburg times,1989,6,3,19890603,12
gun_control1.0-124,0,0,1,new york times,1988,6,9,19880609,4
gun_control1.0-695,0,0,1,palm beach post,1989,6,1,19890601,12
gun_control1.0-235,0,0,1,new york times,1985,4,17,19850417,5
gun_control1.0-12074,0,0,1,washington post,2012,12,14,20121214,12
gun_control1.0-236,0,0,1,new york times,1985,4,17,19850417,5
gun_control1.0-231,0,1,0,new york times,1985,5,19,19850519,5
gun_control1.0-233,0,0,1,new york times,1985,4,20,19850420,12
gun_control1.0-232,0,0,1,new york times,1985,5,6,19850506,11
gun_control1.0-2782,0,0,1,usa today,1994,5,6,19940506,12
gun_control1.0-2787,0,0,1,st. louis post-dispatch,1994,5,5,19940505,5
gun_control1.0-2784,0,0,1,new york times,1994,5,5,19940505,5
gun_control1.0-2785,0,0,1,new york times,1994,5,5,19940505,11
gun_control1.0-1397,0,0,1,st. petersburg times,1992,9,24,19920924,12
gun_control1.0-4308,0,0,1,new york times,1996,2,25,19960225,5
gun_control1.0-4309,0,0,1,st. louis post-dispatch,1996,2,25,19960225,6
gun_control1.0-8250,0,0,1,denver post,2000,8,23,20000823,10
gun_control1.0-4302,0,0,1,herald-sun,1996,2,29,19960229,7
gun_control1.0-5372,0,0,1,new york times,1999,2,14,19990214,0
gun_control1.0-5373,0,0,1,daily news,1999,2,13,19990213,4
gun_control1.0-5370,0,0,1,atlanta journal and constitution,1999,2,15,19990215,12
gun_control1.0-9308,0,0,1,denver post,2003,6,29,20030629,0
gun_control1.0-5376,0,0,1,new york times,1999,2,12,19990212,4
gun_control1.0-3785,0,0,1,philadelphia inquirer,1995,5,21,19950521,4
gun_control1.0-3784,0,0,1,new york times,1995,5,21,19950521,10
gun_control1.0-6970,0,0,1,palm beach post,1999,10,4,19991004,12
gun_control1.0-6873,0,0,1,denver post,1999,11,5,19991105,11
gun_control1.0-347,0,0,1,new york times,1981,4,24,19810424,5
