,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-3,0,0,saint paul pioneer press,2002,12,14,20021214,1,0,0
same-sex_marriage1.0-1607,0,0,atlanta journal and constitution,2004,6,26,20040626,1,0,0
same-sex_marriage1.0-8,0,1,saint paul pioneer press,2002,11,28,20021128,0,0,1
same-sex_marriage1.0-9,1,0,washington post,2002,11,28,20021128,1,0,0
same-sex_marriage1.0-3291,0,0,saint paul pioneer press,2006,3,18,20060318,0,1,0
same-sex_marriage1.0-3293,0,0,philadelphia inquirer,2006,3,16,20060316,1,0,0
same-sex_marriage1.0-3292,0,0,saint paul pioneer press,2006,3,17,20060317,0,0,1
same-sex_marriage1.0-3295,0,1,philadelphia inquirer,2006,3,15,20060315,1,0,0
same-sex_marriage1.0-3294,0,0,washington post,2006,3,16,20060316,0,0,1
same-sex_marriage1.0-3297,0,1,saint paul pioneer press,2006,3,12,20060312,0,0,1
same-sex_marriage1.0-3296,0,1,palm beach post,2006,3,12,20060312,0,1,0
same-sex_marriage1.0-3298,0,0,washington post,2006,3,12,20060312,1,0,0
same-sex_marriage1.0-2218,0,0,philadelphia inquirer,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2219,0,0,philadelphia inquirer,2004,7,15,20040715,1,0,0
same-sex_marriage1.0-2216,0,0,new york times,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2217,0,0,philadelphia inquirer,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2214,0,0,new york times,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2215,0,0,new york times,2004,7,15,20040715,1,0,0
same-sex_marriage1.0-2212,0,0,denver post,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2213,0,0,herald-sun,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2210,0,1,daily news,2004,7,15,20040715,0,1,0
same-sex_marriage1.0-2211,0,1,denver post,2004,7,15,20040715,0,0,1
same-sex_marriage1.0-5333,0,1,new york times,2008,12,20,20081220,1,0,0
same-sex_marriage1.0-3926,0,0,san jose mercury news,2008,7,29,20080729,0,0,1
same-sex_marriage1.0-3921,0,1,san jose mercury news,2008,7,31,20080731,1,0,0
same-sex_marriage1.0-1741,0,1,herald-sun,2004,5,19,20040519,0,0,1
same-sex_marriage1.0-1743,0,0,new york times,2004,5,19,20040519,1,0,0
same-sex_marriage1.0-1744,0,0,new york times,2004,5,19,20040519,0,0,1
same-sex_marriage1.0-1747,0,0,new york times,2004,5,19,20040519,1,0,0
same-sex_marriage1.0-1746,0,0,new york times,2004,5,19,20040519,0,0,1
same-sex_marriage1.0-1749,0,1,saint paul pioneer press,2004,5,19,20040519,0,1,0
same-sex_marriage1.0-7592,0,1,washington post,2012,2,14,20120214,1,0,0
same-sex_marriage1.0-7593,0,1,new york times,2012,2,13,20120213,1,0,0
same-sex_marriage1.0-48,0,0,san jose mercury news,2002,7,18,20020718,1,0,0
same-sex_marriage1.0-43,0,0,st. louis post-dispatch,2002,7,25,20020725,0,0,1
same-sex_marriage1.0-41,0,1,herald-sun,2002,7,27,20020727,1,0,0
same-sex_marriage1.0-46,0,0,daily news,2002,7,20,20020720,0,1,0
same-sex_marriage1.0-45,0,0,st. louis post-dispatch,2002,7,23,20020723,0,1,0
same-sex_marriage1.0-44,0,0,st. louis post-dispatch,2002,7,23,20020723,0,1,0
same-sex_marriage1.0-6245,0,0,san jose mercury news,2010,10,19,20101019,1,0,0
same-sex_marriage1.0-1564,0,0,daily news,2004,3,2,20040302,1,0,0
same-sex_marriage1.0-6247,0,1,saint paul pioneer press,2010,10,18,20101018,0,1,0
same-sex_marriage1.0-6246,0,0,san jose mercury news,2010,10,18,20101018,1,0,0
same-sex_marriage1.0-6241,0,0,washington post,2010,10,27,20101027,1,0,0
same-sex_marriage1.0-1292,0,1,washington post,2004,3,20,20040320,0,1,0
same-sex_marriage1.0-6243,0,0,san jose mercury news,2010,10,21,20101021,0,1,0
same-sex_marriage1.0-6242,0,0,daily news,2010,10,25,20101025,1,0,0
same-sex_marriage1.0-6248,1,0,daily news,2010,10,16,20101016,0,0,1
same-sex_marriage1.0-1299,0,1,saint paul pioneer press,2004,3,19,20040319,1,0,0
same-sex_marriage1.0-1298,0,1,saint paul pioneer press,2004,3,19,20040319,0,0,1
same-sex_marriage1.0-798,0,1,new york times,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-795,0,1,new york times,2004,2,26,20040226,1,0,0
same-sex_marriage1.0-797,0,0,new york times,2004,2,26,20040226,1,0,0
same-sex_marriage1.0-790,0,1,new york times,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-791,0,1,new york times,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-792,0,0,new york times,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-793,0,1,new york times,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-10706,0,0,new york times,2000,11,9,20001109,0,1,0
same-sex_marriage1.0-10700,0,0,st. petersburg times,2000,11,18,20001118,1,0,0
same-sex_marriage1.0-10701,0,1,philadelphia inquirer,2000,11,15,20001115,0,0,1
same-sex_marriage1.0-10703,0,0,san jose mercury news,2000,11,15,20001115,0,1,0
same-sex_marriage1.0-8379,0,0,washington post,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8378,0,1,usa today,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-1601,0,1,herald-sun,2004,6,28,20040628,1,0,0
same-sex_marriage1.0-8373,0,0,tampa bay times,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8371,0,0,st. louis post-dispatch,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8370,0,0,san jose mercury news,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8377,0,1,usa today,2012,5,11,20120511,0,0,1
same-sex_marriage1.0-8376,0,1,usa today,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-8374,0,0,tampa bay times,2012,5,11,20120511,1,0,0
same-sex_marriage1.0-138,0,0,saint paul pioneer press,2001,8,14,20010814,0,1,0
same-sex_marriage1.0-139,0,0,washington post,2001,8,14,20010814,1,0,0
same-sex_marriage1.0-5538,0,1,st. louis post-dispatch,2008,9,21,20080921,0,0,1
same-sex_marriage1.0-132,0,1,washington post,2001,8,31,20010831,0,0,1
same-sex_marriage1.0-133,0,0,st. petersburg times,2001,8,30,20010830,1,0,0
same-sex_marriage1.0-134,0,1,new york times,2001,8,29,20010829,1,0,0
same-sex_marriage1.0-136,0,0,atlanta journal and constitution,2001,8,20,20010820,1,0,0
same-sex_marriage1.0-5531,0,0,san jose mercury news,2008,9,28,20080928,0,0,1
same-sex_marriage1.0-8214,0,1,washington post,2012,5,20,20120520,1,0,0
same-sex_marriage1.0-8216,0,1,daily news,2012,5,19,20120519,0,0,1
same-sex_marriage1.0-8210,0,0,new york times,2012,5,20,20120520,1,0,0
same-sex_marriage1.0-8211,0,1,new york times,2012,5,20,20120520,1,0,0
same-sex_marriage1.0-4661,0,1,new york times,2011,6,26,20110626,1,0,0
same-sex_marriage1.0-4660,0,1,new york times,2011,6,26,20110626,1,0,0
same-sex_marriage1.0-4911,0,0,denver post,2011,4,1,20110401,0,1,0
same-sex_marriage1.0-4910,0,1,denver post,2011,4,2,20110402,1,0,0
same-sex_marriage1.0-4916,0,0,new york times,2011,3,29,20110329,1,0,0
same-sex_marriage1.0-4915,0,0,new york times,2011,3,30,20110330,0,1,0
same-sex_marriage1.0-9296,0,1,washington post,2012,10,14,20121014,0,1,0
same-sex_marriage1.0-4918,0,1,denver post,2011,3,26,20110326,1,0,0
same-sex_marriage1.0-9290,0,1,washington post,2012,10,17,20121017,0,1,0
same-sex_marriage1.0-6278,0,0,san jose mercury news,2010,8,23,20100823,1,0,0
same-sex_marriage1.0-6279,0,1,san jose mercury news,2010,8,23,20100823,0,0,1
same-sex_marriage1.0-4006,0,1,new york times,2006,12,5,20061205,0,1,0
same-sex_marriage1.0-4001,0,0,washington post,2006,12,7,20061207,1,0,0
same-sex_marriage1.0-4000,0,1,new york times,2006,12,7,20061207,1,0,0
same-sex_marriage1.0-4003,0,1,philadelphia inquirer,2006,12,6,20061206,1,0,0
same-sex_marriage1.0-4002,0,1,new york times,2006,12,6,20061206,1,0,0
same-sex_marriage1.0-4009,0,1,washington post,2006,12,5,20061205,1,0,0
same-sex_marriage1.0-1803,1,0,new york times,2004,5,15,20040515,1,0,0
same-sex_marriage1.0-1800,0,1,daily news,2004,5,15,20040515,1,0,0
same-sex_marriage1.0-10047,0,0,philadelphia inquirer,1996,8,13,19960813,1,0,0
same-sex_marriage1.0-1801,0,0,herald-sun,2004,5,15,20040515,1,0,0
same-sex_marriage1.0-7298,1,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-10046,0,0,san jose mercury news,1996,8,15,19960815,1,0,0
same-sex_marriage1.0-7295,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7294,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7297,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7296,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7291,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7290,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7293,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-8967,0,1,washington post,2012,10,23,20121023,1,0,0
same-sex_marriage1.0-8962,0,0,new york times,2012,10,23,20121023,1,0,0
same-sex_marriage1.0-1552,0,0,new york times,2004,3,3,20040303,1,0,0
same-sex_marriage1.0-8961,0,0,new york times,2012,10,23,20121023,0,1,0
same-sex_marriage1.0-1553,0,0,new york times,2004,3,3,20040303,1,0,0
same-sex_marriage1.0-8968,0,1,san jose mercury news,2012,10,22,20121022,0,1,0
same-sex_marriage1.0-10082,0,0,denver post,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10081,0,0,daily news,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10080,0,0,atlanta journal and constitution,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10087,0,0,san jose mercury news,1996,7,13,19960713,1,0,0
same-sex_marriage1.0-10086,0,1,philadelphia inquirer,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10085,0,1,new york times,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10084,0,0,new york times,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-10088,0,0,san jose mercury news,1996,7,13,19960713,0,0,1
same-sex_marriage1.0-8887,0,1,new york times,2012,11,8,20121108,1,0,0
same-sex_marriage1.0-3236,1,0,washington post,2006,4,30,20060430,0,0,1
same-sex_marriage1.0-10883,1,0,daily news,2000,3,30,20000330,1,0,0
same-sex_marriage1.0-6741,0,1,washington post,2011,6,24,20110624,1,0,0
same-sex_marriage1.0-10881,0,1,st. petersburg times,2000,4,1,20000401,0,1,0
same-sex_marriage1.0-10880,0,0,denver post,2000,4,1,20000401,0,1,0
same-sex_marriage1.0-6745,0,0,new york times,2011,6,23,20110623,0,0,1
same-sex_marriage1.0-6746,0,1,new york times,2011,6,23,20110623,0,0,1
same-sex_marriage1.0-6747,0,0,daily news,2011,6,22,20110622,1,0,0
same-sex_marriage1.0-2159,0,0,st. petersburg times,2004,7,26,20040726,1,0,0
same-sex_marriage1.0-7438,0,0,new york times,2012,4,5,20120405,1,0,0
same-sex_marriage1.0-2408,0,0,st. louis post-dispatch,2004,11,8,20041108,0,1,0
same-sex_marriage1.0-2403,0,0,san jose mercury news,2004,11,10,20041110,0,0,1
same-sex_marriage1.0-7430,0,1,washington post,2012,4,13,20120413,1,0,0
same-sex_marriage1.0-7433,0,0,new york times,2012,4,10,20120410,1,0,0
same-sex_marriage1.0-2400,0,0,herald-sun,2004,11,10,20041110,1,0,0
same-sex_marriage1.0-2406,0,1,denver post,2004,11,9,20041109,0,0,1
same-sex_marriage1.0-2405,0,1,atlanta journal and constitution,2004,11,9,20041109,0,0,1
same-sex_marriage1.0-2404,0,0,st. louis post-dispatch,2004,11,10,20041110,1,0,0
same-sex_marriage1.0-6528,0,0,washington post,2010,2,17,20100217,0,0,1
same-sex_marriage1.0-6529,0,0,st. petersburg times,2010,2,15,20100215,1,0,0
same-sex_marriage1.0-6524,0,1,washington post,2010,2,25,20100225,1,0,0
same-sex_marriage1.0-6525,0,0,new york times,2010,2,22,20100222,1,0,0
same-sex_marriage1.0-6526,0,1,washington post,2010,2,20,20100220,1,0,0
same-sex_marriage1.0-6527,0,0,palm beach post,2010,2,18,20100218,1,0,0
same-sex_marriage1.0-6520,0,0,washington post,2010,2,26,20100226,1,0,0
same-sex_marriage1.0-6521,0,1,daily news,2010,2,25,20100225,1,0,0
same-sex_marriage1.0-6522,0,1,new york times,2010,2,25,20100225,1,0,0
same-sex_marriage1.0-6523,0,1,new york times,2010,2,25,20100225,1,0,0
same-sex_marriage1.0-303,0,0,washington post,2003,11,25,20031125,1,0,0
same-sex_marriage1.0-302,0,0,st. petersburg times,2003,11,25,20031125,0,1,0
same-sex_marriage1.0-301,0,0,saint paul pioneer press,2003,11,25,20031125,0,0,1
same-sex_marriage1.0-300,0,1,palm beach post,2003,11,25,20031125,1,0,0
same-sex_marriage1.0-307,0,0,saint paul pioneer press,2003,11,24,20031124,1,0,0
same-sex_marriage1.0-306,0,1,palm beach post,2003,11,24,20031124,1,0,0
same-sex_marriage1.0-305,1,0,new york times,2003,11,24,20031124,0,1,0
same-sex_marriage1.0-309,0,0,washington post,2003,11,24,20031124,0,1,0
same-sex_marriage1.0-308,0,0,washington post,2003,11,24,20031124,1,0,0
same-sex_marriage1.0-8584,0,0,new york times,2012,9,5,20120905,0,1,0
same-sex_marriage1.0-8586,0,0,usa today,2012,9,5,20120905,1,0,0
same-sex_marriage1.0-8587,0,1,washington post,2012,9,3,20120903,1,0,0
same-sex_marriage1.0-8580,0,0,san jose mercury news,2012,9,6,20120906,0,0,1
same-sex_marriage1.0-8581,0,1,atlanta journal and constitution,2012,9,5,20120905,1,0,0
same-sex_marriage1.0-8582,0,0,herald-sun,2012,9,5,20120905,1,0,0
same-sex_marriage1.0-8583,1,0,new york times,2012,9,5,20120905,1,0,0
same-sex_marriage1.0-1909,0,0,herald-sun,2004,4,15,20040415,1,0,0
same-sex_marriage1.0-11028,0,0,washington post,1999,12,21,19991221,1,0,0
same-sex_marriage1.0-11022,0,1,atlanta journal and constitution,1999,12,21,19991221,1,0,0
same-sex_marriage1.0-11023,0,0,denver post,1999,12,21,19991221,1,0,0
same-sex_marriage1.0-11020,0,0,new york times,1999,12,22,19991222,1,0,0
same-sex_marriage1.0-11021,0,0,washington post,1999,12,22,19991222,0,1,0
same-sex_marriage1.0-11026,0,0,san jose mercury news,1999,12,21,19991221,0,1,0
same-sex_marriage1.0-11024,0,1,herald-sun,1999,12,21,19991221,1,0,0
same-sex_marriage1.0-11025,0,0,new york times,1999,12,21,19991221,1,0,0
same-sex_marriage1.0-1178,0,0,st. petersburg times,2004,1,4,20040104,1,0,0
same-sex_marriage1.0-1172,0,0,washington post,2004,1,10,20040110,1,0,0
same-sex_marriage1.0-1173,0,0,new york times,2004,1,9,20040109,1,0,0
same-sex_marriage1.0-1171,0,1,san jose mercury news,2004,1,11,20040111,0,0,1
same-sex_marriage1.0-1176,0,0,washington post,2004,1,8,20040108,1,0,0
same-sex_marriage1.0-1177,0,0,new york times,2004,1,4,20040104,1,0,0
same-sex_marriage1.0-1174,0,1,new york times,2004,1,8,20040108,1,0,0
same-sex_marriage1.0-1175,0,0,st. petersburg times,2004,1,8,20040108,0,0,1
same-sex_marriage1.0-3642,0,1,san jose mercury news,2008,2,7,20080207,0,1,0
same-sex_marriage1.0-3315,1,0,saint paul pioneer press,2006,2,22,20060222,0,0,1
same-sex_marriage1.0-3316,0,0,usa today,2006,2,21,20060221,0,0,1
same-sex_marriage1.0-8121,0,0,st. louis post-dispatch,2012,6,7,20120607,1,0,0
same-sex_marriage1.0-9768,0,0,san jose mercury news,1994,2,15,19940215,1,0,0
same-sex_marriage1.0-9767,0,0,denver post,1994,2,15,19940215,0,0,1
same-sex_marriage1.0-9765,0,1,st. louis post-dispatch,1994,3,2,19940302,1,0,0
same-sex_marriage1.0-9764,0,0,denver post,1994,3,9,19940309,1,0,0
same-sex_marriage1.0-9763,0,1,denver post,1994,4,8,19940408,0,0,1
same-sex_marriage1.0-9760,0,1,atlanta journal and constitution,1994,4,22,19940422,0,0,1
same-sex_marriage1.0-4113,0,0,denver post,2006,10,29,20061029,0,0,1
same-sex_marriage1.0-4447,0,0,new york times,2007,6,15,20070615,1,0,0
same-sex_marriage1.0-4446,0,1,new york times,2007,6,19,20070619,1,0,0
same-sex_marriage1.0-4117,0,1,new york times,2006,10,29,20061029,0,1,0
same-sex_marriage1.0-4116,0,0,new york times,2006,10,29,20061029,1,0,0
same-sex_marriage1.0-4443,0,0,usa today,2007,6,20,20070620,1,0,0
same-sex_marriage1.0-4442,0,1,new york times,2007,6,20,20070620,1,0,0
same-sex_marriage1.0-9359,0,1,palm beach post,1990,11,27,19901127,1,0,0
same-sex_marriage1.0-4276,0,1,denver post,2006,7,13,20060713,0,1,0
same-sex_marriage1.0-4277,0,0,new york times,2006,7,13,20060713,1,0,0
same-sex_marriage1.0-4274,0,0,new york times,2006,7,14,20060714,1,0,0
same-sex_marriage1.0-9352,0,0,st. petersburg times,1990,12,3,19901203,1,0,0
same-sex_marriage1.0-4273,0,0,washington post,2006,7,15,20060715,0,0,1
same-sex_marriage1.0-4270,0,1,new york times,2006,7,15,20060715,0,0,1
same-sex_marriage1.0-2018,0,0,new york times,2004,9,8,20040908,1,0,0
same-sex_marriage1.0-2019,0,1,saint paul pioneer press,2004,9,8,20040908,0,1,0
same-sex_marriage1.0-101,0,1,palm beach post,2001,12,26,20011226,1,0,0
same-sex_marriage1.0-103,0,0,saint paul pioneer press,2001,12,21,20011221,0,1,0
same-sex_marriage1.0-10573,0,0,atlanta journal and constitution,1997,6,18,19970618,0,0,1
same-sex_marriage1.0-10572,0,0,atlanta journal and constitution,1997,6,19,19970619,0,1,0
same-sex_marriage1.0-10570,0,0,atlanta journal and constitution,1997,6,19,19970619,0,1,0
same-sex_marriage1.0-10577,0,0,atlanta journal and constitution,1997,6,14,19970614,0,0,1
same-sex_marriage1.0-10576,0,1,atlanta journal and constitution,1997,6,16,19970616,1,0,0
same-sex_marriage1.0-10575,0,0,atlanta journal and constitution,1997,6,17,19970617,0,1,0
same-sex_marriage1.0-10574,0,0,new york times,1997,6,18,19970618,1,0,0
same-sex_marriage1.0-105,0,1,washington post,2001,12,10,20011210,1,0,0
same-sex_marriage1.0-10579,0,1,denver post,1997,6,9,19970609,1,0,0
same-sex_marriage1.0-10578,0,0,atlanta journal and constitution,1997,6,13,19970613,1,0,0
same-sex_marriage1.0-5278,0,1,washington post,2008,3,15,20080315,1,0,0
same-sex_marriage1.0-5273,0,1,philadelphia inquirer,2008,3,19,20080319,0,0,1
same-sex_marriage1.0-5274,1,0,philadelphia inquirer,2008,3,18,20080318,1,0,0
same-sex_marriage1.0-10161,0,0,st. louis post-dispatch,1996,6,3,19960603,0,0,1
same-sex_marriage1.0-10162,0,0,washington post,1996,6,3,19960603,1,0,0
same-sex_marriage1.0-10163,0,1,new york times,1996,6,2,19960602,0,0,1
same-sex_marriage1.0-10165,0,0,san jose mercury news,1996,6,1,19960601,0,0,1
same-sex_marriage1.0-10166,0,0,washington post,1996,6,1,19960601,1,0,0
same-sex_marriage1.0-10167,0,1,herald-sun,1996,5,31,19960531,0,0,1
same-sex_marriage1.0-10168,0,1,new york times,1996,5,31,19960531,0,0,1
same-sex_marriage1.0-10169,0,0,new york times,1996,5,31,19960531,0,1,0
same-sex_marriage1.0-4498,0,1,new york times,2007,4,13,20070413,1,0,0
same-sex_marriage1.0-9979,0,1,washington post,1996,9,29,19960929,1,0,0
same-sex_marriage1.0-9972,0,1,new york times,1996,10,7,19961007,0,0,1
same-sex_marriage1.0-9970,0,0,saint paul pioneer press,1996,10,15,19961015,0,1,0
same-sex_marriage1.0-9976,0,0,palm beach post,1996,10,1,19961001,1,0,0
same-sex_marriage1.0-9977,0,0,st. louis post-dispatch,1996,10,1,19961001,1,0,0
same-sex_marriage1.0-4495,0,0,usa today,2007,4,20,20070420,1,0,0
same-sex_marriage1.0-9373,0,1,palm beach post,1990,11,9,19901109,1,0,0
same-sex_marriage1.0-3053,0,0,new york times,2005,1,14,20050114,1,0,0
same-sex_marriage1.0-3052,0,0,atlanta journal and constitution,2005,1,15,20050115,1,0,0
same-sex_marriage1.0-3051,0,1,st. louis post-dispatch,2005,1,16,20050116,1,0,0
same-sex_marriage1.0-8002,0,1,washington post,2012,1,29,20120129,0,1,0
same-sex_marriage1.0-3057,0,0,washington post,2005,1,14,20050114,0,0,1
same-sex_marriage1.0-8004,0,1,washington post,2012,1,29,20120129,0,1,0
same-sex_marriage1.0-8007,0,1,washington post,2012,1,28,20120128,0,1,0
same-sex_marriage1.0-3054,0,0,new york times,2005,1,14,20050114,1,0,0
same-sex_marriage1.0-8009,1,0,new york times,2012,1,27,20120127,1,0,0
same-sex_marriage1.0-3728,0,1,new york times,2008,11,15,20081115,0,0,1
same-sex_marriage1.0-3059,0,0,washington post,2005,1,14,20050114,0,0,1
same-sex_marriage1.0-3058,0,0,washington post,2005,1,14,20050114,1,0,0
same-sex_marriage1.0-816,0,1,atlanta journal and constitution,2004,2,25,20040225,0,0,1
same-sex_marriage1.0-1810,0,0,washington post,2004,5,15,20040515,1,0,0
same-sex_marriage1.0-2890,0,0,philadelphia inquirer,2005,4,21,20050421,1,0,0
same-sex_marriage1.0-2891,0,0,saint paul pioneer press,2005,4,21,20050421,0,0,1
same-sex_marriage1.0-2892,0,1,washington post,2005,4,21,20050421,0,0,1
same-sex_marriage1.0-2237,0,0,new york times,2004,7,14,20040714,1,0,0
same-sex_marriage1.0-2894,0,0,washington post,2005,4,20,20050420,0,1,0
same-sex_marriage1.0-7607,0,1,denver post,2012,2,9,20120209,1,0,0
same-sex_marriage1.0-2896,0,1,new york times,2005,4,15,20050415,0,0,1
same-sex_marriage1.0-2897,0,1,philadelphia inquirer,2005,4,15,20050415,0,0,1
same-sex_marriage1.0-2898,0,1,saint paul pioneer press,2005,4,15,20050415,0,1,0
same-sex_marriage1.0-7609,0,1,new york times,2012,2,9,20120209,0,1,0
same-sex_marriage1.0-2238,0,0,new york times,2004,7,14,20040714,0,0,1
same-sex_marriage1.0-2239,1,0,new york times,2004,7,14,20040714,1,0,0
same-sex_marriage1.0-3946,0,1,washington post,2008,7,4,20080704,0,1,0
same-sex_marriage1.0-3940,0,1,san jose mercury news,2008,7,12,20080712,0,0,1
same-sex_marriage1.0-3942,1,0,saint paul pioneer press,2008,7,8,20080708,1,0,0
same-sex_marriage1.0-3949,0,1,washington post,2008,7,3,20080703,1,0,0
same-sex_marriage1.0-3948,0,1,san jose mercury news,2008,7,3,20080703,0,1,0
same-sex_marriage1.0-1765,0,0,saint paul pioneer press,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1764,0,0,philadelphia inquirer,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1763,0,0,philadelphia inquirer,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1762,0,1,philadelphia inquirer,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1761,0,0,new york times,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1760,0,0,new york times,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1812,0,0,new york times,2004,5,14,20040514,0,0,1
same-sex_marriage1.0-1769,0,1,st. petersburg times,2004,5,18,20040518,1,0,0
same-sex_marriage1.0-1768,0,0,st. petersburg times,2004,5,18,20040518,0,1,0
same-sex_marriage1.0-2098,0,0,saint paul pioneer press,2004,8,13,20040813,0,0,1
same-sex_marriage1.0-2099,0,0,san jose mercury news,2004,8,13,20040813,1,0,0
same-sex_marriage1.0-67,0,0,new york times,2002,4,23,20020423,1,0,0
same-sex_marriage1.0-66,0,0,daily news,2002,5,22,20020522,1,0,0
same-sex_marriage1.0-60,0,0,washington post,2002,6,15,20020615,1,0,0
same-sex_marriage1.0-63,0,0,washington post,2002,6,10,20020610,1,0,0
same-sex_marriage1.0-62,0,1,new york times,2002,6,14,20020614,0,1,0
same-sex_marriage1.0-2090,0,0,st. louis post-dispatch,2004,8,14,20040814,0,1,0
same-sex_marriage1.0-2092,0,0,daily news,2004,8,13,20040813,0,0,1
same-sex_marriage1.0-2094,0,0,herald-sun,2004,8,13,20040813,0,0,1
same-sex_marriage1.0-2095,0,0,new york times,2004,8,13,20040813,0,0,1
same-sex_marriage1.0-2096,0,0,palm beach post,2004,8,13,20040813,0,0,1
same-sex_marriage1.0-2097,0,0,philadelphia inquirer,2004,8,13,20040813,0,1,0
same-sex_marriage1.0-1814,0,0,philadelphia inquirer,2004,5,14,20040514,1,0,0
same-sex_marriage1.0-1485,0,0,palm beach post,2004,3,6,20040306,1,0,0
same-sex_marriage1.0-1665,0,0,saint paul pioneer press,2004,6,4,20040604,0,1,0
same-sex_marriage1.0-6558,0,1,san jose mercury news,2010,1,23,20100123,0,1,0
same-sex_marriage1.0-10768,0,1,new york times,2000,7,2,20000702,0,0,1
same-sex_marriage1.0-10769,0,1,philadelphia inquirer,2000,7,2,20000702,1,0,0
same-sex_marriage1.0-10766,0,1,denver post,2000,7,2,20000702,1,0,0
same-sex_marriage1.0-10764,0,1,saint paul pioneer press,2000,7,6,20000706,0,1,0
same-sex_marriage1.0-10765,0,1,washington post,2000,7,3,20000703,0,0,1
same-sex_marriage1.0-10762,1,0,denver post,2000,7,8,20000708,1,0,0
same-sex_marriage1.0-10760,0,0,denver post,2000,7,11,20000711,0,1,0
same-sex_marriage1.0-10761,0,0,palm beach post,2000,7,9,20000709,1,0,0
same-sex_marriage1.0-6269,0,0,new york times,2010,8,27,20100827,1,0,0
same-sex_marriage1.0-6268,0,0,new york times,2010,8,28,20100828,0,0,1
same-sex_marriage1.0-1811,0,0,daily news,2004,5,14,20040514,1,0,0
same-sex_marriage1.0-1542,0,1,daily news,2004,3,3,20040303,0,0,1
same-sex_marriage1.0-1813,0,0,new york times,2004,5,14,20040514,1,0,0
same-sex_marriage1.0-6260,0,0,san jose mercury news,2010,9,19,20100919,0,0,1
same-sex_marriage1.0-6267,1,0,new york times,2010,8,29,20100829,0,0,1
same-sex_marriage1.0-6266,0,1,philadelphia inquirer,2010,9,4,20100904,1,0,0
same-sex_marriage1.0-1817,0,0,herald-sun,2004,5,13,20040513,1,0,0
same-sex_marriage1.0-1816,0,0,san jose mercury news,2004,5,14,20040514,1,0,0
same-sex_marriage1.0-6003,0,1,san jose mercury news,2009,11,30,20091130,1,0,0
same-sex_marriage1.0-6550,0,1,new york times,2010,1,26,20100126,0,0,1
same-sex_marriage1.0-6553,0,1,san jose mercury news,2010,1,25,20100125,0,1,0
same-sex_marriage1.0-8391,0,0,atlanta journal and constitution,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-8393,0,0,daily news,2012,5,10,20120510,0,0,1
same-sex_marriage1.0-8392,1,0,atlanta journal and constitution,2012,5,10,20120510,0,1,0
same-sex_marriage1.0-8395,0,0,daily news,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-5191,0,1,san jose mercury news,2008,5,22,20080522,0,0,1
same-sex_marriage1.0-8397,0,0,denver post,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-8396,0,0,denver post,2012,5,10,20120510,0,1,0
same-sex_marriage1.0-8399,0,1,denver post,2012,5,10,20120510,1,0,0
same-sex_marriage1.0-8398,0,0,denver post,2012,5,10,20120510,1,0,0
