,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
gun_control1.0-3821,0,1,0,st. louis post-dispatch,1995,5,11,19950511,0,0,1
gun_control1.0-3822,0,0,1,st. louis post-dispatch,1995,5,11,19950511,0,1,0
gun_control1.0-3824,0,1,0,saint paul pioneer press,1995,5,9,19950509,0,0,1
gun_control1.0-3826,0,0,1,new york times,1995,5,7,19950507,0,0,1
gun_control1.0-3827,0,0,1,new york times,1995,5,7,19950507,1,0,0
gun_control1.0-3828,0,0,1,san jose mercury news,1995,5,7,19950507,1,0,0
gun_control1.0-383,0,0,1,new york times,1981,2,1,19810201,0,0,1
gun_control1.0-3832,0,0,1,denver post,1995,5,6,19950506,0,0,1
gun_control1.0-3836,0,0,1,new york times,1995,5,5,19950505,0,0,1
gun_control1.0-384,0,0,1,new york times,1981,1,31,19810131,0,0,1
gun_control1.0-3840,0,0,1,st. louis post-dispatch,1995,5,5,19950505,0,0,1
gun_control1.0-3843,0,0,1,herald-sun,1995,5,4,19950504,0,0,1
gun_control1.0-3844,0,0,1,new york times,1995,5,4,19950504,0,0,1
gun_control1.0-385,0,0,1,new york times,1981,1,22,19810122,0,0,1
gun_control1.0-3851,0,0,1,daily news,1995,5,2,19950502,0,0,1
gun_control1.0-3852,0,0,1,denver post,1995,5,2,19950502,0,0,1
gun_control1.0-3853,0,0,1,atlanta journal and constitution,1995,5,1,19950501,0,1,0
gun_control1.0-3854,0,0,1,daily news,1995,5,1,19950501,0,0,1
gun_control1.0-3856,0,0,1,usa today,1995,5,1,19950501,0,1,0
gun_control1.0-3858,0,0,1,new york times,1995,4,30,19950430,0,0,1
gun_control1.0-3859,0,0,1,palm beach post,1995,4,30,19950430,0,0,1
gun_control1.0-3860,0,0,1,philadelphia inquirer,1995,4,30,19950430,1,0,0
gun_control1.0-3861,0,0,1,philadelphia inquirer,1995,4,30,19950430,0,0,1
gun_control1.0-3862,0,0,1,st. louis post-dispatch,1995,4,30,19950430,0,0,1
gun_control1.0-3864,0,0,1,new york times,1995,4,29,19950429,0,0,1
gun_control1.0-3866,0,1,0,daily news,1995,4,28,19950428,1,0,0
gun_control1.0-3874,0,0,1,new york times,1995,4,27,19950427,1,0,0
gun_control1.0-3876,0,0,1,new york times,1995,4,27,19950427,0,1,0
gun_control1.0-3878,0,0,1,philadelphia inquirer,1995,4,27,19950427,1,0,0
gun_control1.0-3879,0,0,1,usa today,1995,4,27,19950427,1,0,0
gun_control1.0-3882,0,0,1,san jose mercury news,1995,4,26,19950426,1,0,0
gun_control1.0-3886,0,0,1,atlanta journal and constitution,1995,4,25,19950425,1,0,0
gun_control1.0-3892,0,0,1,usa today,1995,4,24,19950424,0,0,1
gun_control1.0-3893,0,0,1,atlanta journal and constitution,1995,4,23,19950423,0,1,0
gun_control1.0-3894,0,0,1,daily news,1995,4,23,19950423,1,0,0
gun_control1.0-3895,0,0,1,denver post,1995,4,23,19950423,1,0,0
gun_control1.0-3898,0,0,1,saint paul pioneer press,1995,4,23,19950423,0,0,1
gun_control1.0-3906,0,0,1,st. louis post-dispatch,1995,4,21,19950421,0,1,0
gun_control1.0-3907,0,0,1,atlanta journal and constitution,1995,4,20,19950420,0,0,1
gun_control1.0-391,0,0,1,new york times,1980,12,17,19801217,0,1,0
gun_control1.0-3912,0,0,1,denver post,1995,4,17,19950417,0,1,0
gun_control1.0-3915,0,0,1,san jose mercury news,1995,4,15,19950415,0,0,1
gun_control1.0-3918,0,0,1,herald-sun,1995,4,14,19950414,0,1,0
gun_control1.0-3919,0,1,0,san jose mercury news,1995,4,14,19950414,0,0,1
gun_control1.0-392,0,0,1,new york times,1980,12,15,19801215,0,0,1
gun_control1.0-3922,0,0,1,usa today,1995,4,14,19950414,1,0,0
gun_control1.0-3924,0,0,1,st. louis post-dispatch,1995,4,12,19950412,1,0,0
gun_control1.0-3928,0,1,0,new york times,1995,4,10,19950410,0,0,1
gun_control1.0-393,0,0,1,new york times,1980,12,14,19801214,0,0,1
gun_control1.0-3934,0,0,1,atlanta journal and constitution,1995,4,6,19950406,1,0,0
gun_control1.0-3936,0,0,1,philadelphia inquirer,1995,4,6,19950406,0,1,0
gun_control1.0-3938,0,1,0,philadelphia inquirer,1995,4,5,19950405,1,0,0
gun_control1.0-3939,0,0,1,saint paul pioneer press,1995,4,5,19950405,0,0,1
gun_control1.0-3944,0,0,1,san jose mercury news,1995,4,4,19950404,1,0,0
gun_control1.0-3945,0,0,1,new york times,1995,4,1,19950401,0,0,1
gun_control1.0-3946,0,0,1,new york times,1995,4,1,19950401,1,0,0
gun_control1.0-3949,0,0,1,saint paul pioneer press,1995,4,1,19950401,1,0,0
gun_control1.0-3953,0,0,1,st. louis post-dispatch,1996,10,31,19961031,0,0,1
gun_control1.0-3958,0,0,1,atlanta journal and constitution,1996,10,26,19961026,0,0,1
gun_control1.0-3960,0,0,1,new york times,1996,10,23,19961023,0,0,1
gun_control1.0-3963,0,0,1,san jose mercury news,1996,10,22,19961022,0,0,1
gun_control1.0-3965,0,0,1,san jose mercury news,1996,10,21,19961021,0,0,1
gun_control1.0-3966,0,1,0,washington post,1996,10,19,19961019,1,0,0
gun_control1.0-397,0,1,0,new york times,1980,10,16,19801016,1,0,0
gun_control1.0-3972,0,0,1,denver post,1996,10,13,19961013,1,0,0
gun_control1.0-3974,0,0,1,philadelphia inquirer,1996,10,13,19961013,1,0,0
gun_control1.0-3981,0,0,1,washington post,1996,10,1,19961001,0,0,1
gun_control1.0-3982,0,0,1,washington post,1996,10,1,19961001,0,0,1
gun_control1.0-3985,0,0,1,philadelphia inquirer,1996,9,29,19960929,0,0,1
gun_control1.0-3987,0,0,1,saint paul pioneer press,1996,9,28,19960928,0,0,1
gun_control1.0-3988,0,0,1,washington post,1996,9,27,19960927,0,0,1
gun_control1.0-3998,0,0,1,st. petersburg times,1996,9,21,19960921,0,1,0
gun_control1.0-40,0,0,1,new york times,1972,9,24,19720924,0,0,1
gun_control1.0-4003,0,0,1,palm beach post,1996,9,19,19960919,0,0,1
gun_control1.0-4008,0,0,1,st. petersburg times,1996,9,17,19960917,0,0,1
gun_control1.0-4013,0,0,1,herald-sun,1996,9,14,19960914,1,0,0
gun_control1.0-4014,0,0,1,san jose mercury news,1996,9,14,19960914,0,0,1
gun_control1.0-4019,0,0,1,palm beach post,1996,9,8,19960908,0,0,1
gun_control1.0-402,0,0,1,new york times,1980,8,12,19800812,0,0,1
gun_control1.0-4021,0,0,1,palm beach post,1996,8,31,19960831,1,0,0
gun_control1.0-4022,0,0,1,san jose mercury news,1996,8,29,19960829,0,0,1
gun_control1.0-4023,0,0,1,new york times,1996,8,28,19960828,0,0,1
gun_control1.0-4024,0,0,1,san jose mercury news,1996,8,28,19960828,0,0,1
gun_control1.0-4025,0,0,1,atlanta journal and constitution,1996,8,27,19960827,0,0,1
gun_control1.0-403,0,0,1,new york times,1980,8,11,19800811,0,1,0
gun_control1.0-4032,0,0,1,palm beach post,1996,8,27,19960827,0,0,1
gun_control1.0-4036,0,0,1,st. petersburg times,1996,8,27,19960827,0,0,1
gun_control1.0-4039,0,0,1,washington post,1996,8,27,19960827,0,0,1
gun_control1.0-4041,0,0,1,san jose mercury news,1996,8,26,19960826,0,0,1
gun_control1.0-4042,0,0,1,st. louis post-dispatch,1996,8,26,19960826,0,0,1
gun_control1.0-4043,0,0,1,philadelphia inquirer,1996,8,25,19960825,0,0,1
gun_control1.0-4044,0,1,0,st. louis post-dispatch,1996,8,25,19960825,1,0,0
gun_control1.0-4045,0,0,1,herald-sun,1996,8,24,19960824,0,0,1
gun_control1.0-4048,0,0,1,new york times,1996,8,15,19960815,1,0,0
gun_control1.0-4049,0,0,1,washington post,1996,8,15,19960815,0,1,0
gun_control1.0-4051,0,1,0,new york times,1996,8,11,19960811,0,0,1
gun_control1.0-4054,0,0,1,atlanta journal and constitution,1996,8,9,19960809,1,0,0
gun_control1.0-406,0,0,1,new york times,1980,7,14,19800714,0,0,1
gun_control1.0-4061,0,1,0,daily news,1996,7,26,19960726,0,0,1
gun_control1.0-4065,0,0,1,denver post,1996,7,22,19960722,0,0,1
gun_control1.0-4067,0,0,1,new york times,1996,7,21,19960721,0,0,1
gun_control1.0-407,0,0,1,new york times,1980,7,8,19800708,0,0,1
gun_control1.0-4072,0,0,1,philadelphia inquirer,1996,7,16,19960716,0,0,1
gun_control1.0-4076,0,0,1,san jose mercury news,1996,7,14,19960714,0,1,0
gun_control1.0-4078,0,0,1,atlanta journal and constitution,1996,7,12,19960712,1,0,0
gun_control1.0-4084,0,0,1,atlanta journal and constitution,1996,7,11,19960711,0,0,1
gun_control1.0-4092,0,0,1,san jose mercury news,1996,7,11,19960711,0,0,1
gun_control1.0-4093,0,0,1,st. louis post-dispatch,1996,7,11,19960711,0,0,1
gun_control1.0-4094,0,0,1,st. louis post-dispatch,1996,7,11,19960711,0,0,1
gun_control1.0-4096,0,0,1,atlanta journal and constitution,1996,7,10,19960710,0,0,1
gun_control1.0-4097,0,0,1,daily news,1996,7,10,19960710,0,0,1
gun_control1.0-4102,0,0,1,st. louis post-dispatch,1996,7,10,19960710,0,0,1
gun_control1.0-4103,0,0,1,washington post,1996,7,10,19960710,0,0,1
gun_control1.0-4105,0,0,1,san jose mercury news,1996,7,9,19960709,0,0,1
gun_control1.0-4110,0,0,1,san jose mercury news,1996,7,4,19960704,0,0,1
gun_control1.0-4112,0,0,1,washington post,1996,6,26,19960626,0,1,0
gun_control1.0-4114,0,0,1,san jose mercury news,1996,6,22,19960622,1,0,0
gun_control1.0-4116,0,0,1,san jose mercury news,1996,6,19,19960619,0,0,1
gun_control1.0-4117,0,0,1,denver post,1996,6,18,19960618,0,1,0
gun_control1.0-4118,0,1,0,herald-sun,1996,6,18,19960618,1,0,0
gun_control1.0-412,0,0,1,new york times,1980,6,18,19800618,0,0,1
gun_control1.0-4120,0,0,1,philadelphia inquirer,1996,6,18,19960618,0,0,1
gun_control1.0-4122,0,0,1,saint paul pioneer press,1996,6,18,19960618,0,0,1
gun_control1.0-4125,0,0,1,san jose mercury news,1996,6,17,19960617,0,0,1
gun_control1.0-4128,0,0,1,san jose mercury news,1996,6,14,19960614,0,0,1
gun_control1.0-413,0,0,1,new york times,1980,6,16,19800616,0,0,1
gun_control1.0-4133,0,0,1,st. louis post-dispatch,1996,6,9,19960609,0,0,1
gun_control1.0-4134,0,0,1,palm beach post,1996,6,6,19960606,1,0,0
gun_control1.0-4141,0,0,1,daily news,1996,5,22,19960522,0,0,1
gun_control1.0-4144,0,0,1,new york times,1996,5,19,19960519,1,0,0
gun_control1.0-4154,0,0,1,daily news,1996,5,12,19960512,0,0,1
gun_control1.0-4157,0,1,0,saint paul pioneer press,1996,5,9,19960509,1,0,0
gun_control1.0-4158,0,0,1,atlanta journal and constitution,1996,5,8,19960508,0,0,1
gun_control1.0-4159,0,0,1,washington post,1996,5,7,19960507,0,1,0
gun_control1.0-416,0,1,0,new york times,1980,6,14,19800614,0,0,1
gun_control1.0-4160,0,0,1,philadelphia inquirer,1996,5,6,19960506,1,0,0
gun_control1.0-4161,0,0,1,palm beach post,1996,5,4,19960504,1,0,0
gun_control1.0-4165,0,0,1,atlanta journal and constitution,1996,5,2,19960502,0,0,1
gun_control1.0-4167,0,1,0,st. louis post-dispatch,1996,5,2,19960502,0,1,0
gun_control1.0-417,0,0,1,new york times,1980,6,14,19800614,0,1,0
gun_control1.0-4172,0,0,1,palm beach post,1996,4,27,19960427,1,0,0
gun_control1.0-4174,0,0,1,philadelphia inquirer,1996,4,25,19960425,0,0,1
gun_control1.0-4175,0,0,1,san jose mercury news,1996,4,25,19960425,0,0,1
gun_control1.0-4176,0,0,1,herald-sun,1996,4,23,19960423,0,1,0
gun_control1.0-4179,0,1,0,st. louis post-dispatch,1996,4,22,19960422,1,0,0
gun_control1.0-418,0,0,1,new york times,1980,6,13,19800613,0,0,1
gun_control1.0-4180,0,0,1,washington post,1996,4,22,19960422,1,0,0
gun_control1.0-4183,0,0,1,palm beach post,1996,4,20,19960420,1,0,0
gun_control1.0-4188,0,1,0,st. petersburg times,1996,4,16,19960416,1,0,0
gun_control1.0-4190,0,0,1,new york times,1996,4,14,19960414,1,0,0
gun_control1.0-4195,0,0,1,philadelphia inquirer,1996,4,11,19960411,0,0,1
gun_control1.0-4196,0,1,0,st. louis post-dispatch,1996,4,11,19960411,0,0,1
gun_control1.0-4198,0,0,1,washington post,1996,4,11,19960411,1,0,0
gun_control1.0-4199,0,1,0,atlanta journal and constitution,1996,4,10,19960410,0,0,1
gun_control1.0-4204,0,1,0,denver post,1996,4,6,19960406,0,0,1
gun_control1.0-4207,0,0,1,washington post,1996,4,5,19960405,0,0,1
gun_control1.0-421,0,0,1,new york times,1980,6,5,19800605,1,0,0
gun_control1.0-4210,0,1,0,new york times,1996,4,3,19960403,0,0,1
gun_control1.0-4214,0,0,1,palm beach post,1996,4,1,19960401,0,0,1
gun_control1.0-4216,0,0,1,atlanta journal and constitution,1996,3,31,19960331,1,0,0
gun_control1.0-4223,0,0,1,st. petersburg times,1996,3,28,19960328,0,0,1
gun_control1.0-4224,0,1,0,new york times,1996,3,27,19960327,0,0,1
gun_control1.0-4225,0,0,1,new york times,1996,3,27,19960327,0,0,1
gun_control1.0-423,0,0,1,new york times,1983,10,14,19831014,1,0,0
gun_control1.0-4230,0,0,1,washington post,1996,3,26,19960326,0,0,1
gun_control1.0-4233,0,1,0,washington post,1996,3,25,19960325,0,0,1
gun_control1.0-4234,0,0,1,denver post,1996,3,24,19960324,1,0,0
gun_control1.0-4235,0,0,1,denver post,1996,3,24,19960324,0,1,0
gun_control1.0-4238,0,0,1,st. louis post-dispatch,1996,3,24,19960324,0,0,1
gun_control1.0-4239,0,0,1,st. louis post-dispatch,1996,3,24,19960324,0,1,0
gun_control1.0-424,0,0,1,new york times,1983,10,9,19831009,0,0,1
gun_control1.0-4241,0,0,1,daily news,1996,3,23,19960323,0,0,1
gun_control1.0-4243,0,0,1,new york times,1996,3,23,19960323,1,0,0
gun_control1.0-4244,0,0,1,new york times,1996,3,23,19960323,0,0,1
gun_control1.0-4245,0,0,1,philadelphia inquirer,1996,3,23,19960323,0,1,0
gun_control1.0-4247,0,0,1,st. petersburg times,1996,3,23,19960323,0,0,1
gun_control1.0-4249,0,1,0,washington post,1996,3,23,19960323,1,0,0
gun_control1.0-4251,0,0,1,daily news,1996,3,22,19960322,0,0,1
gun_control1.0-4252,0,0,1,new york times,1996,3,22,19960322,0,0,1
gun_control1.0-4253,0,0,1,new york times,1996,3,22,19960322,0,0,1
gun_control1.0-4254,0,0,1,st. petersburg times,1996,3,22,19960322,0,0,1
gun_control1.0-4257,0,1,0,atlanta journal and constitution,1996,3,21,19960321,0,1,0
gun_control1.0-426,0,0,1,new york times,1983,9,28,19830928,0,0,1
gun_control1.0-4263,0,0,1,saint paul pioneer press,1996,3,21,19960321,0,0,1
gun_control1.0-4275,0,0,1,philadelphia inquirer,1996,3,17,19960317,0,1,0
gun_control1.0-4276,0,0,1,washington post,1996,3,17,19960317,0,0,1
gun_control1.0-4278,0,0,1,san jose mercury news,1996,3,16,19960316,0,1,0
gun_control1.0-4279,0,1,0,washington post,1996,3,16,19960316,0,0,1
gun_control1.0-428,0,0,1,new york times,1983,7,22,19830722,0,0,1
gun_control1.0-4281,0,0,1,new york times,1996,3,14,19960314,1,0,0
gun_control1.0-4284,0,0,1,atlanta journal and constitution,1996,3,13,19960313,0,1,0
gun_control1.0-4285,0,0,1,washington post,1996,3,12,19960312,0,0,1
gun_control1.0-4287,0,0,1,st. louis post-dispatch,1996,3,10,19960310,0,0,1
gun_control1.0-429,0,0,1,new york times,1983,6,30,19830630,0,0,1
gun_control1.0-4298,0,0,1,atlanta journal and constitution,1996,3,3,19960303,0,1,0
gun_control1.0-4302,0,0,1,herald-sun,1996,2,29,19960229,0,1,0
gun_control1.0-4303,0,0,1,st. louis post-dispatch,1996,2,29,19960229,1,0,0
gun_control1.0-4307,0,0,1,daily news,1996,2,25,19960225,0,0,1
gun_control1.0-4308,0,0,1,new york times,1996,2,25,19960225,0,0,1
gun_control1.0-4309,0,0,1,st. louis post-dispatch,1996,2,25,19960225,0,0,1
gun_control1.0-431,0,0,1,new york times,1983,6,20,19830620,0,0,1
gun_control1.0-4312,0,0,1,san jose mercury news,1996,2,24,19960224,0,0,1
gun_control1.0-4318,0,0,1,atlanta journal and constitution,1996,2,21,19960221,0,0,1
gun_control1.0-4329,0,0,1,atlanta journal and constitution,1996,2,14,19960214,0,1,0
gun_control1.0-4333,0,0,1,new york times,1996,2,12,19960212,0,0,1
gun_control1.0-4338,0,0,1,palm beach post,1996,2,5,19960205,1,0,0
gun_control1.0-4345,0,0,1,st. petersburg times,1996,2,2,19960202,1,0,0
gun_control1.0-4349,0,0,1,daily news,1996,1,30,19960130,0,0,1
gun_control1.0-4352,0,0,1,palm beach post,1996,1,28,19960128,0,0,1
gun_control1.0-4353,0,0,1,san jose mercury news,1996,1,28,19960128,1,0,0
gun_control1.0-4354,0,0,1,san jose mercury news,1996,1,28,19960128,1,0,0
gun_control1.0-4355,0,0,1,washington post,1996,1,28,19960128,0,0,1
gun_control1.0-4356,0,0,1,new york times,1996,1,26,19960126,0,0,1
gun_control1.0-4360,0,0,1,washington post,1996,1,24,19960124,0,0,1
gun_control1.0-4363,0,0,1,san jose mercury news,1996,1,21,19960121,0,0,1
gun_control1.0-4364,0,1,0,washington post,1996,1,21,19960121,0,0,1
gun_control1.0-4370,0,0,1,herald-sun,1996,1,18,19960118,1,0,0
gun_control1.0-4371,0,0,1,palm beach post,1996,1,18,19960118,0,0,1
gun_control1.0-4373,0,0,1,new york times,1996,1,15,19960115,1,0,0
gun_control1.0-4378,0,0,1,saint paul pioneer press,1996,1,12,19960112,0,0,1
gun_control1.0-4385,0,1,0,san jose mercury news,1996,1,4,19960104,0,0,1
gun_control1.0-439,0,0,1,new york times,1983,4,17,19830417,0,0,1
gun_control1.0-4394,0,0,1,st. petersburg times,1997,10,16,19971016,0,0,1
gun_control1.0-4395,0,1,0,st. petersburg times,1997,10,16,19971016,0,0,1
gun_control1.0-440,0,0,1,new york times,1983,4,10,19830410,0,1,0
gun_control1.0-4405,0,1,0,new york times,1997,10,9,19971009,0,0,1
gun_control1.0-4406,0,0,1,washington post,1997,10,8,19971008,0,1,0
gun_control1.0-4410,0,0,1,new york times,1997,10,2,19971002,0,0,1
gun_control1.0-4412,0,0,1,washington post,1997,9,30,19970930,0,1,0
gun_control1.0-4413,0,1,0,new york times,1997,9,29,19970929,0,0,1
gun_control1.0-4414,0,0,1,atlanta journal and constitution,1997,9,28,19970928,1,0,0
gun_control1.0-4415,0,0,1,new york times,1997,9,28,19970928,1,0,0
gun_control1.0-4420,0,0,1,washington post,1997,9,23,19970923,0,0,1
gun_control1.0-4426,0,0,1,palm beach post,1997,9,18,19970918,0,0,1
gun_control1.0-4427,0,0,1,st. louis post-dispatch,1997,9,17,19970917,0,0,1
gun_control1.0-4428,0,0,1,san jose mercury news,1997,9,16,19970916,1,0,0
gun_control1.0-4429,0,0,1,st. petersburg times,1997,9,14,19970914,0,0,1
gun_control1.0-443,0,0,1,new york times,1983,2,27,19830227,1,0,0
gun_control1.0-4435,0,0,1,philadelphia inquirer,1997,9,12,19970912,1,0,0
gun_control1.0-4438,0,0,1,washington post,1997,9,12,19970912,1,0,0
gun_control1.0-4439,0,0,1,san jose mercury news,1997,9,11,19970911,0,0,1
gun_control1.0-4440,0,0,1,san jose mercury news,1997,9,11,19970911,0,0,1
gun_control1.0-4443,0,1,0,philadelphia inquirer,1997,9,9,19970909,1,0,0
gun_control1.0-4444,0,1,0,new york times,1997,9,7,19970907,0,0,1
gun_control1.0-445,0,0,1,new york times,1983,2,16,19830216,0,0,1
gun_control1.0-4450,0,0,1,san jose mercury news,1997,8,29,19970829,0,0,1
gun_control1.0-4451,0,0,1,st. petersburg times,1997,8,27,19970827,0,0,1
gun_control1.0-4452,0,0,1,denver post,1997,8,24,19970824,1,0,0
gun_control1.0-4456,0,1,0,st. louis post-dispatch,1997,8,16,19970816,0,0,1
gun_control1.0-4457,0,0,1,st. petersburg times,1997,8,15,19970815,1,0,0
gun_control1.0-4463,0,0,1,palm beach post,1997,7,24,19970724,0,0,1
gun_control1.0-4466,0,0,1,washington post,1997,7,23,19970723,1,0,0
gun_control1.0-4470,0,0,1,san jose mercury news,1997,7,20,19970720,0,0,1
gun_control1.0-4471,0,0,1,washington post,1997,7,20,19970720,0,0,1
gun_control1.0-4475,0,0,1,washington post,1997,7,9,19970709,0,0,1
gun_control1.0-4476,0,0,1,washington post,1997,7,8,19970708,1,0,0
gun_control1.0-4478,0,1,0,new york times,1997,7,6,19970706,0,0,1
gun_control1.0-4485,0,0,1,herald-sun,1997,6,30,19970630,0,1,0
gun_control1.0-4490,0,1,0,daily news,1997,6,29,19970629,0,0,1
gun_control1.0-4494,0,1,0,st. petersburg times,1997,6,29,19970629,0,0,1
gun_control1.0-4495,0,0,1,washington post,1997,6,29,19970629,0,0,1
gun_control1.0-4498,0,1,0,denver post,1997,6,28,19970628,1,0,0
gun_control1.0-450,0,0,1,usa today,1990,7,24,19900724,0,0,1
gun_control1.0-4502,0,0,1,herald-sun,1997,6,28,19970628,1,0,0
gun_control1.0-4508,0,0,1,palm beach post,1997,6,28,19970628,1,0,0
gun_control1.0-451,0,0,1,palm beach post,1990,7,16,19900716,1,0,0
gun_control1.0-4512,0,1,0,washington post,1997,6,28,19970628,1,0,0
gun_control1.0-4513,0,0,1,washington post,1997,6,28,19970628,1,0,0
gun_control1.0-4515,0,0,1,washington post,1997,6,28,19970628,1,0,0
gun_control1.0-4519,0,1,0,atlanta journal and constitution,1997,6,22,19970622,1,0,0
gun_control1.0-4520,0,0,1,washington post,1997,6,20,19970620,1,0,0
gun_control1.0-4521,0,0,1,washington post,1997,6,17,19970617,0,0,1
gun_control1.0-4528,0,0,1,san jose mercury news,1997,6,6,19970606,0,0,1
gun_control1.0-4529,0,1,0,denver post,1997,6,5,19970605,0,0,1
gun_control1.0-453,0,0,1,new york times,1990,7,12,19900712,0,0,1
gun_control1.0-4531,0,0,1,new york times,1997,5,28,19970528,0,0,1
gun_control1.0-4533,0,0,1,new york times,1997,5,22,19970522,0,0,1
gun_control1.0-4534,0,0,1,daily news,1997,5,19,19970519,0,0,1
gun_control1.0-4536,0,0,1,denver post,1997,5,17,19970517,0,0,1
gun_control1.0-4538,0,0,1,atlanta journal and constitution,1997,5,14,19970514,1,0,0
gun_control1.0-4539,0,0,1,st. louis post-dispatch,1997,5,14,19970514,1,0,0
gun_control1.0-454,0,0,1,usa today,1990,7,11,19900711,0,0,1
gun_control1.0-4542,0,0,1,palm beach post,1997,5,12,19970512,0,0,1
gun_control1.0-4545,0,0,1,new york times,1997,5,10,19970510,0,0,1
gun_control1.0-4552,0,0,1,washington post,1997,5,6,19970506,1,0,0
gun_control1.0-4553,0,0,1,new york times,1997,5,5,19970505,0,0,1
gun_control1.0-4555,0,0,1,palm beach post,1997,5,4,19970504,1,0,0
gun_control1.0-4556,0,0,1,saint paul pioneer press,1997,5,4,19970504,1,0,0
gun_control1.0-4558,0,0,1,denver post,1997,5,3,19970503,0,0,1
gun_control1.0-4559,0,0,1,st. petersburg times,1997,5,2,19970502,0,0,1
gun_control1.0-4562,0,0,1,new york times,1997,4,30,19970430,0,0,1
gun_control1.0-4563,0,0,1,st. louis post-dispatch,1997,4,30,19970430,1,0,0
gun_control1.0-4565,0,0,1,daily news,1997,4,28,19970428,0,1,0
gun_control1.0-4566,0,1,0,denver post,1997,4,27,19970427,0,0,1
gun_control1.0-4567,0,0,1,new york times,1997,4,27,19970427,0,1,0
gun_control1.0-4568,0,0,1,st. louis post-dispatch,1997,4,27,19970427,1,0,0
gun_control1.0-4569,0,0,1,denver post,1997,4,26,19970426,1,0,0
gun_control1.0-4574,0,0,1,denver post,1997,4,20,19970420,0,0,1
gun_control1.0-4578,0,0,1,atlanta journal and constitution,1997,4,17,19970417,1,0,0
gun_control1.0-4580,0,0,1,new york times,1997,4,14,19970414,1,0,0
gun_control1.0-4584,0,0,1,washington post,1997,4,14,19970414,1,0,0
gun_control1.0-4585,0,0,1,new york times,1997,4,13,19970413,0,0,1
gun_control1.0-4586,0,0,1,new york times,1997,4,13,19970413,0,1,0
gun_control1.0-4587,0,0,1,atlanta journal and constitution,1997,4,11,19970411,0,0,1
gun_control1.0-4589,0,0,1,st. louis post-dispatch,1997,4,10,19970410,0,0,1
gun_control1.0-459,0,0,1,new york times,1990,6,29,19900629,0,0,1
gun_control1.0-4594,0,0,1,new york times,1997,4,8,19970408,0,0,1
gun_control1.0-4595,0,0,1,herald-sun,1997,4,6,19970406,0,1,0
gun_control1.0-46,0,0,1,new york times,1971,10,3,19711003,0,0,1
gun_control1.0-4604,0,0,1,washington post,1997,4,3,19970403,0,0,1
gun_control1.0-4612,0,0,1,new york times,1997,3,26,19970326,1,0,0
gun_control1.0-4615,0,0,1,saint paul pioneer press,1997,3,24,19970324,0,0,1
gun_control1.0-4617,0,1,0,san jose mercury news,1997,3,22,19970322,1,0,0
gun_control1.0-4618,0,0,1,new york times,1997,3,20,19970320,0,0,1
gun_control1.0-4619,0,0,1,washington post,1997,3,20,19970320,0,1,0
gun_control1.0-4620,0,0,1,palm beach post,1997,3,19,19970319,1,0,0
gun_control1.0-4622,0,0,1,st. louis post-dispatch,1997,3,19,19970319,1,0,0
gun_control1.0-4624,0,1,0,denver post,1997,3,18,19970318,0,0,1
gun_control1.0-4628,0,0,1,st. louis post-dispatch,1997,3,15,19970315,0,0,1
gun_control1.0-4629,0,0,1,denver post,1997,3,14,19970314,0,0,1
gun_control1.0-463,0,0,1,palm beach post,1990,6,27,19900627,0,0,1
gun_control1.0-4631,0,0,1,washington post,1997,3,13,19970313,0,1,0
gun_control1.0-4633,0,0,1,san jose mercury news,1997,3,11,19970311,0,0,1
gun_control1.0-4634,0,0,1,san jose mercury news,1997,3,9,19970309,0,0,1
gun_control1.0-4636,0,1,0,washington post,1997,3,9,19970309,0,0,1
gun_control1.0-4637,0,0,1,new york times,1997,3,7,19970307,0,0,1
gun_control1.0-4639,0,0,1,washington post,1997,3,7,19970307,0,0,1
gun_control1.0-4641,0,0,1,atlanta journal and constitution,1997,3,6,19970306,0,1,0
gun_control1.0-4642,0,0,1,daily news,1997,3,6,19970306,0,0,1
gun_control1.0-4644,0,0,1,st. louis post-dispatch,1997,3,6,19970306,0,0,1
gun_control1.0-4646,0,0,1,washington post,1997,3,5,19970305,0,0,1
gun_control1.0-4649,0,0,1,daily news,1997,3,2,19970302,0,0,1
gun_control1.0-465,0,0,1,st. louis post-dispatch,1990,6,27,19900627,0,0,1
gun_control1.0-466,0,0,1,usa today,1990,6,27,19900627,0,0,1
gun_control1.0-4664,0,0,1,new york times,1997,2,26,19970226,0,0,1
gun_control1.0-4670,0,0,1,daily news,1997,2,25,19970225,0,0,1
gun_control1.0-4678,0,0,1,saint paul pioneer press,1997,2,21,19970221,1,0,0
gun_control1.0-4680,0,0,1,denver post,1997,2,20,19970220,1,0,0
gun_control1.0-4684,0,0,1,washington post,1997,2,18,19970218,0,0,1
gun_control1.0-4686,0,0,1,washington post,1997,2,17,19970217,0,1,0
gun_control1.0-4687,0,0,1,st. louis post-dispatch,1997,2,15,19970215,0,0,1
gun_control1.0-469,0,0,1,usa today,1990,6,21,19900621,0,0,1
gun_control1.0-4691,0,0,1,palm beach post,1997,2,13,19970213,1,0,0
gun_control1.0-4692,0,0,1,washington post,1997,2,13,19970213,1,0,0
gun_control1.0-4696,0,0,1,st. louis post-dispatch,1997,2,10,19970210,1,0,0
