,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-513,1,0,0,st. petersburg times,2003,8,3,20030803,0.462345174,0.213863733,0.323791093,0.003699053,0.001355551,0.489258675,0.015052443,0.15022346,0.055199637,0.008975684,0.000980594,0.006451914,0.001541423,0.151214537,0.03194152,0.082130738,0.00197477,0,0.155707352,0.010922087,0.983260509,0.390747396,0.956868769,0.264859942,0.005291921,0.000803839,0.062892654,0.602994604,0.168974127,0.547808673,0.727254837,0.050174308,0.09112721
same-sex_marriage1.0-5133,0,0,1,san jose mercury news,2008,6,5,20080605,0.614925349,0.21150825,0.173566401,0.001936093,0.000966217,0.024016036,0.006107148,0.219232408,0.002057901,0.006635634,0.001338875,0.002213494,0.661209559,0.049293452,0.004321748,0.013452774,0.00721866,0,0.029163711,0.066157748,0.262566331,0.055663986,0.845992376,0.336071182,0.038153735,0.000215702,0.025826512,0.855704715,0.347939769,0.175226752,0.365655844,0.024875106,0.109163177
same-sex_marriage1.0-5134,0,0,1,san jose mercury news,2008,6,5,20080605,0.490333813,0.340160765,0.169505422,0.015069998,0.001189833,0.010264861,0.006626757,0.864003015,0.045482975,0.003001606,0.000546388,0.001770333,0.002640377,0.003592959,0.036613227,0.006177641,0.00302003,0,0.075254814,0.023070199,0.049313499,0.118882475,0.983954674,0.455149664,0.003055394,0.000233933,0.00396642,0.217624884,0.171822237,0.595339801,0.313271627,0.093717655,0.171069238
same-sex_marriage1.0-5139,0,0,1,daily news,2008,6,4,20080604,0.228601007,0.266599644,0.504799349,0.006482656,0.000883328,0.02041695,0.002671739,0.805187541,0.006315629,0.005999754,0.000746561,0.002064605,0.006008848,0.079885308,0.007575483,0.054053272,0.001708326,0,0.009303986,0.00923811,0.420278009,0.077673167,0.910570736,0.387210732,0.043602814,9.29E-05,0.011391622,0.14573154,0.112542507,0.55168445,0.896104054,0.033910957,0.108357763
same-sex_marriage1.0-514,0,0,1,washington post,2003,8,3,20030803,0.25091803,0.196118757,0.552963213,0.002557556,0.000589616,0.208182378,0.001348218,0.045032355,0.001185586,0.000994229,0.000655337,0.00156448,2.81E-05,0.000153808,0.000953318,0.73408309,0.002671977,0,0.026175419,0.007703853,0.993693911,0.044356777,0.671363972,0.316927511,0.02476633,0.000107244,0.014212415,0.15197576,0.12314509,0.249945572,0.975389653,0.097808258,0.148218846
same-sex_marriage1.0-5141,0,0,1,st. louis post-dispatch,2008,6,4,20080604,0.41167188,0.302279402,0.286048718,0.000673821,0.000615812,0.002352035,0.000949396,0.493068387,0.006895697,0.003787341,0.000748869,0.00180771,0.005954878,0.003828393,0.003615716,0.472563471,0.003138474,0,0.024177431,0.009664575,0.03357487,0.101123673,0.995447068,0.364116447,0.016186372,5.82E-05,0.054204209,0.091457922,0.098135654,0.362976188,0.855155804,0.035972014,0.140120104
same-sex_marriage1.0-5142,0,0,0,saint paul pioneer press,2008,6,4,20080604,0.553528822,0.211009137,0.23546204,0.01088115,0.004574915,0.000606367,0.00138119,0.860077853,0.005246037,0.001342914,0.000670848,0.002170145,0.001811098,0.000639502,0.022734758,0.085279907,0.002583316,0,0.862826237,0.007866462,0.034974535,0.105470607,0.951400084,0.306263312,0.014758258,0.022301065,0.352338308,0.125223534,0.282866057,0.322480155,0.880893728,0.026632511,0.096770181
same-sex_marriage1.0-5144,0,0,1,usa today,2008,6,4,20080604,0.396580598,0.301014421,0.302404981,0.000461166,0.000696953,0.016190494,0.002444592,0.076316381,0.004311123,0.001483954,0.000847543,0.001251178,0.013628663,0.006379869,0.84972201,0.024611203,0.001654871,0,0.032800342,0.008487965,0.099620473,0.074131908,0.881980102,0.387210732,0.037587553,6.11E-05,0.022361843,0.145427223,0.1922983,0.75334857,0.70262324,0.125840192,0.07814643
same-sex_marriage1.0-5145,1,0,0,new york times,2008,6,3,20080603,0.299358125,0.202127577,0.498514298,0.029779447,0.005184091,0.051802205,0.005784872,0.357697542,0.08848573,0.042200281,0.000850948,0.017259172,0.028722982,0.015676227,0.099014995,0.244792419,0.012749088,0,0.145035835,0.008902767,0.204314524,0.192064544,0.91203279,0.481529308,0.022666953,0.004375929,0.054968438,0.050504394,0.057062764,0.639451388,0.453022892,0.111001393,0.195159207
same-sex_marriage1.0-5147,0,0,0,daily news,2008,6,2,20080602,0.807431478,0.081837865,0.110730656,0.475896463,0.000472872,0.127422779,0.038653576,0.015339099,0.003668359,0.003666389,0.000942578,0.003005738,0.311308655,0.00829995,0.008609548,0.001100082,0.001613913,0,0.99229727,0.054708377,0.570681073,0.627426967,0.80125804,0.397041288,0.030718512,8.15E-05,0.061913701,0.833548334,0.207229012,0.346857925,0.097922885,0.019347874,0.184438173
same-sex_marriage1.0-5148,0,0,1,daily news,2008,6,2,20080602,0.703208662,0.128755912,0.168035426,0.0019885,0.00084556,0.000734111,0.008824152,0.774130973,0.006515678,0.005259822,0.000829175,0.001555251,0.113352817,0.022857997,0.000548028,0.037503836,0.025054102,0,0.092617915,0.01048979,0.208844315,0.465853399,0.985391351,0.386678332,0.006784056,2.76E-05,0.318164121,0.452518222,0.165562979,0.287492571,0.838376512,0.134524577,0.28846047
same-sex_marriage1.0-515,0,0,0,new york times,2003,8,2,20030802,0.477799568,0.179396021,0.342804411,0.001805112,0.000584363,0.233987315,0.000443996,0.004259868,0.001424356,0.001721268,0.000479125,0.000896023,0.011655081,0.122134765,0.616467025,0.001042292,0.003099412,0,0.021387706,0.00760154,0.521689678,0.072375052,0.49242978,0.282492073,0.016184798,0.009515135,0.008223499,0.015361392,0.276452488,0.876313853,0.18557746,0.020612145,0.193732317
same-sex_marriage1.0-5151,0,0,1,palm beach post,2008,6,1,20080601,0.593763147,0.170923811,0.235313042,0.058880311,0.001910807,0.259975482,0.473076071,0.091213383,0.003286261,0.003095902,0.000615919,0.002227659,0.03798214,0.008946493,0.051496599,0.005397206,0.001895767,0,0.170575345,0.00692634,0.842525756,0.649617116,0.627469612,0.326444479,0.03723434,0.000277139,0.042389379,0.371567658,0.269824729,0.222502272,0.25301106,0.071411989,0.150669948
same-sex_marriage1.0-5155,0,0,1,new york times,2008,5,31,20080531,0.198500931,0.325329583,0.476169485,0.0336326,0.000699484,0.002084946,0.000858128,0.824939318,0.006179059,0.002058704,0.000591182,0.001541186,0.000914909,0.002253761,0.000736929,0.111752755,0.011757039,0,0.021888419,0.006855016,0.401055776,0.240874927,0.985647072,0.388413104,0.115044513,0.000234567,0.048072351,0.156479916,0.169719617,0.152480971,0.984547679,0.097907634,0.110406714
same-sex_marriage1.0-5156,0,0,0,new york times,2008,5,31,20080531,0.747441545,0.062753485,0.18980497,0.002305105,0.00177654,0.045236691,0.089434221,0.041291692,0.001035129,0.002531493,0.00057264,0.00356589,0.5884517,0.051276424,0.00625853,0.164197012,0.002066932,0,0.064723612,0.021884353,0.519027364,0.664973084,0.738282469,0.265328199,0.018805337,0.000569973,0.024382916,0.85351182,0.293631039,0.398108614,0.707738532,0.011971508,0.274784945
same-sex_marriage1.0-5157,0,0,1,san jose mercury news,2008,5,31,20080531,0.63494089,0.158360975,0.206698135,0.005952345,0.00073017,0.005361218,0.02374299,0.832099476,0.031348853,0.001091394,0.00054447,0.002809728,0.031111684,0.008000954,0.050404806,0.001819291,0.004982622,0,0.144906854,0.010231005,0.4219553,0.116965654,0.991970372,0.385292909,0.009256144,0.00095568,0.071479733,0.212590126,0.058668283,0.80525943,0.155365829,0.029867305,0.111521226
same-sex_marriage1.0-516,1,0,0,new york times,2003,8,2,20030802,0.459707227,0.254553738,0.285739034,0.145213002,0.004194243,0.481973651,0.039623482,0.015174899,0.008311129,0.011961951,0.000615262,0.012282246,0.199921888,0.020906641,0.020837561,0.025904396,0.01307965,0,0.051150787,0.009466863,0.879419252,0.523285293,0.13551361,0.299048492,0.081264034,0.000582832,0.048457888,0.367623718,0.190443897,0.210113911,0.226885876,0.03064129,0.29307743
same-sex_marriage1.0-5161,0,0,1,new york times,2008,5,30,20080530,0.547600659,0.237076148,0.215323192,0.005150124,0.001370552,0.000334513,0.010696954,0.927941439,0.005607237,0.000715957,0.000629377,0.005517013,0.018695613,0.002638126,0.00206266,0.00101202,0.017628413,0,0.108524963,0.009352415,0.070708833,0.246370246,0.975712425,0.414614787,0.059663684,6.78E-05,0.41360256,0.40784525,0.247561993,0.377164263,0.662314198,0.143312611,0.176418702
same-sex_marriage1.0-5162,0,0,1,new york times,2008,5,30,20080530,0.68993684,0.191767629,0.118295531,0.00103374,0.000734002,0.001692909,0.052731186,0.845982839,0.008763577,0.001345383,0.00078752,0.000530919,0.062127411,0.001407156,0.001679888,0.015144855,0.006038615,0,0.159482977,0.009664551,0.508023021,0.722346208,0.996528563,0.367608584,0.01630265,0.000279406,0.013326985,0.427382647,0.068141168,0.107265102,0.926677415,0.13698419,0.265040701
same-sex_marriage1.0-5163,0,0,1,san jose mercury news,2008,5,30,20080530,0.553069193,0.237236695,0.209694113,0.013175722,0.000756841,0.009201892,0.006450301,0.922450332,0.008473977,0.004783103,0.000742175,0.000574766,0.001759355,0.004262775,0.00928457,0.016631227,0.001452967,0,0.05801482,0.011739615,0.033894043,0.027300753,0.997883632,0.362245392,0.015181456,0.001747825,0.0669171,0.081723764,0.037495248,0.267928547,0.481335687,0.043148503,0.099054678
same-sex_marriage1.0-5167,0,0,1,new york times,2008,5,29,20080529,0.617292104,0.193024952,0.189682944,0.026668039,0.022594657,0.010805216,0.24908222,0.262264042,0.003147798,0.004334711,0.001033603,0.001403322,0.001574364,0.035798639,0.023665105,0.016466011,0.341162272,0,0.132670149,0.009183218,0.220299717,0.749187466,0.988724237,0.375540047,0.027755533,1.06E-05,0.041152227,0.388853675,0.186324804,0.368058014,0.562341241,0.187342666,0.159483354
same-sex_marriage1.0-5169,0,0,1,san jose mercury news,2008,5,29,20080529,0.707710685,0.186759019,0.105530296,0.00343919,0.003892177,0.001961715,0.010637762,0.198125839,0.008482697,0.007634432,0.000662507,0.0009387,0.690218835,0.003747277,0.00174645,0.062727717,0.005784701,0,0.069679575,0.036863679,0.070141344,0.144924243,0.859431396,0.417265216,0.056711658,0.000313539,0.015364602,0.687430189,0.246787922,0.202158579,0.129111192,0.041409758,0.086998517
same-sex_marriage1.0-517,1,0,0,new york times,2003,8,2,20030802,0.447914715,0.20688289,0.345202395,0.009041425,0.004893721,0.609468644,0.029372231,0.200093387,0.006958366,0.014815655,0.000514225,0.00946753,0.011033053,0.020352126,0.005513289,0.074639351,0.003836995,0,0.02572889,0.007842825,0.898949148,0.380660016,0.371075799,0.249449424,0.025412419,0.000302386,0.16375154,0.367679119,0.218895519,0.193474002,0.354204701,0.070142985,0.174374676
same-sex_marriage1.0-5171,0,0,1,san jose mercury news,2008,5,29,20080529,0.695252216,0.130637147,0.174110637,0.088701277,0.001103158,0.041956803,0.00772713,0.772432018,0.012398842,0.000762327,0.00637382,0.003116604,0.002810196,0.056554025,0.002820214,6.31E-05,0.003180449,0,0.542475086,0.013280224,0.398865704,0.72793722,0.989276584,0.464012412,0.063650868,0.328095471,0.767290911,0.425009713,0.221445357,0.827910751,0.703886447,0.111896803,0.110927822
same-sex_marriage1.0-5173,0,0,1,san jose mercury news,2008,5,28,20080528,0.301935724,0.329080237,0.36898404,0.001526794,0.000657442,0.00620176,0.001014038,0.080873294,0.002819179,0.002760501,0.000555649,0.001107964,0.00034592,0.050227156,0.842073996,0.007729855,0.002106451,0,0.037419851,0.011571356,0.149093387,0.060233243,0.975980524,0.470002287,0.00506765,0.000553438,0.003404215,0.044542202,0.133328948,0.956986417,0.351451252,0.058363841,0.052712309
same-sex_marriage1.0-5175,0,0,1,san jose mercury news,2008,5,27,20080527,0.822585932,0.083954003,0.093460065,0.005349008,0.00290063,0.03086768,0.036022335,0.015518079,0.054924509,0.006908655,0.003583607,0.007951087,0.025034787,0.793297976,0.012017004,0.002418877,0.003205765,0,0.040297515,0.010406139,0.281836728,0.43152626,0.457431771,0.284234691,0.008683076,0.000809509,0.033826461,0.582526876,0.508893271,0.230581748,0.240878707,0.020466945,0.188764797
same-sex_marriage1.0-5177,0,0,1,palm beach post,2008,5,25,20080525,0.509275651,0.214386271,0.276338079,0.001091035,0.00080352,0.001852909,0.022966287,0.922964162,0.010717074,0.002508154,0.000599165,0.001390169,0.008513734,0.005632441,0.009433285,0.010780354,0.000747711,0,0.008511173,0.00655439,0.0889306,0.664003795,0.986336605,0.336240234,0.005179185,6.12E-06,0.018002236,0.40075876,0.075226278,0.256998808,0.4227882,0.039935172,0.204825861
same-sex_marriage1.0-5178,0,0,1,san jose mercury news,2008,5,25,20080525,0.374910896,0.29821097,0.326878134,0.529915794,0.003864296,0.027610114,0.033573556,0.023641614,0.016551832,0.058096936,0.011576366,0.039321227,0.017392645,0.080548079,0.07578553,0.073283799,0.008838213,0,0.873403846,0.019949319,0.441710417,0.590713131,0.187538403,0.50624805,0.06103772,0.001106922,0.021179598,0.099139836,0.348168081,0.486159713,0.530311943,0.153985653,0.418664501
same-sex_marriage1.0-518,0,1,0,new york times,2003,8,2,20030802,0.44486863,0.283802181,0.271329189,0.011218814,0.000724122,0.003041564,0.00558343,0.00159862,0.000734918,0.000575433,0.000780782,0.000348783,0.001499675,0.004559752,0.002734034,0.964755766,0.001844307,0,0.052268749,0.011122437,0.59029801,0.084332698,0.25009285,0.316927511,0.006896959,0.001012533,0.008890786,0.092811058,0.233323214,0.688795231,0.989301887,0.020991012,0.082872928
same-sex_marriage1.0-5181,0,0,1,new york times,2008,5,24,20080524,0.258902605,0.20065176,0.540445635,0.002659816,0.000627081,0.005723518,0.002613657,0.049808299,0.02061193,0.00168319,0.002579329,0.000952114,0.000609448,0.015916662,0.868934823,0.026351163,0.00092897,0,0.056114839,0.00773154,0.198955397,0.049941697,0.861196307,0.339287698,0.020865604,0.000220453,0.019826083,0.047919142,0.129791772,0.991988389,0.843056965,0.044347919,0.051664101
same-sex_marriage1.0-5184,0,0,0,philadelphia inquirer,2008,5,23,20080523,0.630117886,0.117436852,0.252445262,0.006395544,0.005174781,0.254626241,0.102706809,0.014772156,0.02721948,0.0015735,0.000834663,0.003813295,0.02495338,0.351750928,0.026828008,0.147976211,0.031375005,0,0.119903314,0.011628285,0.896949028,0.252272032,0.336082107,0.309046384,0.002149903,0.000839401,0.050115253,0.39977003,0.295733026,0.293832479,0.784996067,0.070492767,0.215778389
same-sex_marriage1.0-5191,0,0,1,san jose mercury news,2008,5,22,20080522,0.475707479,0.265894265,0.258398256,0.001401241,0.005380525,0.0120231,0.002857833,0.010353264,0.000595421,0.009371483,0.000640302,0.008101846,0.006735174,0.149774772,0.01014074,0.782107705,0.000516596,0,0.290633603,0.01272624,0.051848243,0.070962184,0.605986457,0.370671925,0.008188264,0.002338802,0.215201603,0.177426123,0.664275209,0.455283613,0.978065519,0.016302098,0.112664394
same-sex_marriage1.0-5194,0,0,0,usa today,2008,5,22,20080522,0.775254518,0.145383427,0.079362055,0.00271753,0.000980237,0.000624066,0.031002877,0.641725915,0.069144269,0.001230156,0.000828466,0.00212875,0.004006205,0.013212663,0.193666997,0.006129599,0.032602269,0,0.113361994,0.009981765,0.038046503,0.302617948,0.989580546,0.420467227,0.00370816,6.18E-06,0.017185561,0.322147181,0.419710478,0.896339181,0.660007647,0.084402126,0.198477313
same-sex_marriage1.0-5195,1,0,0,denver post,2008,5,21,20080521,0.572862238,0.1415346,0.285603162,0.012289277,0.002434581,0.05959419,0.124839702,0.221261115,0.082576191,0.003327398,0.001996135,0.018376464,0.061367702,0.385220518,0.013942448,0.006218565,0.006555715,0,0.061926534,0.009449775,0.714252164,0.280623897,0.916215747,0.417811041,0.087912794,0.000449938,0.008790716,0.362206836,0.384439172,0.339923575,0.162884069,0.022381956,0.149818515
same-sex_marriage1.0-5196,0,0,1,new york times,2008,5,21,20080521,0.476718945,0.2308614,0.292419655,0.000731867,0.000773217,0.00528308,0.023224602,0.002504297,0.019062981,0.001088444,0.000653499,0.000369283,0.076648051,0.033865618,0.020675177,0.813358012,0.001761872,0,0.012630198,0.008189939,0.099494008,0.240967077,0.513515981,0.296914218,0.00690181,2.03E-05,0.005749995,0.125323526,0.524818055,0.786539139,0.993991332,0.024865922,0.289791511
same-sex_marriage1.0-5198,0,0,0,usa today,2008,5,21,20080521,0.536889765,0.268836027,0.194274208,0.004872594,0.001121054,0.127411916,0.04513574,0.671715641,0.009457874,0.000883405,0.000810961,0.001629796,0.0219896,0.005354356,0.007509722,0.100929914,0.001177427,0,0.193964652,0.008365928,0.628611834,0.230387246,0.991635058,0.352038809,0.012004493,0.000225183,0.02148501,0.206093856,0.382550926,0.183021238,0.732095208,0.036508751,0.1892072
same-sex_marriage1.0-52,0,0,0,washington post,2002,7,7,20020707,0.802175819,0.107930542,0.089893638,0.058441151,0.003654895,0.157561571,0.003704102,0.056842925,0.063548229,0.004201512,0.000458983,0.036124749,0.581128417,0.025611315,0.005859644,0.000707947,0.00215456,0,0.445605698,0.012959643,0.2175009,0.449597795,0.883145062,0.402092844,0.020542486,7.35E-05,0.558525882,0.967378049,0.332902627,0.37840641,0.242041727,0.012679191,0.191493018
same-sex_marriage1.0-520,0,0,1,san jose mercury news,2003,8,2,20030802,0.569269809,0.217791655,0.212938536,0.00341271,0.000896469,0.116026806,0.011377332,0.015554014,0.002705984,0.002805744,0.000966614,0.001671177,0.001344569,0.017772623,0.00404045,0.810929201,0.010496309,0,0.025716036,0.008798247,0.862839878,0.36650087,0.110267916,0.290429149,0.020189394,0.000207604,0.054910197,0.071717039,0.173648873,0.332357753,0.929999722,0.022821916,0.071943424
same-sex_marriage1.0-5200,0,0,0,washington post,2008,5,20,20080520,0.708632315,0.185331009,0.106036676,0.001090581,0.001289351,0.023528064,0.147728169,0.687650375,0.046470391,0.002599183,0.005144891,0.003916159,0.00161418,0.037290846,0.02041606,0.016782485,0.004479265,0,0.059286731,0.006703378,0.028563262,0.842278111,0.985380549,0.405489675,0.022815354,0.001491709,0.031767525,0.22892724,0.25455149,0.4654734,0.356144583,0.034729856,0.330927669
same-sex_marriage1.0-5202,0,0,0,saint paul pioneer press,2008,5,19,20080519,0.616030846,0.155547952,0.228421202,0.011114312,0.003508496,0.031055828,0.078585851,0.052513082,0.003764193,0.00149681,0.00081015,0.001612804,0.332349599,0.299217515,0.091428751,0.082504782,0.010037829,0,0.025734624,0.009424137,0.185510056,0.514883805,0.854549624,0.359920485,0.046196282,4.41E-05,0.008506802,0.31596146,0.232391501,0.202886589,0.497090247,0.016715413,0.138135082
same-sex_marriage1.0-5203,0,0,1,washington post,2008,5,19,20080519,0.7963143,0.127988592,0.075697108,0.019930316,0.006174106,0.028280409,0.012786216,0.104892564,0.001492195,0.00143408,0.001263856,0.001758896,0.649465668,0.098181308,0.042202261,0.029943468,0.002194656,0,0.020688652,0.009917005,0.339319043,0.668002684,0.803643817,0.388413104,0.008269465,0.000218426,0.028716682,0.463072845,0.235035435,0.795797107,0.430840951,0.044196887,0.242263077
same-sex_marriage1.0-5207,0,0,1,new york times,2008,5,17,20080517,0.400178796,0.295633228,0.304187976,0.013913806,0.000876593,0.002543144,0.101962106,0.811295887,0.002421567,0.005709448,0.003181174,0.000471115,0.010495915,0.031178477,0.001652011,0.012991958,0.001306798,0,0.031856681,0.008018671,0.137234784,0.48714464,0.916358761,0.304038656,0.006344611,0.000205945,0.006997382,0.142290724,0.553464676,0.857021798,0.191467867,0.015256404,0.100523667
same-sex_marriage1.0-5216,0,0,1,new york times,2008,5,16,20080516,0.252753326,0.273134867,0.474111807,0.000329752,0.003137709,0.002244161,0.000575019,0.559762748,7.93E-05,0.003585004,0.000460101,0.00095383,0.001304659,0.000549464,0.000883979,0.425213673,0.000920614,0,0.034453424,0.011794308,0.559321468,0.08643318,0.994790751,0.399166205,0.009285283,3.42E-05,0.00829487,0.159201111,0.231192952,0.472354483,0.953880531,0.039367773,0.212979664
same-sex_marriage1.0-5218,0,0,1,san jose mercury news,2008,5,16,20080516,0.438695812,0.398900309,0.162403879,0.015796984,0.000712538,0.00212472,0.005894214,0.861338681,0.028897899,0.000897702,0.000698731,0.009030368,0.005202469,0.000893368,0.003627292,0.046523475,0.01836156,0,0.150317649,0.017214334,0.053210235,0.123342972,0.99973216,0.427339461,0.007871573,3.30E-05,0.453516865,0.332413771,0.072876215,0.139312111,0.666914591,0.207601428,0.140546836
same-sex_marriage1.0-522,0,0,1,st. louis post-dispatch,2003,8,2,20030802,0.512797573,0.120079805,0.367122623,0.002338885,0.000615991,0.001590635,0.001281884,0.175237754,0.002206675,0.001307365,0.000520616,0.000496893,0.001717734,0.000350709,0.001660776,0.771619467,0.039054616,0,0.00904842,0.006798923,0.466604253,0.269671129,0.995343947,0.332759363,0.02331373,0.000618455,0.067754796,0.25732786,0.086756016,0.21603176,0.976339807,0.195993269,0.092539726
same-sex_marriage1.0-5220,0,0,0,san jose mercury news,2008,5,16,20080516,0.541484673,0.270841488,0.187673839,0.004943776,0.001658699,0.032444987,0.790830577,0.096893327,0.002864761,0.003382217,0.000863278,0.000548483,0.000852257,0.00822808,0.00465609,0.046648547,0.00518492,0,0.064377248,0.009017639,0.77391497,0.945274698,0.970549344,0.320124913,0.014950343,5.92E-05,0.003763373,0.400036289,0.397552583,0.721818967,0.364229645,0.017094893,0.116997565
same-sex_marriage1.0-5221,0,0,1,san jose mercury news,2008,5,16,20080516,0.74001771,0.184877439,0.075104851,0.000261324,0.000691645,0.001156309,0.027353754,0.893322946,0.000484105,0.001773271,0.000584557,0.00082142,0.003664297,0.001637535,0.002862708,0.059523532,0.005862597,0,0.012910362,0.013487954,0.079678779,0.511768585,0.988803063,0.297297024,0.008270996,0.000112754,0.007637791,0.462631298,0.28301604,0.480749516,0.539329697,0.038258626,0.070030397
same-sex_marriage1.0-5223,0,0,0,san jose mercury news,2008,5,16,20080516,0.707395974,0.207331899,0.085272127,0.033110611,0.000923093,0.017169026,0.001285222,0.062863944,0.00384506,0.001836804,0.001896688,0.004402752,0.692248041,0.065181025,0.080862658,0.026631766,0.007743311,0,0.263683576,0.058017649,0.011564674,0.129308685,0.359998957,0.38631347,0.040482698,0.000296399,0.009505279,0.884159841,0.385825281,0.39484595,0.304573731,0.034254179,0.113327404
same-sex_marriage1.0-5224,0,0,1,san jose mercury news,2008,5,16,20080516,0.320334517,0.455170723,0.22449476,0.000801767,0.000756066,0.001093284,0.004216878,0.039839046,0.001516957,0.003697197,0.001172886,0.001731604,0.000640665,0.004463276,0.035034421,0.901546612,0.003489341,0,0.010620631,0.013993032,0.166794204,0.094413698,0.950707259,0.336741317,0.024286077,1.24E-05,0.002654068,0.060743629,0.275901129,0.954823597,0.999208734,0.058116781,0.118341738
same-sex_marriage1.0-523,1,0,0,atlanta journal and constitution,2003,8,1,20030801,0.604526757,0.144458801,0.251014443,0.004360872,0.000630162,0.58730151,0.00914022,0.000680032,0.042204956,0.001126847,0.00067947,0.002473121,0.00530849,0.016011293,0.009235714,0.314076984,0.006770329,0,0.013975946,0.008107917,0.997821983,0.279190945,0.299680893,0.34570829,0.027032988,0.001501142,0.019897701,0.460216494,0.235399351,0.345764283,0.412980495,0.037971297,0.052591559
same-sex_marriage1.0-5233,0,1,0,st. louis post-dispatch,2008,5,15,20080515,0.771393721,0.091418783,0.137187496,0.001460188,0.000834692,0.018661496,0.028176891,0.029576388,0.858500364,0.002431491,0.00062241,0.003832181,0.022321892,0.022125466,0.006581624,0.000214672,0.004660246,0,0.198909477,0.00912684,0.683893155,0.755327969,0.477054392,0.465816956,0.006011558,5.64E-05,0.491413963,0.603846993,0.057540511,0.320038613,0.598513542,0.03263533,0.062667998
same-sex_marriage1.0-5236,0,0,1,san jose mercury news,2008,5,14,20080514,0.34040916,0.398779991,0.26081085,0.001062018,0.000764649,0.004407666,0.001320788,0.937894825,0.003861127,0.009734759,0.00057018,0.000472128,0.000838038,0.000649464,0.031822409,0.004052987,0.002548962,0,0.011338107,0.014845782,0.199211561,0.254052814,0.99949247,0.308120816,0.010866482,9.11E-07,0.013363893,0.164756758,0.02299165,0.293300378,0.682155289,0.029442903,0.101010377
same-sex_marriage1.0-5238,0,0,0,san jose mercury news,2008,5,14,20080514,0.589829578,0.225230873,0.184939549,0.009245224,0.000758216,0.000975351,0.001713881,0.924836431,0.003974808,0.002070125,0.000743524,0.000767846,0.000699168,0.002935536,0.004439998,0.041891291,0.004948601,0,0.056496919,0.011582976,0.059313381,0.290844434,0.999425997,0.409009349,0.020810043,0.000266604,0.01564297,0.096065231,0.090262852,0.557166921,0.566084405,0.048320113,0.097644344
same-sex_marriage1.0-5239,0,0,0,san jose mercury news,2008,5,14,20080514,0.561924406,0.347561465,0.090514129,0.000733216,0.000783998,0.00109897,0.01699086,0.959459806,0.001152127,0.006967521,0.000584608,0.000540726,0.000556044,0.000374077,0.007853628,0.00136138,0.001543039,0,0.031999152,0.012994708,0.028115955,0.462499122,0.999449467,0.433785826,0.020427582,6.85E-05,0.02487975,0.15449892,0.113903553,0.610401435,0.529310632,0.017643568,0.081893513
same-sex_marriage1.0-524,0,0,1,daily news,2003,8,1,20030801,0.205464961,0.243796684,0.550738355,0.001108171,0.000615574,0.001044417,0.001866154,0.687805629,0.010315812,0.000502765,0.000660457,0.000581156,0.004662963,0.000628024,0.001880773,0.286108876,0.002219229,0,0.003156445,0.009121302,0.024128638,0.012894817,0.997072531,0.358124693,0.010682796,0.000323675,0.016358913,0.123162318,0.019875069,0.116143316,0.945888782,0.114394746,0.106040377
same-sex_marriage1.0-5241,0,0,1,palm beach post,2008,5,12,20080512,0.659569173,0.121693519,0.218737309,0.001272358,0.000765952,0.075019431,0.008005661,0.029898888,0.011734521,0.000582524,0.000851329,0.004438672,0.138382355,0.644444299,0.004984302,0.07321123,0.006408477,0,0.055858062,0.008315782,0.207785726,0.446942164,0.581815881,0.373220544,0.013697859,0.000576721,0.027479577,0.502416509,0.615152179,0.290506252,0.535172322,0.034504,0.159476399
same-sex_marriage1.0-5242,0,0,1,usa today,2008,5,9,20080509,0.58902972,0.170086973,0.240883307,0.011239755,0.000813047,0.033710679,0.001066291,0.018213229,0.002685248,0.001472742,0.000588151,0.001101614,0.318543534,0.564551487,0.016412473,0.028175923,0.001425826,0,0.045003711,0.032264268,0.124751765,0.068982645,0.202689971,0.333167232,0.00953977,0.00046616,0.008818928,0.765073218,0.677805219,0.32390603,0.315463226,0.02403936,0.142329026
same-sex_marriage1.0-5245,0,0,1,st. petersburg times,2008,5,3,20080503,0.685802882,0.172189547,0.142007572,0.281437994,0.001169984,0.008786775,0.003674602,0.009454731,0.005783423,0.001152424,0.00099843,0.005730926,0.033585009,0.622148431,0.005015994,0.019924426,0.001136852,0,0.362995196,0.095935892,0.539768347,0.086274795,0.369048582,0.468532722,0.026648747,0.00033869,0.051945349,0.942211111,0.593405258,0.31697867,0.124642046,0.02413291,0.100933527
same-sex_marriage1.0-525,0,0,0,daily news,2003,8,1,20030801,0.465243549,0.172232108,0.362524343,0.008298795,0.001236271,0.342952933,0.003187241,0.488156218,0.013947313,0.00295145,0.001176087,0.00071838,0.01052096,0.001957267,0.000741833,0.115607571,0.008547681,0,0.045433825,0.009710713,0.995237623,0.133888853,0.966024323,0.283497034,0.016391411,0.000108465,0.031012908,0.59512763,0.085228027,0.21238264,0.235005417,0.079891409,0.13619303
