,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
Tobacco1.0-25272,0,0,1,palm beach post,2006,6,10,20060610,0,0,1
Tobacco1.0-6282,0,0,1,daily news,2011,5,25,20110525,0,0,1
Tobacco1.0-16178,0,0,1,new york times,1999,9,24,19990924,0,0,1
Tobacco1.0-25279,0,0,1,washington post,2006,6,7,20060607,0,0,1
Tobacco1.0-5956,0,0,1,new york times,2008,1,1,20080101,0,0,1
Tobacco1.0-19365,0,0,1,new york times,2002,11,3,20021103,0,0,1
Tobacco1.0-9610,0,0,1,herald-sun,1995,7,20,19950720,0,0,1
Tobacco1.0-12464,0,1,0,daily news,1997,5,7,19970507,0,0,1
Tobacco1.0-17125,0,0,1,palm beach post,1998,3,13,19980313,0,0,1
Tobacco1.0-10490,0,0,1,new york times,1993,11,28,19931128,0,0,1
Tobacco1.0-17655,0,0,1,philadelphia inquirer,1998,7,7,19980707,0,1,0
Tobacco1.0-12044,0,0,1,denver post,1997,4,19,19970419,0,0,1
Tobacco1.0-6359,0,0,1,st. louis post-dispatch,2011,4,9,20110409,1,0,0
Tobacco1.0-8351,0,0,1,herald-sun,1996,5,16,19960516,0,1,0
Tobacco1.0-25401,0,0,1,new york times,2006,4,21,20060421,1,0,0
Tobacco1.0-16011,0,0,1,saint paul pioneer press,1999,4,24,19990424,0,1,0
Tobacco1.0-12515,0,1,0,washington post,1997,5,4,19970504,0,0,1
Tobacco1.0-5881,0,0,1,washington post,2008,2,1,20080201,1,0,0
Tobacco1.0-5880,0,0,1,st. petersburg times,2008,2,1,20080201,0,0,1
Tobacco1.0-458,0,0,1,usa today,1991,3,15,19910315,0,0,1
Tobacco1.0-26530,0,1,0,atlanta journal and constitution,2012,7,7,20120707,0,0,1
Tobacco1.0-16831,0,0,1,palm beach post,1999,11,1,19991101,0,1,0
Tobacco1.0-26536,0,0,1,tampa bay times,2013,8,28,20130828,0,0,1
Tobacco1.0-13939,0,0,1,washington post,1997,9,4,19970904,0,0,1
Tobacco1.0-13936,0,0,1,st. petersburg times,1997,9,4,19970904,0,0,1
Tobacco1.0-6190,0,0,1,denver post,2010,1,3,20100103,0,1,0
Tobacco1.0-5558,0,0,1,washington post,2009,1,7,20090107,0,0,1
Tobacco1.0-6197,0,1,0,san jose mercury news,2010,1,1,20100101,0,0,1
Tobacco1.0-17724,0,0,1,philadelphia inquirer,2000,12,17,20001217,1,0,0
Tobacco1.0-17725,0,0,1,philadelphia inquirer,2000,12,17,20001217,0,0,1
Tobacco1.0-22099,0,0,1,saint paul pioneer press,2010,8,5,20100805,0,0,1
Tobacco1.0-22544,0,0,1,st. petersburg times,2000,6,11,20000611,0,0,1
Tobacco1.0-12995,0,0,1,herald-sun,1997,7,24,19970724,1,0,0
Tobacco1.0-16633,0,0,1,atlanta journal and constitution,1999,12,10,19991210,0,1,0
Tobacco1.0-19501,0,1,0,herald-sun,2002,9,28,20020928,1,0,0
Tobacco1.0-22541,0,1,0,herald-sun,2000,6,12,20000612,0,0,1
Tobacco1.0-24550,0,1,0,atlanta journal and constitution,2003,7,1,20030701,0,0,1
Tobacco1.0-11541,0,0,1,st. louis post-dispatch,1996,12,7,19961207,0,0,1
Tobacco1.0-11543,0,0,1,washington post,1996,12,7,19961207,0,0,1
Tobacco1.0-11436,0,0,1,palm beach post,1996,8,6,19960806,0,0,1
Tobacco1.0-16551,0,0,1,washington post,1999,12,31,19991231,1,0,0
Tobacco1.0-18967,0,0,1,washington post,2002,6,1,20020601,1,0,0
Tobacco1.0-24874,0,0,1,new york times,2004,2,10,20040210,0,0,1
Tobacco1.0-22143,0,0,1,atlanta journal and constitution,2010,7,7,20100707,0,0,1
Tobacco1.0-7171,0,0,1,palm beach post,1993,8,5,19930805,0,0,1
Tobacco1.0-2450,0,0,1,palm beach post,1997,2,7,19970207,1,0,0
Tobacco1.0-7176,0,1,0,new york times,1993,8,3,19930803,0,0,1
Tobacco1.0-24872,0,0,1,atlanta journal and constitution,2004,2,10,20040210,0,0,1
Tobacco1.0-20636,0,0,1,st. louis post-dispatch,2005,6,25,20050625,0,0,1
Tobacco1.0-11947,0,0,1,palm beach post,1997,4,27,19970427,1,0,0
Tobacco1.0-6996,0,0,1,st. louis post-dispatch,1992,6,12,19920612,0,0,1
Tobacco1.0-6770,0,0,1,daily news,2012,1,23,20120123,0,0,1
Tobacco1.0-26652,0,0,1,new york times,2013,6,12,20130612,0,0,1
Tobacco1.0-26650,0,0,1,philadelphia inquirer,2013,6,13,20130613,0,0,1
Tobacco1.0-26651,0,0,1,daily news,2013,6,12,20130612,1,0,0
Tobacco1.0-11206,0,0,1,atlanta journal and constitution,1996,8,29,19960829,0,1,0
Tobacco1.0-3959,0,0,1,daily news,2001,1,24,20010124,0,0,1
Tobacco1.0-16521,0,0,1,saint paul pioneer press,1999,7,8,19990708,0,0,1
Tobacco1.0-10463,0,0,1,st. louis post-dispatch,1993,12,22,19931222,0,0,1
Tobacco1.0-14111,0,0,1,new york times,1997,12,9,19971209,0,0,1
Tobacco1.0-24250,0,1,0,washington post,2003,9,28,20030928,0,0,1
Tobacco1.0-27437,0,0,1,st. petersburg times,1992,1,29,19920129,0,0,1
Tobacco1.0-2007,0,0,1,herald-sun,1996,1,30,19960130,1,0,0
Tobacco1.0-12208,0,0,1,atlanta journal and constitution,1997,4,3,19970403,0,0,1
Tobacco1.0-27432,0,0,1,palm beach post,1992,1,30,19920130,0,1,0
Tobacco1.0-4854,0,1,0,washington post,2006,1,18,20060118,0,0,1
Tobacco1.0-4857,0,0,1,palm beach post,2006,1,16,20060116,0,0,1
Tobacco1.0-23548,0,0,1,new york times,2003,2,8,20030208,1,0,0
Tobacco1.0-26156,0,0,1,atlanta journal and constitution,2007,6,14,20070614,1,0,0
Tobacco1.0-22328,0,0,1,atlanta journal and constitution,2011,9,14,20110914,0,1,0
Tobacco1.0-18575,0,0,1,saint paul pioneer press,2001,5,3,20010503,0,0,1
Tobacco1.0-22899,0,0,1,washington post,2000,9,25,20000925,0,0,1
Tobacco1.0-23543,0,0,1,st. louis post-dispatch,2003,2,9,20030209,0,0,1
Tobacco1.0-6973,0,0,1,new york times,1992,6,20,19920620,0,1,0
Tobacco1.0-7397,0,1,0,st. louis post-dispatch,1993,5,12,19930512,0,0,1
Tobacco1.0-24903,0,0,1,st. louis post-dispatch,2004,2,1,20040201,0,0,1
Tobacco1.0-24907,0,0,1,new york times,2004,1,29,20040129,0,0,1
Tobacco1.0-3077,0,0,1,st. louis post-dispatch,1999,2,26,19990226,0,0,1
Tobacco1.0-25455,0,0,1,new york times,2006,4,7,20060407,1,0,0
Tobacco1.0-3073,0,0,1,washington post,1999,2,27,19990227,0,0,1
Tobacco1.0-23309,0,0,1,new york times,2003,3,29,20030329,0,0,1
Tobacco1.0-3071,0,0,1,st. louis post-dispatch,1999,2,27,19990227,1,0,0
Tobacco1.0-13085,0,0,1,new york times,1997,7,15,19970715,0,0,1
Tobacco1.0-19185,0,0,1,atlanta journal and constitution,2002,12,20,20021220,0,0,1
Tobacco1.0-3950,0,0,1,washington post,2001,1,27,20010127,0,0,1
Tobacco1.0-2070,0,0,1,palm beach post,1996,1,14,19960114,0,0,1
Tobacco1.0-2073,0,0,1,st. petersburg times,1996,1,14,19960114,0,0,1
Tobacco1.0-25696,0,0,1,washington post,2006,10,14,20061014,0,0,1
Tobacco1.0-2076,0,0,1,st. petersburg times,1996,1,11,19960111,0,0,1
Tobacco1.0-22436,0,0,1,saint paul pioneer press,2011,7,4,20110704,0,1,0
Tobacco1.0-11290,0,1,0,new york times,1996,8,24,19960824,0,0,1
Tobacco1.0-17432,0,0,1,new york times,1998,8,15,19980815,0,0,1
Tobacco1.0-3652,0,0,1,saint paul pioneer press,2000,1,31,20000131,0,0,1
Tobacco1.0-22431,0,0,1,herald-sun,2011,7,6,20110706,0,0,1
Tobacco1.0-7954,0,0,1,st. louis post-dispatch,1995,6,18,19950618,0,0,1
Tobacco1.0-7956,0,1,0,atlanta journal and constitution,1995,6,17,19950617,1,0,0
Tobacco1.0-1504,0,0,1,palm beach post,1995,2,21,19950221,0,1,0
Tobacco1.0-23122,0,0,1,new york times,2000,7,30,20000730,1,0,0
Tobacco1.0-3659,0,0,1,philadelphia inquirer,2000,1,29,20000129,0,0,1
Tobacco1.0-24659,0,0,1,denver post,2003,11,21,20031121,0,1,0
Tobacco1.0-8520,0,0,1,herald-sun,1996,4,24,19960424,0,0,1
Tobacco1.0-23438,0,0,1,san jose mercury news,2003,3,10,20030310,0,0,1
Tobacco1.0-5312,0,0,1,st. petersburg times,2009,5,20,20090520,0,0,1
Tobacco1.0-2208,0,0,1,herald-sun,1997,3,21,19970321,1,0,0
Tobacco1.0-24657,0,0,1,daily news,2003,11,24,20031124,1,0,0
Tobacco1.0-4921,0,0,1,new york times,2006,1,1,20060101,0,0,1
Tobacco1.0-8939,0,0,1,atlanta journal and constitution,1991,8,22,19910822,0,0,1
Tobacco1.0-4925,0,0,1,daily news,2007,3,30,20070330,0,0,1
Tobacco1.0-26287,0,1,0,washington post,2007,4,12,20070412,0,0,1
Tobacco1.0-16408,0,0,1,herald-sun,1999,7,28,19990728,0,0,1
Tobacco1.0-4453,0,1,0,new york times,2005,2,21,20050221,0,0,1
Tobacco1.0-16895,0,0,1,palm beach post,1999,10,14,19991014,1,0,0
Tobacco1.0-4456,0,0,1,denver post,2005,2,20,20050220,1,0,0
Tobacco1.0-25024,0,0,1,st. petersburg times,2006,8,21,20060821,0,0,1
Tobacco1.0-18105,0,0,1,new york times,2001,11,16,20011116,1,0,0
Tobacco1.0-5721,0,0,1,philadelphia inquirer,2008,4,28,20080428,0,0,1
Tobacco1.0-100,0,0,1,usa today,1990,10,16,19901016,0,1,0
Tobacco1.0-23056,0,0,1,atlanta journal and constitution,2000,8,13,20000813,1,0,0
Tobacco1.0-108,0,1,0,st. louis post-dispatch,1990,10,13,19901013,0,0,1
Tobacco1.0-8053,0,0,1,san jose mercury news,1995,5,24,19950524,0,0,1
Tobacco1.0-11354,0,0,1,new york times,1996,8,20,19960820,0,0,1
Tobacco1.0-8730,0,0,1,atlanta journal and constitution,1991,12,11,19911211,0,0,1
Tobacco1.0-20026,0,0,1,herald-sun,2004,7,29,20040729,1,0,0
Tobacco1.0-1431,0,0,1,philadelphia inquirer,1995,3,8,19950308,0,0,1
Tobacco1.0-20021,0,0,1,saint paul pioneer press,2004,8,1,20040801,0,0,1
Tobacco1.0-20020,0,0,1,st. louis post-dispatch,2004,8,2,20040802,0,0,1
Tobacco1.0-7821,0,0,1,st. louis post-dispatch,1994,4,17,19940417,0,0,1
Tobacco1.0-8739,0,0,1,new york times,1991,12,9,19911209,0,0,1
Tobacco1.0-10464,0,0,1,new york times,1993,12,19,19931219,1,0,0
Tobacco1.0-22246,0,0,1,washington post,2011,10,29,20111029,0,0,1
Tobacco1.0-1438,0,0,1,new york times,1995,3,6,19950306,0,0,1
Tobacco1.0-7824,0,0,1,san jose mercury news,1994,4,16,19940416,0,0,1
Tobacco1.0-8179,0,0,1,san jose mercury news,1995,4,19,19950419,1,0,0
Tobacco1.0-24498,0,0,1,st. louis post-dispatch,2003,7,11,20030711,0,0,1
Tobacco1.0-2024,0,0,1,new york times,1996,1,26,19960126,0,0,1
Tobacco1.0-13697,0,0,1,new york times,1997,10,5,19971005,0,1,0
Tobacco1.0-4631,0,0,1,usa today,2006,3,29,20060329,0,0,1
Tobacco1.0-13549,0,0,1,washington post,1997,10,25,19971025,0,0,1
Tobacco1.0-15735,0,0,1,herald-sun,1999,6,22,19990622,0,1,0
Tobacco1.0-15734,0,0,1,st. petersburg times,1999,6,23,19990623,1,0,0
Tobacco1.0-9889,0,0,1,san jose mercury news,1996,6,30,19960630,0,0,1
Tobacco1.0-9880,0,1,0,new york times,1996,6,30,19960630,0,1,0
Tobacco1.0-10866,0,0,1,usa today,1994,11,4,19941104,0,1,0
Tobacco1.0-24471,0,0,1,st. petersburg times,2003,7,18,20030718,1,0,0
Tobacco1.0-16995,0,0,1,saint paul pioneer press,1998,3,29,19980329,0,0,1
Tobacco1.0-9460,0,0,1,san jose mercury news,1995,8,11,19950811,0,1,0
Tobacco1.0-24476,0,0,1,palm beach post,2003,7,17,20030717,0,0,1
Tobacco1.0-4144,0,0,1,atlanta journal and constitution,2002,2,20,20020220,0,0,1
Tobacco1.0-10411,0,0,1,new york times,1995,9,13,19950913,0,1,0
Tobacco1.0-9468,0,0,1,washington post,1995,8,11,19950811,0,0,1
Tobacco1.0-20156,0,0,1,palm beach post,2004,7,4,20040704,0,0,1
Tobacco1.0-744,0,0,1,atlanta journal and constitution,1993,3,13,19930313,0,0,1
Tobacco1.0-24272,0,0,1,st. petersburg times,2003,9,22,20030922,1,0,0
Tobacco1.0-23547,0,0,1,herald-sun,2003,2,8,20030208,1,0,0
Tobacco1.0-246,0,1,0,new york times,1991,6,30,19910630,0,0,1
Tobacco1.0-24276,0,0,1,herald-sun,2003,9,21,20030921,1,0,0
Tobacco1.0-20798,0,1,0,st. petersburg times,2005,5,8,20050508,0,0,1
Tobacco1.0-534,0,1,0,atlanta journal and constitution,1991,2,1,19910201,0,0,1
Tobacco1.0-20796,0,0,1,philadelphia inquirer,2005,5,9,20050509,0,0,1
Tobacco1.0-8423,0,0,1,denver post,1996,5,5,19960505,1,0,0
Tobacco1.0-25877,0,1,0,new york times,2007,11,26,20071126,0,0,1
Tobacco1.0-1722,0,0,1,new york times,1996,3,20,19960320,0,0,1
Tobacco1.0-1723,0,0,1,new york times,1996,3,20,19960320,0,0,1
Tobacco1.0-25870,0,1,0,new york times,2007,11,29,20071129,0,0,1
Tobacco1.0-27103,0,0,1,usa today,1990,2,23,19900223,0,0,1
Tobacco1.0-27102,0,0,1,usa today,1990,2,23,19900223,0,1,0
Tobacco1.0-15427,0,0,1,st. louis post-dispatch,1998,10,26,19981026,0,0,1
Tobacco1.0-20808,0,0,1,herald-sun,2005,5,4,20050504,0,0,1
Tobacco1.0-9085,0,0,1,palm beach post,1992,11,25,19921125,0,0,1
Tobacco1.0-15136,0,0,1,philadelphia inquirer,1998,6,2,19980602,0,0,1
Tobacco1.0-4700,0,0,1,washington post,2006,3,9,20060309,0,0,1
Tobacco1.0-4703,0,0,1,new york times,2006,3,8,20060308,0,0,1
Tobacco1.0-991,0,0,1,atlanta journal and constitution,1994,3,28,19940328,0,0,1
Tobacco1.0-4707,0,0,1,st. louis post-dispatch,2006,3,8,20060308,0,1,0
Tobacco1.0-17423,0,0,1,new york times,1998,8,16,19980816,1,0,0
Tobacco1.0-12182,0,0,1,new york times,1997,4,6,19970406,0,0,1
Tobacco1.0-11211,0,0,1,denver post,1996,8,29,19960829,0,0,1
Tobacco1.0-21771,0,0,1,st. louis post-dispatch,2009,8,25,20090825,0,0,1
Tobacco1.0-9261,0,0,1,new york times,1992,9,10,19920910,1,0,0
Tobacco1.0-20372,0,0,1,herald-sun,2004,5,11,20040511,0,0,1
Tobacco1.0-368,0,0,1,new york times,1991,4,19,19910419,0,0,1
Tobacco1.0-4055,0,0,1,washington post,2002,3,24,20020324,0,0,1
Tobacco1.0-8809,0,0,1,atlanta journal and constitution,1991,11,7,19911107,1,0,0
Tobacco1.0-3687,0,0,1,st. petersburg times,2000,1,21,20000121,0,1,0
Tobacco1.0-21172,0,0,1,palm beach post,2005,9,8,20050908,0,0,1
Tobacco1.0-361,0,0,1,st. louis post-dispatch,1991,4,26,19910426,0,1,0
Tobacco1.0-9065,0,0,1,new york times,1992,12,6,19921206,0,0,1
Tobacco1.0-9063,0,0,1,washington post,1992,12,8,19921208,0,0,1
Tobacco1.0-10616,0,0,1,atlanta journal and constitution,1993,10,14,19931014,0,0,1
Tobacco1.0-10347,0,0,1,new york times,1995,10,1,19951001,0,0,1
Tobacco1.0-367,0,0,1,washington post,1991,4,20,19910420,0,0,1
Tobacco1.0-698,0,0,1,atlanta journal and constitution,1993,3,25,19930325,0,0,1
Tobacco1.0-14069,0,0,1,philadelphia inquirer,1997,12,16,19971216,0,0,1
Tobacco1.0-9536,0,0,1,usa today,1995,8,2,19950802,0,0,1
Tobacco1.0-690,0,0,1,st. louis post-dispatch,1993,3,29,19930329,0,0,1
Tobacco1.0-15646,0,0,1,denver post,1998,12,9,19981209,0,0,1
Tobacco1.0-1657,0,0,1,st. louis post-dispatch,1996,3,28,19960328,0,0,1
Tobacco1.0-1650,0,1,0,philadelphia inquirer,1996,3,29,19960329,0,0,1
Tobacco1.0-1652,0,0,1,washington post,1996,3,29,19960329,0,0,1
Tobacco1.0-8802,0,0,1,new york times,1991,11,10,19911110,0,0,1
Tobacco1.0-181,0,0,1,palm beach post,1990,8,1,19900801,0,0,1
Tobacco1.0-10292,0,0,1,denver post,1995,10,21,19951021,1,0,0
Tobacco1.0-24617,0,0,1,atlanta journal and constitution,2003,12,11,20031211,0,0,1
Tobacco1.0-14038,0,0,1,saint paul pioneer press,1997,12,19,19971219,0,1,0
Tobacco1.0-19995,0,0,1,washington post,2004,8,13,20040813,0,0,1
Tobacco1.0-10298,0,0,1,herald-sun,1995,10,18,19951018,0,0,1
Tobacco1.0-21518,0,0,1,denver post,2008,8,8,20080808,0,0,1
Tobacco1.0-21516,0,0,1,new york times,2008,8,14,20080814,0,0,1
Tobacco1.0-20579,0,0,1,washington post,2005,7,7,20050707,0,0,1
Tobacco1.0-17966,0,0,1,herald-sun,2000,10,3,20001003,0,1,0
Tobacco1.0-25718,0,0,1,new york times,2006,10,9,20061009,0,0,1
Tobacco1.0-14286,0,0,1,denver post,1997,11,1,19971101,0,0,1
Tobacco1.0-14288,0,0,1,saint paul pioneer press,1997,11,1,19971101,1,0,0
Tobacco1.0-25175,0,0,1,palm beach post,2006,7,3,20060703,0,0,1
Tobacco1.0-17260,0,0,1,st. louis post-dispatch,1998,3,1,19980301,0,0,1
Tobacco1.0-15758,0,0,1,herald-sun,1999,6,17,19990617,0,1,0
Tobacco1.0-13126,0,0,1,washington post,1997,7,11,19970711,0,0,1
Tobacco1.0-13127,0,0,1,washington post,1997,7,11,19970711,0,0,1
Tobacco1.0-968,0,0,1,st. louis post-dispatch,1993,1,5,19930105,0,0,1
Tobacco1.0-5433,0,0,1,st. petersburg times,2009,3,19,20090319,0,0,1
Tobacco1.0-13129,0,0,1,new york times,1997,7,10,19970710,0,1,0
Tobacco1.0-5436,0,0,1,saint paul pioneer press,2009,3,18,20090318,0,0,1
Tobacco1.0-23848,0,0,1,daily news,2003,5,23,20030523,1,0,0
Tobacco1.0-11848,0,1,0,daily news,1996,10,9,19961009,0,0,1
Tobacco1.0-20774,0,0,1,herald-sun,2005,5,15,20050515,0,0,1
Tobacco1.0-12724,0,0,1,herald-sun,1997,6,21,19970621,0,0,1
Tobacco1.0-23843,0,0,1,philadelphia inquirer,2003,5,25,20030525,0,0,1
Tobacco1.0-11215,0,1,0,herald-sun,1996,8,29,19960829,1,0,0
Tobacco1.0-7356,0,0,1,atlanta journal and constitution,1993,5,24,19930524,0,0,1
Tobacco1.0-21352,0,0,1,palm beach post,2008,12,14,20081214,0,0,1
Tobacco1.0-21350,0,1,0,new york times,2008,12,14,20081214,0,0,1
Tobacco1.0-21351,0,0,1,palm beach post,2008,12,14,20081214,0,0,1
Tobacco1.0-10837,0,0,1,new york times,1994,11,14,19941114,0,0,1
Tobacco1.0-14841,0,0,1,washington post,1998,6,30,19980630,0,0,1
Tobacco1.0-13836,0,0,1,palm beach post,1997,9,16,19970916,0,0,1
Tobacco1.0-10079,0,0,1,philadelphia inquirer,1995,12,6,19951206,0,0,1
Tobacco1.0-26439,0,0,1,philadelphia inquirer,2012,9,10,20120910,1,0,0
Tobacco1.0-17392,0,0,1,herald-sun,1998,8,24,19980824,0,0,1
Tobacco1.0-17391,0,0,1,denver post,1998,8,24,19980824,1,0,0
Tobacco1.0-1636,0,0,1,denver post,1996,3,31,19960331,1,0,0
Tobacco1.0-1243,0,0,1,new york times,1994,1,30,19940130,0,0,1
Tobacco1.0-6565,0,0,1,san jose mercury news,2012,6,4,20120604,1,0,0
Tobacco1.0-3319,0,0,1,washington post,1999,1,12,19990112,0,0,1
Tobacco1.0-14110,0,0,1,atlanta journal and constitution,1997,12,9,19971209,0,0,1
Tobacco1.0-3811,0,0,1,st. petersburg times,2001,3,21,20010321,0,1,0
Tobacco1.0-3954,0,0,1,daily news,2001,1,25,20010125,0,1,0
Tobacco1.0-17313,0,0,1,st. louis post-dispatch,1998,9,17,19980917,0,0,1
Tobacco1.0-5053,0,0,1,new york times,2007,2,16,20070216,0,0,1
Tobacco1.0-3818,0,0,1,new york times,2001,3,18,20010318,0,0,1
Tobacco1.0-1084,0,0,1,new york times,1994,3,10,19940310,1,0,0
Tobacco1.0-17467,0,1,0,washington post,1998,8,8,19980808,1,0,0
Tobacco1.0-17466,0,0,1,washington post,1998,8,8,19980808,0,0,1
Tobacco1.0-18640,0,0,1,washington post,2001,4,9,20010409,1,0,0
Tobacco1.0-5050,0,0,1,philadelphia inquirer,2007,2,17,20070217,0,0,1
Tobacco1.0-17463,0,0,1,daily news,1998,8,8,19980808,1,0,0
Tobacco1.0-22088,0,0,1,st. petersburg times,2010,8,14,20100814,0,0,1
Tobacco1.0-5727,0,0,1,washington post,2008,4,27,20080427,0,0,1
Tobacco1.0-7327,0,0,1,usa today,1993,6,8,19930608,0,0,1
Tobacco1.0-5091,0,0,1,washington post,2007,2,6,20070206,0,0,1
Tobacco1.0-12618,0,0,1,new york times,1997,6,26,19970626,0,0,1
Tobacco1.0-8918,0,0,1,atlanta journal and constitution,1991,9,4,19910904,0,1,0
Tobacco1.0-6525,0,0,1,herald-sun,2011,1,4,20110104,0,1,0
Tobacco1.0-17482,0,0,1,herald-sun,1998,8,5,19980805,0,1,0
Tobacco1.0-19378,0,0,1,daily news,2002,10,31,20021031,0,1,0
Tobacco1.0-25200,0,0,1,denver post,2006,6,29,20060629,0,0,1
Tobacco1.0-13907,0,1,0,atlanta journal and constitution,1997,9,8,19970908,0,0,1
Tobacco1.0-12509,0,0,1,new york times,1997,5,4,19970504,0,0,1
Tobacco1.0-12183,0,0,1,new york times,1997,4,6,19970406,0,0,1
Tobacco1.0-19370,0,0,1,washington post,2002,11,3,20021103,0,0,1
Tobacco1.0-5940,0,0,1,philadelphia inquirer,2008,1,5,20080105,0,0,1
Tobacco1.0-25209,0,0,1,philadelphia inquirer,2006,6,28,20060628,0,0,1
Tobacco1.0-1512,0,0,1,herald-sun,1995,2,19,19950219,1,0,0
Tobacco1.0-5943,0,0,1,daily news,2008,1,3,20080103,0,0,1
Tobacco1.0-5113,0,0,1,denver post,2007,1,31,20070131,1,0,0
Tobacco1.0-3453,0,1,0,new york times,2000,3,18,20000318,0,0,1
Tobacco1.0-19179,0,0,1,atlanta journal and constitution,2002,12,22,20021222,0,1,0
Tobacco1.0-17136,0,0,1,new york times,1998,3,12,19980312,0,1,0
Tobacco1.0-7769,0,1,0,new york times,1994,4,25,19940425,0,0,1
Tobacco1.0-17139,0,0,1,palm beach post,1998,3,12,19980312,0,0,1
Tobacco1.0-16735,0,1,0,denver post,1999,11,18,19991118,0,1,0
Tobacco1.0-16732,0,0,1,san jose mercury news,1999,11,19,19991119,0,0,1
Tobacco1.0-19173,0,0,1,new york times,2002,12,25,20021225,0,0,1
Tobacco1.0-12476,0,0,1,herald-sun,1997,5,6,19970506,1,0,0
Tobacco1.0-6367,0,0,1,palm beach post,2011,4,5,20110405,0,0,1
Tobacco1.0-12500,0,0,1,palm beach post,1997,5,5,19970505,0,0,1
Tobacco1.0-5896,0,0,1,daily news,2008,1,25,20080125,1,0,0
Tobacco1.0-5894,0,0,1,washington post,2008,1,27,20080127,0,0,1
Tobacco1.0-5892,0,0,1,st. louis post-dispatch,2008,1,28,20080128,1,0,0
Tobacco1.0-16027,0,0,1,washington post,1999,4,22,19990422,0,0,1
Tobacco1.0-17129,0,0,1,st. petersburg times,1998,3,13,19980313,0,0,1
Tobacco1.0-26506,0,0,1,daily news,2012,7,20,20120720,0,0,1
Tobacco1.0-5541,0,0,1,new york times,2009,1,14,20090114,0,0,1
Tobacco1.0-21224,0,0,1,philadelphia inquirer,2005,8,21,20050821,0,0,1
Tobacco1.0-13492,0,0,1,new york times,1997,8,3,19970803,0,0,1
Tobacco1.0-26500,0,0,1,daily news,2012,7,25,20120725,0,0,1
Tobacco1.0-8379,0,0,1,st. petersburg times,1996,5,12,19960512,0,0,1
Tobacco1.0-1394,0,0,1,saint paul pioneer press,1995,3,14,19950314,0,0,1
Tobacco1.0-14413,0,0,1,herald-sun,1998,2,13,19980213,0,0,1
Tobacco1.0-26643,0,0,1,new york times,2013,6,18,20130618,0,0,1
Tobacco1.0-6161,0,0,1,herald-sun,2010,1,17,20100117,0,0,1
Tobacco1.0-14083,0,0,1,san jose mercury news,1997,12,15,19971215,1,0,0
Tobacco1.0-8279,0,0,1,san jose mercury news,1996,5,28,19960528,1,0,0
Tobacco1.0-17730,0,0,1,herald-sun,2000,12,15,20001215,1,0,0
Tobacco1.0-1865,0,0,1,new york times,1996,2,27,19960227,0,0,1
Tobacco1.0-1864,0,0,1,san jose mercury news,1996,2,28,19960228,0,0,1
Tobacco1.0-6981,0,0,1,palm beach post,1992,6,17,19920617,0,0,1
Tobacco1.0-1861,0,0,1,palm beach post,1996,2,29,19960229,0,0,1
Tobacco1.0-12980,0,0,1,denver post,1997,7,26,19970726,0,0,1
Tobacco1.0-16352,0,0,1,herald-sun,1999,8,17,19990817,1,0,0
Tobacco1.0-22552,0,0,1,washington post,2000,6,9,20000609,1,0,0
Tobacco1.0-16354,0,0,1,new york times,1999,8,17,19990817,0,0,1
Tobacco1.0-16356,0,0,1,washington post,1999,8,17,19990817,0,0,1
Tobacco1.0-11552,0,0,1,st. louis post-dispatch,1996,12,5,19961205,0,0,1
Tobacco1.0-16608,0,0,1,saint paul pioneer press,1999,12,18,19991218,0,0,1
Tobacco1.0-9778,0,0,1,st. louis post-dispatch,1996,7,16,19960716,0,0,1
Tobacco1.0-11885,0,0,1,atlanta journal and constitution,1996,10,3,19961003,0,1,0
Tobacco1.0-18826,0,0,1,new york times,2002,7,7,20020707,1,0,0
Tobacco1.0-23128,0,0,1,philadelphia inquirer,2000,7,28,20000728,0,0,1
Tobacco1.0-11422,0,0,1,washington post,1996,8,9,19960809,0,0,1
Tobacco1.0-16288,0,1,0,saint paul pioneer press,1999,8,31,19990831,0,0,1
Tobacco1.0-18913,0,0,1,palm beach post,2002,6,16,20020616,0,0,1
Tobacco1.0-2441,0,0,1,herald-sun,1997,2,8,19970208,0,0,1
Tobacco1.0-22157,0,0,1,washington post,2010,7,1,20100701,0,0,1
Tobacco1.0-5642,0,0,1,washington post,2008,5,31,20080531,0,1,0
Tobacco1.0-17425,0,0,1,st. petersburg times,1998,8,16,19980816,1,0,0
Tobacco1.0-22150,0,0,1,san jose mercury news,2010,7,3,20100703,0,1,0
Tobacco1.0-16280,0,0,1,herald-sun,1999,9,2,19990902,0,0,1
Tobacco1.0-17351,0,0,1,st. louis post-dispatch,1998,9,6,19980906,1,0,0
Tobacco1.0-11957,0,0,1,herald-sun,1997,4,26,19970426,1,0,0
Tobacco1.0-11956,0,0,1,herald-sun,1997,4,26,19970426,0,0,1
Tobacco1.0-4587,0,0,1,st. louis post-dispatch,2005,1,12,20050112,0,0,1
Tobacco1.0-26899,0,0,1,san jose mercury news,2013,1,11,20130111,0,0,1
Tobacco1.0-11950,0,0,1,washington post,1997,4,27,19970427,0,1,0
Tobacco1.0-6708,0,0,1,new york times,2012,3,1,20120301,1,0,0
Tobacco1.0-25514,0,0,1,philadelphia inquirer,2006,12,15,20061215,1,0,0
Tobacco1.0-18286,0,0,1,san jose mercury news,2001,8,10,20010810,0,1,0
