,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,assignment,weight,directness,Explicit,Implicit
Immigration1.0-10463,0,0,1,washington post,2001,10,7,20011007,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-10463,0,0,1,washington post,2001,10,7,20011007,nick_61.0_rt,0.5,1,0,1
Immigration1.0-27357,0,0,1,philadelphia inquirer,2009,3,1,20090301,alex_59.0_rt,0.5,1,0,1
Immigration1.0-27357,0,0,1,philadelphia inquirer,2009,3,1,20090301,allie_59.0_rt,0.5,1,0,1
Immigration1.0-26348,0,0,1,atlanta journal and constitution,2008,5,19,20080519,sam_61.0_rt,0.5,0,1,0
Immigration1.0-26348,0,0,1,atlanta journal and constitution,2008,5,19,20080519,corey_61.0_rt,0.5,1,0,1
Immigration1.0-6229,0,0,1,philadelphia inquirer,1999,2,14,19990214,sam_59.0_rt,0.5,1,0,1
Immigration1.0-6229,0,0,1,philadelphia inquirer,1999,2,14,19990214,emily_59.0_rt,0.5,1,0,1
Immigration1.0-36199,0,0,1,new york times,1986,5,30,19860530,nick_56.0_rt,0.5,1,0,1
Immigration1.0-36199,0,0,1,new york times,1986,5,30,19860530,allie_56.0_rt,0.5,1,0,1
Immigration1.0-26344,0,0,1,palm beach post,2008,5,20,20080520,corey_64.0_rt,0.5,1,0,1
Immigration1.0-26344,0,0,1,palm beach post,2008,5,20,20080520,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-6225,0,0,1,washington post,1999,2,16,19990216,nick_58.0_rt,0.5,0,1,0
Immigration1.0-6225,0,0,1,washington post,1999,2,16,19990216,laurie_58.0_rt,0.5,0,1,0
Immigration1.0-24619,0,0,1,new york times,2007,7,24,20070724,corey_56.0_rt,0.5,1,0,1
Immigration1.0-24619,0,0,1,new york times,2007,7,24,20070724,emily_56.0_rt,0.5,1,0,1
Immigration1.0-8909,0,0,1,new york times,2000,10,5,20001005,alex_54.0_r,0.5,1,0,1
Immigration1.0-8909,0,0,1,new york times,2000,10,5,20001005,emily_54.0_r,0.5,1,0,1
Immigration1.0-10871,0,0,1,new york times,2001,12,7,20011207,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-10871,0,0,1,new york times,2001,12,7,20011207,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-8901,0,0,1,washington post,2000,10,7,20001007,dana_60.0_rt,0.5,1,0,1
Immigration1.0-8901,0,0,1,washington post,2000,10,7,20001007,sam_60.0_rt,0.5,1,0,1
Immigration1.0-18446,0,0,1,denver post,2005,10,20,20051020,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-18446,0,0,1,denver post,2005,10,20,20051020,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-29033,0,0,1,new york times,2010,1,16,20100116,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-29033,0,0,1,new york times,2010,1,16,20100116,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-2410,0,0,1,washington post,1996,8,18,19960818,alex_58.0_rt,0.5,1,0,1
Immigration1.0-2410,0,0,1,washington post,1996,8,18,19960818,dana_58.0_rt,0.5,1,0,1
Immigration1.0-2412,0,0,1,denver post,1996,8,17,19960817,sam_59.0_rt,0.5,1,0,1
Immigration1.0-2412,0,0,1,denver post,1996,8,17,19960817,emily_59.0_rt,0.5,1,0,1
Immigration1.0-16124,0,0,1,palm beach post,2004,7,23,20040723,corey_54.0_r,0.5,1,0,1
Immigration1.0-16124,0,0,1,palm beach post,2004,7,23,20040723,laurie_54.0_r,0.5,1,0,1
Immigration1.0-20971,0,0,1,denver post,2006,6,19,20060619,alex_59.0_rt,0.5,0,1,0
Immigration1.0-20971,0,0,1,denver post,2006,6,19,20060619,allie_59.0_rt,0.5,0,1,0
Immigration1.0-1992,0,0,1,st. louis post-dispatch,1996,4,27,19960427,nick_62.0_rt,0.5,1,0,1
Immigration1.0-1992,0,0,1,st. louis post-dispatch,1996,4,27,19960427,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-30740,0,0,1,usa today,2010,12,30,20101230,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-30740,0,0,1,usa today,2010,12,30,20101230,allie_58.2_rt,0.5,1,0,1
Immigration1.0-32674,0,1,0,new york times,2011,11,24,20111124,sam_59.0_rt,0.5,1,0,1
Immigration1.0-32674,0,1,0,new york times,2011,11,24,20111124,emily_59.0_rt,0.5,1,0,1
Immigration1.0-9363,0,0,1,washington post,2001,2,17,20010217,gareth_56.0_rt,0.5,1,0,1
Immigration1.0-9363,0,0,1,washington post,2001,2,17,20010217,corey_56.2_rt,0.5,1,0,1
Immigration1.0-1195,0,0,1,st. louis post-dispatch,1995,9,15,19950915,emily_60.0_rt,0.5,1,0,1
Immigration1.0-1195,0,0,1,st. louis post-dispatch,1995,9,15,19950915,nick_60.0_rt,0.5,1,0,1
Immigration1.0-1192,0,0,1,washington post,1995,9,18,19950918,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-1192,0,0,1,washington post,1995,9,18,19950918,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-38735,0,0,1,palm beach post,1993,1,4,19930104,alex_58.0_rt,0.5,0,1,0
Immigration1.0-38735,0,0,1,palm beach post,1993,1,4,19930104,dana_58.0_rt,0.5,0,1,0
Immigration1.0-5121,0,0,1,washington post,1998,8,31,19980831,dana_60.0_rt,0.5,1,0,1
Immigration1.0-5121,0,0,1,washington post,1998,8,31,19980831,sam_60.0_rt,0.5,1,0,1
Immigration1.0-28619,0,0,1,washington post,2010,4,30,20100430,corey_54.0_r,0.5,1,0,1
Immigration1.0-28619,0,0,1,washington post,2010,4,30,20100430,laurie_54.0_r,0.5,1,0,1
Immigration1.0-4811,0,0,1,saint paul pioneer press,1998,3,27,19980327,alex_56.0_rt,1,1,0,1
Immigration1.0-17521,0,0,1,atlanta journal and constitution,2005,4,27,20050427,spencer_62.0_rt,0.5,1,0,1
Immigration1.0-17521,0,0,1,atlanta journal and constitution,2005,4,27,20050427,corey_62.0_rt,0.5,1,0,1
Immigration1.0-4817,0,0,1,washington post,1998,3,26,19980326,dana_61.0_rt,0.5,1,0,1
Immigration1.0-4817,0,0,1,washington post,1998,3,26,19980326,spencer_61.0_rt,0.5,1,0,1
Immigration1.0-22905,0,0,1,washington post,2006,12,17,20061217,emily_60.0_rt,0.5,1,0,1
Immigration1.0-22905,0,0,1,washington post,2006,12,17,20061217,nick_60.0_rt,0.5,1,0,1
Immigration1.0-4819,0,0,1,washington post,1998,3,26,19980326,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-4819,0,0,1,washington post,1998,3,26,19980326,allie_60.0_rt,0.5,1,0,1
Immigration1.0-28343,0,1,0,new york times,2009,11,2,20091102,corey_54.0_r,0.5,1,0,1
Immigration1.0-28343,0,1,0,new york times,2009,11,2,20091102,laurie_54.0_r,0.5,1,0,1
Immigration1.0-25222,0,0,1,denver post,2007,9,2,20070902,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-25222,0,0,1,denver post,2007,9,2,20070902,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-1331,0,0,1,denver post,1996,3,22,19960322,emily_56.2_rt,0.5,1,0,1
Immigration1.0-1331,0,0,1,denver post,1996,3,22,19960322,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-11275,0,0,1,new york times,2002,2,18,20020218,sam_59.0_rt,0.5,1,0,1
Immigration1.0-11275,0,0,1,new york times,2002,2,18,20020218,emily_59.0_rt,0.5,1,0,1
Immigration1.0-1337,0,0,1,new york times,1996,3,22,19960322,laurie_55.0_r,0.5,1,0,1
Immigration1.0-1337,0,0,1,new york times,1996,3,22,19960322,emily_55.2_r,0.5,1,0,1
Immigration1.0-29965,0,0,1,philadelphia inquirer,2010,7,6,20100706,gareth_60.0_rt,0.5,0,1,0
Immigration1.0-29965,0,0,1,philadelphia inquirer,2010,7,6,20100706,allie_60.0_rt,0.5,0,1,0
Immigration1.0-36601,0,1,0,new york times,1987,10,3,19871003,emily_61.0_rt,0.5,1,0,1
Immigration1.0-36601,0,1,0,new york times,1987,10,3,19871003,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-39064,0,0,1,palm beach post,1992,6,19,19920619,allie_62.0_rt,0.5,1,0,1
Immigration1.0-39064,0,0,1,palm beach post,1992,6,19,19920619,emily_62.0_rt,0.5,1,0,1
Immigration1.0-13061,0,0,1,herald-sun,2002,11,23,20021123,sam_62.0_rt,0.5,1,0,1
Immigration1.0-13061,0,0,1,herald-sun,2002,11,23,20021123,alex_62.0_rt,0.5,1,0,1
Immigration1.0-18071,0,0,1,palm beach post,2005,7,9,20050709,dana_57.0_rt,0.5,1,0,1
Immigration1.0-18071,0,0,1,palm beach post,2005,7,9,20050709,corey_57.0_rt,0.5,1,0,1
Immigration1.0-16729,0,0,1,daily news,2004,10,10,20041010,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-16729,0,0,1,daily news,2004,10,10,20041010,corey_60.0_rt,0.5,1,0,1
Immigration1.0-16720,0,0,1,daily news,2004,10,11,20041011,dana_62.0_rt,0.25,1,0,1
Immigration1.0-16720,0,0,1,daily news,2004,10,11,20041011,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-16720,0,0,1,daily news,2004,10,11,20041011,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-16720,0,0,1,daily news,2004,10,11,20041011,allie_65.0_rt,0.25,1,0,1
Immigration1.0-26117,0,0,1,new york times,2007,12,30,20071230,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-26117,0,0,1,new york times,2007,12,30,20071230,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-7893,0,0,1,new york times,2000,4,25,20000425,allie_58.0_rt,0.5,1,0,1
Immigration1.0-7893,0,0,1,new york times,2000,4,25,20000425,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-14383,0,0,1,palm beach post,2003,9,13,20030913,alex_59.0_rt,0.5,0,1,0
Immigration1.0-14383,0,0,1,palm beach post,2003,9,13,20030913,allie_59.0_rt,0.5,0,1,0
Immigration1.0-21766,0,0,1,palm beach post,2006,7,4,20060704,nick_58.2_rt,0.5,1,0,1
Immigration1.0-21766,0,0,1,palm beach post,2006,7,4,20060704,emily_58.0_rt,0.5,1,0,1
Immigration1.0-21765,0,1,0,new york times,2006,7,4,20060704,alex_59.0_rt,0.5,1,0,1
Immigration1.0-21765,0,1,0,new york times,2006,7,4,20060704,allie_59.0_rt,0.5,1,0,1
Immigration1.0-8123,0,1,0,daily news,2000,3,28,20000328,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-8123,0,1,0,daily news,2000,3,28,20000328,nick_61.0_rt,0.5,1,0,1
Immigration1.0-8124,0,0,1,daily news,2000,3,28,20000328,corey_54.0_r,0.5,1,0,1
Immigration1.0-8124,0,0,1,daily news,2000,3,28,20000328,laurie_54.0_r,0.5,1,0,1
Immigration1.0-10607,0,0,1,philadelphia inquirer,2001,9,18,20010918,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-10607,0,0,1,philadelphia inquirer,2001,9,18,20010918,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-10601,0,0,1,new york times,2001,9,19,20010919,alex_56.0_rt,1,1,0,1
Immigration1.0-9998,0,0,1,atlanta journal and constitution,2001,8,16,20010816,dana_60.0_rt,0.5,1,0,1
Immigration1.0-9998,0,0,1,atlanta journal and constitution,2001,8,16,20010816,sam_60.0_rt,0.5,1,0,1
Immigration1.0-15035,0,0,1,saint paul pioneer press,2004,2,24,20040224,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-15035,0,0,1,saint paul pioneer press,2004,2,24,20040224,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-15036,0,1,0,saint paul pioneer press,2004,2,24,20040224,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-15036,0,1,0,saint paul pioneer press,2004,2,24,20040224,allie_58.2_rt,0.5,1,0,1
Immigration1.0-20,0,0,1,philadelphia inquirer,1995,4,24,19950424,alex_57.0_rt,0.5,1,0,1
Immigration1.0-20,0,0,1,philadelphia inquirer,1995,4,24,19950424,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-32072,0,0,1,new york times,2011,9,30,20110930,emily_60.0_rt,0.5,1,0,1
Immigration1.0-32072,0,0,1,new york times,2011,9,30,20110930,nick_60.0_rt,0.5,1,0,1
Immigration1.0-7090,0,0,1,new york times,1999,10,24,19991024,sam_57.0_rt,0.5,1,0,1
Immigration1.0-7090,0,0,1,new york times,1999,10,24,19991024,allie_57.0_rt,0.5,1,0,1
Immigration1.0-26370,0,0,1,washington post,2008,5,17,20080517,emily_56.2_rt,0.5,1,0,1
Immigration1.0-26370,0,0,1,washington post,2008,5,17,20080517,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-34920,0,0,1,new york times,1981,5,21,19810521,alex_54.0_r,0.5,0,1,0
Immigration1.0-34920,0,0,1,new york times,1981,5,21,19810521,emily_54.0_r,0.5,0,1,0
Immigration1.0-957,0,0,1,san jose mercury news,1995,11,27,19951127,allie_60.2_rt,0.5,1,0,1
Immigration1.0-957,0,0,1,san jose mercury news,1995,11,27,19951127,corey_60.2_rt,0.5,1,0,1
Immigration1.0-32443,0,0,1,washington post,2012,1,11,20120111,corey_59.0_rt,0.5,1,0,1
Immigration1.0-32443,0,0,1,washington post,2012,1,11,20120111,dana_59.0_rt,0.5,1,0,1
Immigration1.0-32442,0,0,1,washington post,2012,1,11,20120111,allie_62.0_rt,0.5,0,1,0
Immigration1.0-32442,0,0,1,washington post,2012,1,11,20120111,emily_62.0_rt,0.5,0,1,0
Immigration1.0-32447,0,0,1,san jose mercury news,2012,1,10,20120110,corey_58.0_rt,0.5,1,0,1
Immigration1.0-32447,0,0,1,san jose mercury news,2012,1,10,20120110,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-32446,0,1,0,new york times,2012,1,10,20120110,dana_57.0_rt,0.5,1,0,1
Immigration1.0-32446,0,1,0,new york times,2012,1,10,20120110,corey_57.0_rt,0.5,1,0,1
Immigration1.0-32449,0,1,0,san jose mercury news,2012,1,9,20120109,gareth_60.0_rt,0.5,0,1,0
Immigration1.0-32449,0,1,0,san jose mercury news,2012,1,9,20120109,allie_60.0_rt,0.5,0,1,0
Immigration1.0-22121,0,0,1,san jose mercury news,2006,8,24,20060824,sam_57.0_rt,0.5,1,0,1
Immigration1.0-22121,0,0,1,san jose mercury news,2006,8,24,20060824,allie_57.0_rt,0.5,1,0,1
Immigration1.0-22120,0,0,1,san jose mercury news,2006,8,24,20060824,nick_62.0_rt,0.5,1,0,1
Immigration1.0-22120,0,0,1,san jose mercury news,2006,8,24,20060824,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-22122,0,0,1,san jose mercury news,2006,8,24,20060824,corey_65.0_rt,0.5,0,1,0
Immigration1.0-22122,0,0,1,san jose mercury news,2006,8,24,20060824,hannah_65.2_rt,0.5,0,1,0
Immigration1.0-11809,0,0,1,saint paul pioneer press,2002,4,4,20020404,laurie_55.0_r,0.5,1,0,1
Immigration1.0-11809,0,0,1,saint paul pioneer press,2002,4,4,20020404,emily_55.2_r,0.5,1,0,1
Immigration1.0-2319,0,0,1,san jose mercury news,1996,9,11,19960911,alex_56.0_rt,1,1,0,1
Immigration1.0-12126,0,0,1,philadelphia inquirer,2002,7,4,20020704,corey_65.0_rt,0.5,1,0,1
Immigration1.0-12126,0,0,1,philadelphia inquirer,2002,7,4,20020704,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-12122,0,0,1,st. louis post-dispatch,2002,7,5,20020705,alex_54.0_r,0.5,1,0,1
Immigration1.0-12122,0,0,1,st. louis post-dispatch,2002,7,5,20020705,emily_54.0_r,0.5,1,0,1
Immigration1.0-29180,0,0,1,washington post,2010,6,6,20100606,emily_60.0_rt,0.5,0,1,0
Immigration1.0-29180,0,0,1,washington post,2010,6,6,20100606,nick_60.0_rt,0.5,0,1,0
Immigration1.0-1171,0,0,1,atlanta journal and constitution,1995,9,24,19950924,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-1171,0,0,1,atlanta journal and constitution,1995,9,24,19950924,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-3404,0,0,1,new york times,1997,6,25,19970625,allie_58.0_rt,0.5,1,0,1
Immigration1.0-3404,0,0,1,new york times,1997,6,25,19970625,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-3405,0,0,1,new york times,1997,6,25,19970625,allie_54.0_r,0.5,1,0,1
Immigration1.0-3405,0,0,1,new york times,1997,6,25,19970625,hannah_54.0_r,0.5,1,0,1
Immigration1.0-3950,0,0,1,new york times,1997,9,6,19970906,alex_56.0_rt,1,1,0,1
Immigration1.0-31453,0,0,1,st. petersburg times,2011,8,5,20110805,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-31453,0,0,1,st. petersburg times,2011,8,5,20110805,alex_60.0_rt,0.5,1,0,1
Immigration1.0-5332,0,0,1,washington post,1998,7,5,19980705,nick_58.0_rt,0.5,1,0,1
Immigration1.0-5332,0,0,1,washington post,1998,7,5,19980705,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-24408,0,0,1,denver post,2007,5,25,20070525,alex_56.0_rt,1,1,0,1
Immigration1.0-14815,0,0,1,washington post,2003,11,26,20031126,corey_64.0_rt,0.5,1,0,1
Immigration1.0-14815,0,0,1,washington post,2003,11,26,20031126,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-33719,0,0,1,washington post,2012,10,9,20121009,nick_59.0_rt,0.5,0,1,0
Immigration1.0-33719,0,0,1,washington post,2012,10,9,20121009,spencer_59.0_rt,0.5,0,1,0
Immigration1.0-21160,0,0,1,st. louis post-dispatch,2006,6,3,20060603,gareth_58.0_rt,0.5,0,1,0
Immigration1.0-21160,0,0,1,st. louis post-dispatch,2006,6,3,20060603,allie_58.2_rt,0.5,0,1,0
Immigration1.0-14819,0,0,1,philadelphia inquirer,2003,11,25,20031125,dana_60.0_rt,0.5,1,0,1
Immigration1.0-14819,0,0,1,philadelphia inquirer,2003,11,25,20031125,sam_60.0_rt,0.5,1,0,1
Immigration1.0-21220,0,0,1,herald-sun,2006,5,29,20060529,sam_59.0_rt,0.5,1,0,1
Immigration1.0-21220,0,0,1,herald-sun,2006,5,29,20060529,emily_59.0_rt,0.5,1,0,1
Immigration1.0-26033,0,0,1,new york times,2008,1,18,20080118,allie_54.0_r,0.5,1,0,1
Immigration1.0-26033,0,0,1,new york times,2008,1,18,20080118,hannah_54.0_r,0.5,1,0,1
Immigration1.0-10041,0,0,1,saint paul pioneer press,2001,8,10,20010810,alex_57.0_rt,0.5,1,0,1
Immigration1.0-10041,0,0,1,saint paul pioneer press,2001,8,10,20010810,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-4318,0,0,1,st. louis post-dispatch,1997,12,24,19971224,allie_58.0_rt,0.5,1,0,1
Immigration1.0-4318,0,0,1,st. louis post-dispatch,1997,12,24,19971224,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-37838,0,0,1,new york times,1991,9,2,19910902,gareth_56.0_rt,0.5,0,1,0
Immigration1.0-37838,0,0,1,new york times,1991,9,2,19910902,corey_56.2_rt,0.5,0,1,0
Immigration1.0-37837,0,0,1,washington post,1991,9,4,19910904,allie_58.0_rt,0.5,1,0,1
Immigration1.0-37837,0,0,1,washington post,1991,9,4,19910904,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-37836,0,0,1,washington post,1991,9,4,19910904,sam_57.0_rt,0.5,1,0,1
Immigration1.0-37836,0,0,1,washington post,1991,9,4,19910904,allie_57.0_rt,0.5,1,0,1
Immigration1.0-31406,0,1,0,palm beach post,2011,8,19,20110819,alex_58.0_rt,0.5,1,0,1
Immigration1.0-31406,0,1,0,palm beach post,2011,8,19,20110819,dana_58.0_rt,0.5,1,0,1
Immigration1.0-31407,0,0,1,washington post,2011,8,19,20110819,emily_61.0_rt,0.5,1,0,1
Immigration1.0-31407,0,0,1,washington post,2011,8,19,20110819,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-29756,0,0,1,new york times,2010,7,29,20100729,emily_61.0_rt,0.5,1,0,1
Immigration1.0-29756,0,0,1,new york times,2010,7,29,20100729,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-21599,0,0,1,usa today,2006,7,21,20060721,alex_59.0_rt,0.5,1,0,1
Immigration1.0-21599,0,0,1,usa today,2006,7,21,20060721,allie_59.0_rt,0.5,1,0,1
Immigration1.0-21590,0,0,1,st. petersburg times,2006,7,22,20060722,alex_54.0_r,0.5,0,1,0
Immigration1.0-21590,0,0,1,st. petersburg times,2006,7,22,20060722,emily_54.0_r,0.5,0,1,0
Immigration1.0-21596,0,0,1,new york times,2006,7,21,20060721,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-21596,0,0,1,new york times,2006,7,21,20060721,allie_58.2_rt,0.5,1,0,1
Immigration1.0-17774,0,0,1,daily news,2005,8,24,20050824,sam_57.0_rt,0.5,1,0,1
Immigration1.0-17774,0,0,1,daily news,2005,8,24,20050824,allie_57.0_rt,0.5,1,0,1
Immigration1.0-387,0,0,1,st. louis post-dispatch,1995,8,27,19950827,corey_59.0_rt,0.5,1,0,1
Immigration1.0-387,0,0,1,st. louis post-dispatch,1995,8,27,19950827,dana_59.0_rt,0.5,1,0,1
Immigration1.0-35095,0,0,1,new york times,1982,9,9,19820909,corey_65.0_rt,0.5,1,0,1
Immigration1.0-35095,0,0,1,new york times,1982,9,9,19820909,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-7668,0,0,1,daily news,2000,1,10,20000110,alex_56.0_rt,1,0,1,0
Immigration1.0-28569,0,1,0,new york times,2009,8,12,20090812,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-28569,0,1,0,new york times,2009,8,12,20090812,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-19823,0,0,1,denver post,2006,4,6,20060406,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-19823,0,0,1,denver post,2006,4,6,20060406,allie_60.0_rt,0.5,1,0,1
Immigration1.0-28152,0,0,1,new york times,2010,1,15,20100115,sam_57.0_rt,0.5,1,0,1
Immigration1.0-28152,0,0,1,new york times,2010,1,15,20100115,allie_57.0_rt,0.5,1,0,1
Immigration1.0-41089,0,0,1,washington post,1994,12,3,19941203,kristine_61.0_rt,1,1,0,1
Immigration1.0-39471,0,0,1,new york times,1993,7,18,19930718,nick_59.0_rt,0.5,1,0,1
Immigration1.0-39471,0,0,1,new york times,1993,7,18,19930718,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-28402,0,0,1,st. petersburg times,2009,10,10,20091010,alex_54.0_r,0.5,1,0,1
Immigration1.0-28402,0,0,1,st. petersburg times,2009,10,10,20091010,emily_54.0_r,0.5,1,0,1
Immigration1.0-11398,0,0,1,denver post,2002,1,30,20020130,allie_58.0_rt,0.5,1,0,1
Immigration1.0-11398,0,0,1,denver post,2002,1,30,20020130,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-39381,0,0,1,new york times,1993,8,20,19930820,spencer_60.2_rt,0.5,0,1,0
Immigration1.0-39381,0,0,1,new york times,1993,8,20,19930820,alex_60.0_rt,0.5,0,1,0
Immigration1.0-11026,0,0,1,atlanta journal and constitution,2001,11,18,20011118,emily_61.0_rt,0.5,0,1,0
Immigration1.0-11026,0,0,1,atlanta journal and constitution,2001,11,18,20011118,gareth_61.2_rt,0.5,1,0,1
Immigration1.0-11027,0,0,1,daily news,2001,11,18,20011118,alex_57.0_rt,0.5,1,0,1
Immigration1.0-11027,0,0,1,daily news,2001,11,18,20011118,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-11024,0,0,1,washington post,2001,11,19,20011119,alex_56.0_rt,1,1,0,1
Immigration1.0-11022,0,0,1,denver post,2001,11,19,20011119,dana_62.0_rt,0.25,1,0,1
Immigration1.0-11022,0,0,1,denver post,2001,11,19,20011119,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-11022,0,0,1,denver post,2001,11,19,20011119,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-11022,0,0,1,denver post,2001,11,19,20011119,allie_65.0_rt,0.25,1,0,1
Immigration1.0-11023,0,0,1,new york times,2001,11,19,20011119,corey_64.0_rt,0.5,1,0,1
Immigration1.0-11023,0,0,1,new york times,2001,11,19,20011119,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-30927,0,0,1,san jose mercury news,2011,5,26,20110526,dana_57.0_rt,0.5,0,1,0
Immigration1.0-30927,0,0,1,san jose mercury news,2011,5,26,20110526,corey_57.0_rt,0.5,0,1,0
Immigration1.0-11732,0,0,1,denver post,2002,4,17,20020417,nick_62.0_rt,0.5,1,0,1
Immigration1.0-11732,0,0,1,denver post,2002,4,17,20020417,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-41261,0,0,1,san jose mercury news,1994,11,6,19941106,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-41261,0,0,1,san jose mercury news,1994,11,6,19941106,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-15733,0,0,1,denver post,2004,3,30,20040330,emily_56.2_rt,0.5,1,0,1
Immigration1.0-15733,0,0,1,denver post,2004,3,30,20040330,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-40024,0,0,1,palm beach post,1994,4,23,19940423,corey_56.0_rt,0.5,1,0,1
Immigration1.0-40024,0,0,1,palm beach post,1994,4,23,19940423,emily_56.0_rt,0.5,1,0,1
Immigration1.0-40025,0,0,1,san jose mercury news,1994,4,23,19940423,alex_59.0_rt,0.5,1,0,1
Immigration1.0-40025,0,0,1,san jose mercury news,1994,4,23,19940423,allie_59.0_rt,0.5,1,0,1
Immigration1.0-6755,0,0,1,st. petersburg times,1999,5,20,19990520,jeremy_57.0_rt,0.5,1,0,1
Immigration1.0-6755,0,0,1,st. petersburg times,1999,5,20,19990520,kristine_58.0_rt,0.5,1,0,1
Immigration1.0-27339,0,0,1,washington post,2009,3,5,20090305,sam_57.0_rt,0.5,1,0,1
Immigration1.0-27339,0,0,1,washington post,2009,3,5,20090305,allie_57.0_rt,0.5,1,0,1
Immigration1.0-18711,0,1,0,atlanta journal and constitution,2006,2,14,20060214,alex_55.0_r,0.5,1,0,1
Immigration1.0-18711,0,1,0,atlanta journal and constitution,2006,2,14,20060214,allie_55.0_r,0.5,1,0,1
Immigration1.0-36174,0,1,0,new york times,1986,6,28,19860628,alex_56.0_rt,1,1,0,1
Immigration1.0-10819,0,0,1,atlanta journal and constitution,2001,12,15,20011215,allie_58.0_rt,0.5,1,0,1
Immigration1.0-10819,0,0,1,atlanta journal and constitution,2001,12,15,20011215,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-8923,0,1,0,san jose mercury news,2000,10,4,20001004,alex_58.0_rt,0.5,1,0,1
Immigration1.0-8923,0,1,0,san jose mercury news,2000,10,4,20001004,dana_58.0_rt,0.5,1,0,1
Immigration1.0-16141,0,0,1,st. petersburg times,2004,7,19,20040719,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-16141,0,0,1,st. petersburg times,2004,7,19,20040719,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-34715,0,0,1,new york times,1981,12,6,19811206,emily_56.2_rt,0.5,1,0,1
Immigration1.0-34715,0,0,1,new york times,1981,12,6,19811206,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-25679,0,0,1,daily news,2007,10,29,20071029,sam_58.0_rt,0.5,1,0,1
Immigration1.0-25679,0,0,1,daily news,2007,10,29,20071029,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-20952,0,0,1,palm beach post,2006,6,21,20060621,laurie_57.0_rt,0.5,0,1,0
Immigration1.0-20952,0,0,1,palm beach post,2006,6,21,20060621,kristine_57.0_rt,0.5,0,1,0
