Varname,House,Date,Topic,Subcode,L1,L2,L3,L4,C2,C3,C4,C5,Other,Index,Source,N,Totcheck,Agenda1,Agenda2,Scope,raceoutcome,racespenddo,raceaa,aidtoblacks,EqualOpp,Added
HOMOMAR,GALLUP,7/10/2013,150,151,54,0,0,0,0,0,0,43,3,55.67,USGALLUP.072913.R51,2027,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,7/10/2013,150,151,54,0,0,0,0,0,0,43,3,55.67,USGALLUP.072913.R51,2027,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,5/8/2014,150,151,55,0,0,0,0,0,0,42,3,56.70,USGALLUP.052114.R19,1028,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,5/8/2014,150,151,55,0,0,0,0,0,0,42,3,56.70,USGALLUP.052114.R19,1028,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,ORC,12/18/2014,150,151,60,0,0,0,0,0,0,38,2,61.22,USORC.011515E.R23,1011,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,ORC,12/18/2014,150,151,60,0,0,0,0,0,0,38,2,61.22,USORC.011515E.R23,1011,100,202,210,0,0,0,0,0,1,4/12/2015
MARHOMO,NORC,5/15/2008,150,151,223,307,,,,,213,423,170,45.45,GSS08 file,1336,100,200,210,0,0,0,0,0,1,0
MARHOMO,NORC,6/1/2010,150,151,266,321,,,,,197,317,162,53.32,USNORC.GSS10C.Q0314A,2043,100,200,210,0,0,0,0,0,1,0
MARHOMO,NORC,6/1/2012,150,151,323,315,,,,,183,314,839,56.21,GSS 2012 Cross Section data,1974,100,200,210,0,0,0,0,0,1,6/28/2013
MARHOMO,NORC,5/15/2014,150,151,532,423,,,,,223,327,185,63.46,GSS 2014 Cross Section,1690,100,200,210,0,0,0,0,0,1,4/11/2015
MARRIAGE,QUINN,12/4/2003,150,151,35,,,,,,,60,5,36.84,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
MARRIAGE,QUINN,1/28/2004,150,151,34,,,,,,,61,5,35.79,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
MARRIAGE,QUINN,3/16/2004,150,151,31,,,,,,,63,5,32.98,Pollingreport.com,0,99,200,210,0,0,0,0,0,1,0
MARRIAGE,QUINN,7/18/2004,150,151,31,,,,,,,63,5,32.98,Pollingreport.com,0,99,200,210,0,0,0,0,0,1,0
MARRIAGE,QUINN,12/7/2004,150,151,31,,,,,,,65,4,32.29,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
MARRIAGE,QUINN,11/13/2006,150,151,34,,,,,,,63,4,35.05,Pollingreport.com,0,101,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,10/15/2003,150,151,13,28,0,0,0,0,21,30,8,44.57,USPSRA.111803.R18,1515,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,3/17/2004,150,151,16,33,0,0,0,0,18,26,7,52.69,USPSRA.032504.R38,1703,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,7/8/2004,150,151,18,31,0,0,0,0,18,25,8,53.26,USPSRA.072104.R26,2009,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,8/5/2004,150,151,15,33,0,0,0,0,21,24,7,51.61,USPSRA.082404.R37,1512,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,7/13/2005,150,151,22,31,0,0,0,0,16,24,7,56.99,USPSRA.080305.R51,1502,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,7/6/2006,150,151,54,,,,,,,42,4,56.25,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
PSGAYUN,SRBI,7/6/2006,150,151,19,35,0,0,0,0,24,18,4,56.25,USSRBI.080306P.R09,2003,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,5/21/2008,150,151,51,,,,,,,41,8,55.43,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,8/1/2008,150,151,54,,,,,,,40,6,57.45,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,4/1/2009,150,151,53,,,,,,,39,8,57.61,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,8/11/2009,150,151,57,,,,,,,37,6,60.64,Pollingreport.com,2010,100,200,210,0,0,0,0,0,1,0
PSGAYUN,PRRI,7/14/2011,150,151,26,36,0,0,0,0,17,18,3,63.92,USPRRI.11GAY.R08B,3000,,200,210,0,0,0,0,0,1,0
PSGAYUN,GREEN,7/16/2011,150,151,52,19,0,0,0,0,7,20,2,72.45,USGREEN.11HRCJUL.R32,800,,200,210,0,0,0,0,0,1,0
PSGAYUN,PSRA,5/3/2013,150,151,30,36,,,,,15,13,5,70.21,USPSRA.060613.R36BF1,1504,99,200,210,0,0,0,0,0,1,42210
